pair_id	priority	expected_direction	method	state	minimum_cells	n_patients	n_positive	n_negative	n_zero	median_rho	minimum_rho	maximum_rho	patient_equal_meta_rho	bootstrap_ci_low	bootstrap_ci_high	exact_sign_flip_p	sign_flip_fdr_within_state_method_threshold
pemt_tight_junction	key_secondary	positive	matched_unadjusted	REC	30	9	9	0	0	0.4070169724941378	0.1376470588235294	0.49616724738675966	0.37225490965239105	0.30408375885655137	0.42769623840384813	0.00390625	0.0048828125
actin_tight_junction	secondary	positive_or_context_dependent	matched_unadjusted	UPR	30	10	4	6	0	-0.03261804335867071	-0.18264738598442715	0.22609874106415703	0.003289968088310715	-0.07720135256229052	0.08833466450357796	0.9453125	0.9453125
e2f_g2m	technical_positive_control	positive	matched_unadjusted	UPR	30	10	10	0	0	0.43106127547372564	0.26767863754165133	0.6943977591036414	0.4593101843990166	0.36822196329272083	0.5521422765647499	0.001953125	0.009765625
hrc_e2f	biological_discriminator	negative_or_weak	matched_unadjusted	UPR	30	10	1	9	0	-0.13377532815609477	-0.5425770308123249	0.2827540106951872	-0.1635871992603107	-0.30576677840040634	-0.012139526475451117	0.0703125	0.087890625
hrc_tight_junction	primary	positive	matched_unadjusted	UPR	30	10	9	1	0	0.23514612623324688	-0.10197277021394835	0.30026441036488627	0.1778756900815864	0.09182587420697398	0.248437991667473	0.009765625	0.0244140625
pemt_tight_junction	key_secondary	positive	matched_unadjusted	UPR	30	10	9	1	0	0.13384452670544686	-0.19552139037433156	0.3880347593582888	0.13492572712140474	0.03683199000154933	0.22575363536035215	0.03125	0.052083333333333336
actin_tight_junction	secondary	positive_or_context_dependent	matched_unadjusted	iREC	30	4	3	1	0	0.20382731768367687	-0.03473389355742297	0.3101155851023646	0.17308755524296585	0.027402556160048913	0.2825039661140727	0.25	0.25
e2f_g2m	technical_positive_control	positive	matched_unadjusted	iREC	30	4	4	0	0	0.4340085311098856	0.3293448448842854	0.5982473370098965	0.45483106118035066	0.3636889508323377	0.555220660004356	0.125	0.20833333333333334
hrc_e2f	biological_discriminator	negative_or_weak	matched_unadjusted	iREC	30	4	0	4	0	-0.285218275570408	-0.4758620689655172	-0.1265258346803411	-0.298802465546545	-0.4217925060196409	-0.17880520367309666	0.125	0.20833333333333334
hrc_tight_junction	primary	positive	matched_unadjusted	iREC	30	4	4	0	0	0.422776941699928	0.322631268391221	0.4699705371307698	0.4108952934858756	0.34867297126399943	0.4582252639152779	0.125	0.20833333333333334
pemt_tight_junction	key_secondary	positive	matched_unadjusted	iREC	30	4	3	1	0	0.37785693112618113	-0.06722689075630252	0.4588904837450581	0.296767195706145	0.05285622819857357	0.43605854049128906	0.25	0.25
