comparator_state	analysis_mode	n_ranked_genes	permutations	term	es	nes	nominal_p	fdr_q	fwer_p	tag_fraction	rank_fraction	leading_edge_genes	direction	family	role	citation
Stem NOTUM	targeted_predeclared	12433	2000	CANELLAS_HRC_KRT20_NEG	0.7379003127195126	3.4571952742804553	0.0	0.0	0.0	173/249	16.47%	NDRG1;PLAUR;SDCBP2;ANKRD37;SLC2A1;EFNA1;BTG1;CXCL16;P4HA2;QSOX1;MALL;PGK1;ISG20;NBL1;ISG15;MSLN;POLD4;CDH17;UBC;SERINC2;GPRC5A;TMBIM1;PTTG1IP;EIF1;MPZL3;GIPC1;SULT2B1;EZR;RRAS;CLIC5;LAMA3;KRT19;ECM1;HILPDA;METRNL;TNIP1;BNIP3L;P4HA1;MXD1;CAPG;TPI1;CPE;VEGFA;ANXA2;IRF1;CTSD;TMEM59;TMEM54;EFHD2;CDK2AP2;APOL1;NFKBIA;MLPH;ELF3;CDKN1A;F11R;ALDOA;CAPN5;RHBDL2;TMPRSS4;PGAM1;ATP6V1D;CDA;NPEPPS;RNF186;CORO2A;TAP1;DUSP5;EGLN3;TIPARP;CYSTM1;ARPC2;TNFAIP2;APLP2;KLF6;MXI1;JUNB;UPP1;CHMP2A;ERRFI1;CRB3;TMEM30A;SQSTM1;LGALS3BP;TAX1BP3;JUND;ZBP1;BNIP3;APOL2;TMOD3;OSTF1;DUSP1;B2M;OAS1;GPA33;ARF6;LAPTM4A;PLS1;CORO1B;C15ORF48;ARL6IP5;SARAF;CHP1;KRT7;IRF7;PLEKHB2;SMIM14;PFKP;RHOA;PSCA;SH3KBP1;DAZAP2;SCAMP2;GABARAP;PDLIM2;XPNPEP1;RHOG;YPEL5;NDEL1;PMAIP1;WBP2;ASL;ALDOC;GPI;IFI44;ITPK1;NDFIP1;BAIAP2L1;EGLN1;SAR1B;SIRT7;ARPC5;LPCAT4;CD82;HIGD1A;ZBTB7A;PRDX5;INSIG2;PSMB9;MGAT4B;CTTN;S100A14;PKM;ADIPOR1;R3HDM4;ARPC1A;VAMP3;HCFC1R1;ITGAV;ASAP2;EIF1B;PRDM1;STAP2;PRNP;CCNG2;MSMO1;BSG;ANXA4;FRMD4B;RTN3;TUBB4B;AFF4;PTGES;IL1A;GNA13;LDLRAP1;S100A16;SPNS2;FFAR4;ENDOD1;ARRDC1;RAB11A;GNAI2	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	CANELLAS_HRC_KRT20_POS	0.7251634858867438	3.391241643388412	0.0	0.0	0.0	163/245	16.08%	NDRG1;DDIT4;SDCBP2;ANKRD37;SLC2A1;KLF4;EFNA1;BHLHE40;BTG1;AHNAK;P4HA2;RHOC;MALL;LGALS3;NBL1;CYP3A5;POLD4;GPRC5A;TMBIM1;PTTG1IP;EIF1;MPZL3;RIOK3;EMP1;LAMB3;SULT2B1;HERPUD1;LPIN2;LAMA3;ECM1;HILPDA;METRNL;BNIP3L;P4HA1;MXD1;CAST;DDIT3;RAC1;CPE;AHNAK2;VEGFA;BMP2;CD164;CTSD;TES;UNC5B;CDK2AP2;ELF3;RABAC1;CDKN1A;F11R;ALDOA;TMEM45B;SPAG9;TGFA;CDA;HBEGF;RNF186;KLK8;LAMC2;CD24;TIPARP;SLCO2A1;APLP2;TXNIP;MXI1;ZFAND5;ERRFI1;KLF3;LMO7;ATP6V0E1;TOB1;TMEM30A;CALR;SH3GLB1;GDE1;JUND;BNIP3;OSTF1;DUSP1;CREB3;GPA33;ARF6;ARL8B;ACTR2;PPP1R15A;ITGB1;C15ORF48;CTSE;ATP6V0C;SARAF;KRT7;PLEKHB2;SMIM14;RHOA;PSCA;FBXO32;RNF103;TRIP10;STX7;ZFAND2A;DAZAP2;GABARAP;IGFBP3;YPEL5;ARRDC3;PMEPA1;NDEL1;PMAIP1;TMEM50A;WBP2;MAPK6;CTSB;GPI;CITED2;SLC22A4;ITPK1;BAIAP2L1;CCNI;SAR1B;SWAP70;KLK6;CD82;PRDX5;IL22RA1;GADD45B;MGAT4B;MFGE8;S100A14;DUSP4;CAPZB;R3HDM4;TSC22D3;ARPC1A;FTL;DHRS3;KDELR3;BCL2L11;HCFC1R1;ASAP2;EIF1B;PRDM1;PRNP;YPEL3;CCNG2;CIR1;CREBRF;WEE1;FAM107B;SYF2;KIAA0232;ST3GAL1;AFF4;PTGES;IL1A;GNA13;S100A16;SPNS2;PDGFA;ENDOD1;RAPH1;SAT1;BASP1	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	FROZEN_REC_TOP50	0.951707986756037	3.4726890024245103	0.0	0.0	0.0	50/50	5.21%	FXYD3;NDRG1;KRT20;PLAUR;SDCBP2;ANKRD37;LDHA;CLDN3;TSPAN1;KLF4;CDHR5;FHL2;C4BPB;MUC13;BTG1;GSN;P4HA2;QSOX1;RHOC;BIRC3;HIF1A-AS3;SLC16A3;CEACAM1;GRHL1;ISG15;KRT80;CYP3A5;COL17A1;DUOX2;ARFGAP3;JUP;STBD1;DUOXA2;APOL6;RSAD2;ABCG1;IL32;ADM;PTPRH;MXD1;PNCK;APOL1;DDX60;DUSP5;MX2;EGLN3;ADGRF1;NDUFA4L2;ANGPTL4;OAS1	REC_up	anchor	primary_anchor	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_E2F_OGDEN_COPY	-0.542229494477156	-2.71101774217734	0.0	0.0	0.0	123/187	29.94%	HELLS;PRKDC;MRE11;TIPIN;RFC3;MMS22L;CIT;CTPS1;KIF4A;BUB1B;ILF3;PAICS;CENPE;DIAPH3;ATAD2;TRIP13;LMNB1;BRCA2;CSE1L;MCM7;ORC2;RAD50;ASF1B;SRSF2;CHEK1;GINS1;UBE2T;LBR;PRIM2;NUP107;TOP2A;MYC;CCP110;NASP;TACC3;NOP56;NUP205;POLD1;BRMS1L;CBX5;DEPDC1;NBN;LUC7L3;CHEK2;KIF22;CKS2;MCM4;EZH2;ORC6;KIF18B;NME1;RRM2;CDK1;DNMT1;MSH2;MCM6;TRA2B;GINS4;PSIP1;MCM3;NUP153;PLK4;NAP1L1;TMPO;GSPT1;BRCA1;SMC4;WDR90;CDKN3;HMMR;TP53;STMN1;AURKB;RAD51AP1;RACGAP1;DSCC1;MELK;KIF2C;DLGAP5;SHMT1;E2F8;MCM2;SRSF1;DCTPP1;SMC6;POLD2;LIG1;BIRC5;PA2G4;PTTG1;IPO7;TIMELESS;ING3;PDS5B;RPA2;CDC20;KPNA2;HMGB2;CDCA3;PPP1R8;CDC25B;HNRNPD;NCAPD2;MCM5;PRPS1;DUT;RANBP1;CDCA8;LYAR;MKI67;RBBP7;STAG1;MAD2L1;POLE;CDK4;PLK1;CDC25A;TBRG4;UNG;MLH1;UBE2S;PAN2;CCNB2	REC_down	published_signature	rival_program	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_E2F_TARGETS	-0.542229494477156	-2.71101774217734	0.0	0.0	0.0	123/187	29.94%	HELLS;PRKDC;MRE11;TIPIN;RFC3;MMS22L;CIT;CTPS1;KIF4A;BUB1B;ILF3;PAICS;CENPE;DIAPH3;ATAD2;TRIP13;LMNB1;BRCA2;CSE1L;MCM7;ORC2;RAD50;ASF1B;SRSF2;CHEK1;GINS1;UBE2T;LBR;PRIM2;NUP107;TOP2A;MYC;CCP110;NASP;TACC3;NOP56;NUP205;POLD1;BRMS1L;CBX5;DEPDC1;NBN;LUC7L3;CHEK2;KIF22;CKS2;MCM4;EZH2;ORC6;KIF18B;NME1;RRM2;CDK1;DNMT1;MSH2;MCM6;TRA2B;GINS4;PSIP1;MCM3;NUP153;PLK4;NAP1L1;TMPO;GSPT1;BRCA1;SMC4;WDR90;CDKN3;HMMR;TP53;STMN1;AURKB;RAD51AP1;RACGAP1;DSCC1;MELK;KIF2C;DLGAP5;SHMT1;E2F8;MCM2;SRSF1;DCTPP1;SMC6;POLD2;LIG1;BIRC5;PA2G4;PTTG1;IPO7;TIMELESS;ING3;PDS5B;RPA2;CDC20;KPNA2;HMGB2;CDCA3;PPP1R8;CDC25B;HNRNPD;NCAPD2;MCM5;PRPS1;DUT;RANBP1;CDCA8;LYAR;MKI67;RBBP7;STAG1;MAD2L1;POLE;CDK4;PLK1;CDC25A;TBRG4;UNG;MLH1;UBE2S;PAN2;CCNB2	REC_down	MSigDB_h.all	proliferation	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5733935136172387	2.4228985882122664	0.0	0.0	0.0	54/101	18.40%	PLAUR;QSOX1;PLOD2;SLC6A8;LAMA3;ECM1;IL32;CAPG;VEGFA;ENO2;TGM2;TIMP3;TNFRSF12A;TPM4;LAMC2;SDC4;TIMP1;MXRA5;CD59;LRP1;ITGA5;SERPINE2;DKK1;ITGB1;ITGA2;IGFBP3;PMEPA1;GPC1;RHOB;CXCL8;GADD45B;DST;FSTL3;CCN2;BMP1;ITGAV;PLOD1;THBS1;JUN;IGFBP2;PPIB;COPA;TNFAIP3;PLOD3;MYLK;SAT1;BASP1;FUCA1;LGALS1;SDC1;COL16A1;MMP14;CALU;TNFRSF11B	REC_up	MSigDB_h.all	plasticity_context	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_G2M_CHECKPOINT	-0.5078140043379474	-2.576986282309267	0.0	0.0	0.0	113/184	28.63%	MAP3K20;SLC12A2;UCK2;MNAT1;BUB1;SRSF10;E2F3;KIF4A;NUSAP1;SMARCC1;ILF3;DMD;KIF23;POLQ;FANCC;CENPE;NSD2;KIF20B;LMNB1;BRCA2;TNPO2;SRSF2;CHEK1;WRN;CENPF;KIF11;LBR;PRIM2;SFPQ;TOP2A;MYC;DKC1;NASP;TACC3;PRC1;TPX2;CDC7;KNL1;UBE2C;DBF4;KIF15;CDC45;TTK;KIF22;PRMT5;CKS2;TROAP;EZH2;ORC6;RBL1;CDK1;ORC5;MCM6;ABL1;TRA2B;ATRX;CUL5;FBXO5;MCM3;CUL4A;PLK4;MTF2;TMPO;HIRA;GSPT1;RASAL2;CHAF1A;CENPA;CCNF;SMC4;CDKN3;NDC80;HMMR;STMN1;SNRPD1;AURKB;STIL;RACGAP1;PBK;KIF2C;CDC27;MCM2;SRSF1;TLE3;RAD54L;BIRC5;PTTG1;FOXN3;MAPK14;PDS5B;RPA2;CDC20;KPNA2;G3BP1;CASP8AP2;INCENP;CDC25B;ODC1;HNRNPD;CCNA2;MCM5;MKI67;STAG1;HMGN2;MAD2L1;E2F1;POLE;CDK4;PLK1;CDC25A;NUP98;TFDP1;BUB3	REC_down	MSigDB_h.all	proliferation	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_GLYCOLYSIS	0.5525610158508648	2.4610082264493327	0.0	0.0	0.0	67/163	15.08%	DDIT4;LDHA;CLDN3;P4HA2;QSOX1;PLOD2;SLC16A3;PGK1;TFF3;ISG20;P4HA1;RBCK1;TPI1;HSPA5;VEGFA;ENO2;DSC2;ERO1A;B4GALT1;ELF3;ALDOA;CAPN5;HK2;ANG;PGAM1;TGFA;ENO1;VLDLR;EGLN3;MXI1;IL13RA1;PYGB;ANGPTL4;B3GNT3;FAM162A;GFPT1;STC2;PFKP;COPB2;CHPF;MIF;IGFBP3;SLC35A3;B4GALT4;TPBG;ARPP19;CITED2;SPAG4;GPC1;ZNF292;GLRX;AGRN;UGP2;PKM;HAX1;GALE;SOX9;KDELR3;PLOD1;GNE;PPP2CB;HDLBP;AK4;CXCR4;SRD5A3;PPFIA4;ME1	REC_up	MSigDB_h.all	metabolic_cooption	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_HYPOXIA	0.6960799330433178	3.094483231384989	0.0	0.0	0.0	90/154	15.70%	NDRG1;DDIT4;PLAUR;LDHA;SLC2A1;EFNA1;PLAC8;BHLHE40;BTG1;P4HA2;PGK1;ISG20;STBD1;SULT2B1;ZFP36;FOS;ADM;BNIP3L;P4HA1;TPI1;KDM3A;DDIT3;HSPA5;VEGFA;ANXA2;ENO2;TES;FOSL2;ERO1A;AKAP12;WSB1;CDKN1A;ALDOA;HK2;TGM2;ENO1;MYH9;VLDLR;NFIL3;TIPARP;SDC4;KLF6;MXI1;GBE1;PIM1;ERRFI1;ANGPTL4;DUSP1;IDS;FAM162A;STC2;PPP1R15A;ATF3;MAFF;LARGE1;GAPDH;PFKP;PDK1;ETS1;F3;MIF;XPNPEP1;IGFBP3;TPBG;ALDOC;GPI;CITED2;GPC1;ZNF292;AMPD3;GLRX;PRDX5;UGP2;KDELR3;CCN2;NOCT;S100A4;ILVBL;SCARB1;CCNG2;JMJD6;JUN;HDLBP;AK4;CXCR4;PPFIA4;NR3C1;TNFAIP3;KLF7;PNRC1	REC_up	MSigDB_h.all	generic_stress	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_TNFA_NFKB_OGDEN_COPY	0.6717589982418067	2.969053362794769	0.0	0.0	0.0	97/152	18.44%	PLAUR;KLF4;EFNA1;BHLHE40;BTG1;BIRC3;EIF1;LAMB3;ZFP36;FOS;TNIP1;MXD1;VEGFA;BMP2;IRF1;LITAF;FOSL2;MARCKS;B4GALT1;NFKBIA;F2RL1;CDKN1A;CEBPB;EHD1;HBEGF;CCL20;TAP1;DUSP5;NFIL3;TIPARP;TNFAIP2;SDC4;PHLDA2;KLF6;TUBB2A;JUNB;BCL3;ICAM1;SQSTM1;IL18;DUSP1;NAMPT;IFIT2;MAP2K3;IFNGR2;IER2;PPP1R15A;PDLIM5;ATF3;MAFF;BCL6;B4GALT5;EDN1;IFIH1;TNFAIP8;TRIP10;PLAU;F3;ZC3H12A;RELA;REL;PMEPA1;FOSL1;LDLR;SMAD3;RNF19B;CXCL11;RELB;CFLAR;SERPINB8;TRIB1;IL6ST;RHOB;MCL1;GADD45B;CXCL10;IER5;DUSP4;CLCF1;BTG3;TNIP2;RCAN1;FOSB;JUN;DDX58;IL1A;BIRC2;TNFAIP3;PNRC1;SAT1;CCNL1;PER1;CCND1;ATP2B1;LIF;NFKB2;TNFSF9	REC_up	published_signature	regulatory_context	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	NUSSE_REGENERATIVE	0.6789614563640106	2.66769566302692	0.0	0.0	0.0	41/66	16.79%	TRIB3;SLC16A3;ISG15;DUOXA2;ADM;APOL1;CAPN2;KCNK6;TAP1;GBP2;MX1;PHLDA2;ICAM1;SPATS2L;ZBP1;APOL2;DUSP1;OAS1;S100A6;CHAC1;RHOF;IRF7;UBD;SH3KBP1;OAS3;SERPINB5;IFI44;DUOXA1;OASL;LPCAT4;B3GALT5;HLA-DQB1;S100A14;PLK3;INF2;HSPA1B;AK4;STAT2;ATG9B;SLC7A11;MBOAT1	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_EPIHR	0.7126370125184944	2.8156327513888844	0.0	0.0	0.0	48/74	12.10%	SLC2A1;SEMA4B;EPS8L1;KRT80;MSLN;COL17A1;KLK10;GPRC5A;LAMB3;LAMA3;KRT19;MAPK3;TNFRSF21;SLC20A1;C19ORF33;EPHA2;MMP7;RHBDL2;SLC22A18;KLK8;LAMC2;DDR1;PNPLA2;C1ORF116;LMO7;SPINT1;SLC25A25;CAMK2N1;GJB3;PRSS22;WFDC3;PPL;RIPK4;CTSE;SFTA2;TACSTD2;SLPI;SERPINB5;PSORS1C1;VSIG2;ITGA3;KLK7;ANXA3;KLK6;SCEL;KRT17;HIST2H2BE;KLK11	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_HYPOXIA_MP6	0.8578686303724534	3.11440453881222	0.0	0.0	0.0	38/48	8.78%	NDRG1;DDIT4;ANKRD37;LDHA;SLC2A1;PLOD2;LGALS3;SLC16A3;PGK1;C4ORF3;HILPDA;ADM;BNIP3L;P4HA1;DDIT3;VEGFA;ENO2;ERO1A;AKAP12;WSB1;S100A10;ALDOA;HK2;ENO1;SLC3A2;EGLN3;GBE1;ERRFI1;NDUFA4L2;BNIP3;ANGPTL4;DNAJB9;FAM162A;CA9;PFKP;PDK1;IGFBP3;GPI	REC_up	published_signature	rival_program	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_HYPOXIA_MARKERS	0.892309842715943	2.9999675701420156	0.0	0.0	0.0	27/33	7.30%	FXYD3;NDRG1;CKB;DDIT4;ANKRD37;FABP1;SLC2A1;FHL2;EFNA1;BHLHE40;PLOD2;PGK1;TFF3;HKDC1;NEAT1;P4HA1;KDM3A;VEGFA;SMIM2-AS1;ERO1A;WSB1;PTPRR;EGLN3;FAM13A;ERRFI1;PDK1;PPARG	REC_up	source_state_marker	rival_state	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_IREC_MARKERS	0.6472817382737889	2.1915596171589833	0.0	0.0	0.0	20/33	15.19%	ISG15;RIOK3;EMP1;EZR;LAMA3;KRT19;ANXA2;ANXA1;LAMC2;S100A6;MYO1E;ATF3;HDAC9;SERPINB5;PMEPA1;IFI6;LMNA;IFI44L;FOSB;LY6E	REC_up	source_state_marker	rival_state	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_REC_MARKERS	0.8938739319414545	3.0048914502582456	0.0	0.0	0.0	28/33	4.81%	NDRG1;PLAUR;SDCBP2;ANKRD37;SLC2A1;TSPAN1;FHL2;MUC13;PLAC8;ATP1B1;HIF1A-AS3;CEACAM1;CYP3A5;COL17A1;DUOX2;HKDC1;FER1L6;MXD1;BCAS1;CD55;ERO1A;PAG1;IL1RAP;PTPRR;EGLN3;LAMC2;FAM13A;USP53	REC_up	source_state_marker	state_identity	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	PUBLISHED_FETAL	0.4983000262371441	2.267491834210212	0.0	0.0	0.0	85/182	22.96%	PLAUR;CXCL16;AHNAK;GSN;EPS8L1;MSLN;EMP1;LAMA3;ECM1;HSPB1;TINAGL1;ANXA1;CD55;GCNT3;ITGB4;TIMP2;PPIC;CLIC3;CAPN5;CAPN2;SORL1;PDZK1IP1;LAMC2;PHLDA2;ICAM1;GJB3;S100A11;PRSS22;PHLDA3;S100A6;PPL;KRT7;ARL1;TNFAIP8;PSCA;TACSTD2;SH3KBP1;RAB11FIP5;SERPINB5;PMEPA1;FOSL1;RAB27B;ANXA3;GPC1;SCEL;LMNA;GADD45B;FKBP9;KRT18;S100A14;AVPI1;TBC1D2;S100A4;CLCF1;AK1;SLCO4A1;AKAP13;INF2;RHOD;IL1RN;RDH10;S100A16;ENDOD1;BASP1;DAPK1;VAMP5;MBOAT1;CCND1;CNN2;PRKAR1A;PLCD3;PMM1;CGNL1;VNN1;TMEM43;SH3BGRL2;CRYAB;SERPINH1;CLU;WWC2;EMP2;EPHA4;HSPA1A;AP1S3;PLK2	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	PUBLISHED_PEMT	0.687392005524868	2.5786279567782766	0.0	0.0	0.0	37/51	19.42%	PLAUR;QSOX1;PLOD2;SLC6A8;LAMA3;ECM1;IL32;CAPG;VEGFA;ENO2;TGM2;TNFRSF12A;TPM4;LAMC2;SDC4;CD59;LRP1;DKK1;ITGB1;ITGA2;RHOB;CXCL8;GADD45B;DST;TMEM158;PLOD1;JUN;IGFBP2;PPIB;COPA;PLOD3;SAT1;FUCA1;SDC1;CALU;TNFRSF11B;IL15	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	PUBLISHED_YAP	0.6312770801492119	2.5744995495666667	0.0	0.0	0.0	48/86	18.61%	PLAUR;CXCL16;AHNAK;LGALS3;NBL1;MSLN;GPRC5A;EMP1;LAMA3;TM4SF1;ANXA1;CLIC3;EPHA2;MYOF;CAPN2;LHFPL2;GJB4;LAMC2;GJB3;S100A11;S100A6;RHOF;SGK2;KRT7;PSCA;PLAU;F3;PDLIM2;SERPINB5;FOSL1;ANXA3;UNC13D;S100A14;SLC35E4;S100A4;HSPA1B;RHOD;IL1RN;ITGB6;S100A16;SLC7A11;MDFI;MBOAT1;ZNF185;TRPM6;ADAM8;LAMA5;VNN1	REC_up	published_signature	regenerative_interpretation	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.4980801056599526	2.0804144228055486	0.0	3.627288819244944e-05	0.0005	38/104	16.18%	DDIT4;HERPUD1;HSPA5;VEGFA;ERO1A;YWHAZ;CEBPB;CEBPG;SRPRA;TUBB2A;IFIT1;EDEM1;CALR;CHAC1;DNAJB9;PDIA6;DNAJC3;STC2;ATF4;HSP90B1;ATF3;EIF2AK3;ERN1;SSR1;SERP1;XBP1;SEC31A;HYOU1;EIF4A2;ATP6V0D1;KDELR3;SHC1;SPCS3;EIF4A3;NABP1;DNAJA4;BAG3;XPOT	REC_up	MSigDB_h.all	generic_stress	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	PAN_EPITHELIAL_7	0.8872525350072429	1.957662517353714	0.0	0.00013745515525559788	0.002	7/7	11.32%	CDH1;KRT19;EPCAM;MUC1;KRT8;TACSTD2;KRT18	REC_up	composition_control	composition_control	Operational composition surrogate; not a tumour-purity estimator
Stem NOTUM	targeted_predeclared	12433	2000	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.5260649671098618	1.6719873142776671	0.011955593509820665	0.006104727082789241	0.0865	14/25	22.86%	P4HA2;PLOD2;COL17A1;P4HA1;P4HB;P3H2;BMP1;PLOD1;PPIB;PLOD3;COL16A1;COL22A1;SERPINH1;COLGALT1	REC_up	MSigDB_c2.cp.reactome	pengwinkler_axis	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	PENGWINKLER_PALMITATE_UP_TOP100	0.3787195326631909	1.4863774374057976	0.016706443914081145	0.032583417279160296	0.3905	18/69	10.71%	LDHA;SLC16A3;EPB41L1;HSPB1;CPE;FOSL2;UNC5B;MAL2;MTUS1;LRATD1;ANGPTL4;ID1;ARHGAP27;DSTN;SLC30A4;PGRMC1;PTPRB;RHOB	REC_up	PengWinkler_perturbation	pengwinkler_axis	Peng-Winkler et al., Nature 2026; DOI 10.1038/s41586-026-10686-2
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.405973249223286	-1.4486380653674993	0.04059040590405904	0.05348917549516352	0.3375	7/30	8.37%	NKD1;LEF1;AXIN2;NOTCH1;PTCH1;SKP2;MYC	REC_down	MSigDB_h.all	metabolic_cooption	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	GOBP_TISSUE_REGENERATION	0.371820225584744	1.3566201434658791	0.07054963084495489	0.08155722347757957	0.727	11/46	11.85%	ANXA1;MDK;CDKN1A;IFRD1;KLF5;LARGE1;KLK6;CFLAR;CD9;EPPK1;PPARD	REC_up	MSigDB_c5.go.bp	regenerative_interpretation	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_FATTY_ACID_METABOLISM	0.3111981262075975	1.358036694701596	0.041758241758241756	0.0842256463828676	0.724	56/129	30.14%	LDHA;FABP1;ENO2;S100A10;ALDOA;GPD2;SERINC1;RETSAT;MIF;HPGD;GABARAPL1;ACOX1;MGLL;OSTC;ETFDH;ME1;HSP90AA1;UGDH;LGALS1;CPOX;TP53INP2;HSPH1;ACAT2;UBE2L6;VNN1;PDHB;ACO2;GLUL;IDI1;YWHAH;SDHA;SMS;ADIPOR2;PSME1;ACADVL;PRDX6;ECI1;IDH3G;HMGCS1;DLST;HSD17B11;CBR3;HCCS;ACSL1;SLC22A5;DLD;ACAA1;PDHA1;ERP29;HMGCL;SDHD;ECH1;NTHL1;NCAPH2;NSDHL;ALAD	REC_up	MSigDB_h.all	metabolic_cooption	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_COLONOCYTE_MARKERS	0.3769706710979806	1.271931986671969	0.143317230273752	0.1383901366762427	0.902	7/33	7.62%	SLC26A3;THRB;NXPE1;SLC26A2;NXPE4;SEMA5A;NEGR1	REC_up	source_state_marker	rival_state	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_UPR_MARKERS	0.3729840546995217	1.2428344855970581	0.17474048442906576	0.1591799425437451	0.934	14/33	17.20%	FOS;HSPB1;TMPRSS2;ELF3;RAB11FIP1;PPP1R15A;HIST1H2AC;MUC12;NPSR1;HSPA1B;JUN;HSP90AA1;DNAJB1;HSPH1	REC_up	source_state_marker	rival_state	Ogden et al., Cell Genomics 2025; PMID 40393458
Stem NOTUM	targeted_predeclared	12433	2000	HALLMARK_MYC_TARGETS_V1	-0.24139800450876253	-1.2050596894095904	0.07557117750439367	0.163519115614924	0.8485	82/184	32.33%	CAD;SRPK1;SRSF7;CTPS1;SMARCC1;APEX1;MCM7;PSMA1;SRM;ORC2;EXOSC7;SRSF2;ABCE1;MYC;NOP16;NOP56;CDC45;MCM4;CSTF2;NME1;MCM6;TRA2B;CLNS1A;RUVBL2;SF3B3;HPRT1;RFC4;NAP1L1;HNRNPR;CCT2;DDX21;GSPT1;UBE2E1;IMPDH2;SNRPD1;GNL3;PSMD14;CCT3;HNRNPA2B1;MCM2;SRSF1;SNRPA;NCBP1;HNRNPA1;PRDX3;UBA2;TOMM70;POLD2;TYMS;PA2G4;CDC20;NHP2;KPNA2;G3BP1;ODC1;HNRNPD;EIF3B;CCNA2;MCM5;DUT;RANBP1;PWP1;MAD2L1;LSM2;CDK4;TFDP1;PRPS2;BUB3;FBL;CBX3;HDAC2;LSM7;C1QBP;PABPC4;HDDC2;TXNL4A;CCT4;RRP9;SRSF3;SERBP1;TRIM28;NPM1	REC_down	MSigDB_h.all	metabolic_cooption	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	0.6119052681525269	1.2196518216532084	0.24854368932038834	0.1764620206119292	0.9565	4/5	33.74%	B4GALT1;LRG1;FZD7;CLDN1	REC_up	MSigDB_c5.go.bp	repair_interpretation	Molecular Signatures Database
Stem NOTUM	targeted_predeclared	12433	2000	OGDEN_STATE_TA1_MARKERS	-0.3406956514252996	-1.2114961926815095	0.18961038961038962	0.18912943344081068	0.841	12/32	19.30%	BRIP1;NOX1;DIAPH3;ATAD2;REG1A;TOP2A;PDE3A;CNTNAP2;RRM2;LSAMP;ACSS3;FREM1	REC_down	source_state_marker	rival_state	Ogden et al., Cell Genomics 2025; PMID 40393458
