rival_set_id	family	role	source	source_version	citation	retrieval_date	n_genes	gene_sha256	dataset	endpoint	n_units	n_rival_genes_defined	n_rival_genes_measured	n_rec_rival_overlap	n_rec_genes_retained	n_rec_genes_retained_measured	rec_rival_score_correlation	unadjusted_rec_effect	adjusted_rec_effect	adjusted_bootstrap_ci_lower	adjusted_bootstrap_ci_upper	adjusted_bootstrap_seed	adjusted_effect_retention	deoverlap_unadjusted_rec_effect	deoverlap_unadjusted_effect_retention	deoverlap_adjusted_rec_effect	deoverlap_adjusted_bootstrap_ci_lower	deoverlap_adjusted_bootstrap_ci_upper	deoverlap_adjusted_bootstrap_seed	deoverlap_adjusted_effect_retention	rival_endpoint_effect	rival_endpoint_exact_p_two_sided	n_exact_assignments	rival_endpoint_fdr_bh	adjusted_inference
"HEPATOCYTE_CONTEXT_6"	"composition_control"	"composition_control"	"Conservative hepatocyte-context marker panel previously used in the audited project"	"project implementation before Phase 2 hepatocyte-context sensitivity"	"Operational liver-context surrogate; cannot distinguish hepatocyte contamination from tumour-cell mimicry"	2026-09-01	6	"d66eaa40899675aaacd1d9c1467bf6ad277d3c4c97f9f243bb46916cf7485ec5"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	6	6	0	50	48	0.456711592720078	0.505162955238302	0.497919065368576	0.268577912580673	1.20314689751994	651720	0.985660290813865	0.505162955238302	1	0.497919065368576	0.276631601426087	1.19738227144332	668740	0.985660290813865	1.13115688124627	0.0233766233766234	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PAN_EPITHELIAL_7"	"composition_control"	"composition_control"	"Conservative pan-epithelial marker panel used in the audited project"	"project freeze 2026-08-24"	"Operational composition surrogate; not a tumour-purity estimator"	2026-09-01	7	"edcf0e71c77001993f78a8587d558ac0064bc7a2531008e4281c79f108c09a3d"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	7	7	0	50	48	0.360178981869155	0.505162955238302	0.477240597915604	0.249059813728768	0.736950334308759	597704	0.94472603932423	0.505162955238302	1	0.477240597915604	0.248066421391599	0.749046610788185	614284	0.94472603932423	0.297448482948401	0.257542457542458	5005	0.328588652726584	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_HYPOXIA"	"MSigDB_h.all"	"generic_stress"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"5c03f2b832d21088e242e2df9aca773be63c1cf0310831b84749e0d022232ab5"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	190	8	42	40	0.791526677533242	0.505162955238302	0.275174624561456	0.0403963438166545	0.476680190015755	600935	0.5447244729805	0.482163209981204	0.95447064156506	0.311647787399867	-0.00505160501926367	0.604175751224962	617515	0.616925259796321	0.358167818890668	0.00899100899100899	5005	0.0386058386058386	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	"MSigDB_h.all"	"generic_stress"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	113	"28a14fff358df21aea255d5cf4bab00bb895575d86fc20cffe9f4c411b18cd05"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	113	104	0	50	48	-0.0347043421850721	0.505162955238302	0.508761312935071	0.281852673972367	0.747310017759864	834044	1.00712316225775	0.505162955238302	1	0.508761312935071	0.273028870375746	0.748792194841606	852604	1.00712316225775	0.0272414509020823	0.811188811188811	5005	0.882764294529	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_FATTY_ACID_METABOLISM"	"MSigDB_h.all"	"metabolic_cooption"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	158	"d61a2be8ef4a6e1f220765bd507c8c465ec968faf65d190d05566e727a3bc72e"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	158	154	1	49	47	0.0618692936719359	0.505162955238302	0.532693480855134	0.295152422363313	0.748776270570252	775251	1.0544983065986	0.506486559713928	1.00262015348097	0.54182406356945	0.301051915059105	0.75502705058978	793371	1.07257283605417	0.160392975936209	0.328871128871129	5005	0.392523605426831	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_GLYCOLYSIS"	"MSigDB_h.all"	"metabolic_cooption"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"c0b90a28afee230795c557fc44d35b1398786cccd36356c88da22517e4ebe8fb"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	196	7	43	41	0.546890030883923	0.505162955238302	0.443990779356295	0.204004268683522	0.749407342672099	638858	0.87890605348694	0.512096493283942	1.0137253493625	0.494456681504803	0.265264633029326	0.745254485339045	655768	0.97880629681476	0.186022305425787	0.0227772227772228	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_MYC_TARGETS_V1"	"MSigDB_h.all"	"metabolic_cooption"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"50cd9ea3002d1be2e35652dd92850be95434361a27c330ef0e523f5f792de179"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	191	1	49	47	-0.44260369429112	0.505162955238302	0.458056893840823	0.255137592860731	0.660380922103118	688923	0.906750760504089	0.506486559713928	1.00262015348097	0.448773262025723	0.24347962886964	0.640295878417728	706273	0.888373261285602	-0.299281790226472	0.308291708291708	5005	0.38022644022644	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	"MSigDB_h.all"	"metabolic_cooption"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	42	"dc952bd5bed0777a5c15a690cbae4f4e254b1179710f3f01ed8d3f1e1c23196b"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	42	42	0	50	48	-0.0315708477010661	0.505162955238302	0.505174140258019	0.253911614831372	0.729839704494246	843232	1.00002214140922	0.505162955238302	1	0.505174140258019	0.261946797575417	0.724943538987436	861902	1.00002214140922	0.000398169785948746	0.998201798201798	5005	0.998201798201798	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_PROLINE_BIOSYNTHETIC_PROCESS"	"MSigDB_c5.go.bp"	"pengwinkler_axis"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	6	"284e2d2920c326589b9722bb337df947051d073945d795885d70bc22d9c4fe27"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	6	5	0	50	48	0.00489435749769069	0.505162955238302	0.510562796943261	0.296573336914362	0.723965441237993	822882	1.01068930658704	0.505162955238302	1	0.510562796943261	0.306948436737457	0.730209907714853	841332	1.01068930658704	-0.106706841792759	0.722677322677323	5005	0.810274573910938	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_PROLINE_METABOLIC_PROCESS"	"MSigDB_c5.go.bp"	"pengwinkler_axis"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	10	"9dee3071709d811c6760cac7e5d6c59c84c85be73ea4af02963b0ab71e26cc34"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	10	9	0	50	48	0.307126752723122	0.505162955238302	0.489967542186927	0.253802253476709	0.793257369079858	778986	0.969919779560623	0.505162955238302	1	0.489967542186927	0.256592645486031	0.791987439293679	797106	0.969919779560623	0.285333794631956	0.234565434565435	5005	0.309961467104324	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PENGWINKLER_CAUSAL_AXIS_5"	"PengWinkler_causal_axis"	"pengwinkler_axis"	"Perturbed or measured MYC-proline-collagen axis"	"Nature 2026"	"Peng-Winkler et al., Nature 2026; DOI 10.1038/s41586-026-10686-2"	2026-09-01	5	"42e56868b4fa550bc1f63d17f72422ec844056ca8bc41127f4a97b89d483fe25"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	5	5	0	50	48	0.0898697243267488	0.505162955238302	0.503445364725683	0.286742027974649	0.733295146891438	713380	0.996599927815751	0.505162955238302	1	0.503445364725683	0.271000256030765	0.735088981525527	730950	0.996599927815751	0.0612979619287156	0.859340659340659	5005	0.908445839874411	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PENGWINKLER_PALMITATE_UP_TOP100"	"PengWinkler_perturbation"	"pengwinkler_axis"	"GSE292820 CMT93 palmitate-versus-BSA RNA-seq"	"source-author DE results; top 100 positive RM among q<0.05"	"Peng-Winkler et al., Nature 2026; DOI 10.1038/s41586-026-10686-2"	2026-09-01	100	"0a7c06c57c451327f2fb6d7daf544d83f9e0bf2de65e3e1a22e16742adefca43"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	100	89	3	47	45	0.444637198741832	0.505162955238302	0.498782802225655	0.259560318885378	0.816231311893068	785675	0.987370109097495	0.491315847167537	0.972588829154678	0.489971760392213	0.26430335486819	0.808712714661248	803905	0.969928129747909	0.253282106290972	0.027972027972028	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"MSigDB_c2.cp.reactome"	"pengwinkler_axis"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	67	"f6134f8dc4c99dd4b3a321b1bc428656e0e5020d8605f351a1d05a3f06a9c7ee"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	67	61	2	48	46	0.478060355140188	0.505162955238302	0.448402131716769	0.159311720498815	0.638080137547687	1090679	0.887638586850145	0.486605896643425	0.963265203035083	0.431080703905779	0.114913873890424	0.608371158141663	1111219	0.853349794231099	0.406109877039478	0.156243756243756	5005	0.237985091831246	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"MSigDB_h.all"	"plasticity_context"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"ce2782c435c8b89c2a7f68a8603515f1cd474eebcfc38e092c3826a99e4dac2f"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	194	3	47	45	0.608468202343916	0.505162955238302	0.403573793167681	0.133381356325692	0.629754112721937	939366	0.798898234684097	0.496134099245264	0.982126844616351	0.4066705002475	0.110238258645138	0.62566849381849	958806	0.805028349823593	0.583053195843928	0.0275724275724276	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_E2F_TARGETS"	"MSigDB_h.all"	"proliferation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"564b78438ff87fdfb0fd79653cc41163db2dab0829de7926f93204f7d8518967"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	194	0	50	48	-0.562823768451805	0.505162955238302	0.423420473373061	0.214769893735949	0.633560457398835	646041	0.838185914035046	0.505162955238302	1	0.423420473373061	0.20842298147644	0.632192395982087	663061	0.838185914035046	-0.363212758839771	0.167232767232767	5005	0.237985091831246	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_G2M_CHECKPOINT"	"MSigDB_h.all"	"proliferation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	200	"3f510640faed8d39a63cc77999f6c4334d42ad2dce07313215a647389b779260"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	188	0	50	48	-0.476815027575101	0.505162955238302	0.448536058794942	0.197861416200253	0.667300192623239	681538	0.887903703436356	0.505162955238302	1	0.448536058794942	0.195406762391522	0.664879338076735	698888	0.887903703436356	-0.26421561259362	0.215584415584416	5005	0.295430495430495	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"CANELLAS_CORE_HRC"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	100	"09a60095ec3b35903268020e6296f9851aa2f29517c63a29a0065f80728226b4"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	100	97	13	37	35	0.766748356173962	0.505162955238302	0.298308529687398	0.0979576398413012	0.521334770647199	610807	0.590519408824576	0.483685799360421	0.957484697452232	0.337359625384699	0.0561666698303201	0.602405068456258	627497	0.667823366473013	0.511916907470331	0.00939060939060939	5005	0.0386058386058386	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"CANELLAS_HRC_KRT20_NEG"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	291	"eb37dd1bf19020caf9fbb7a0566c6f1f84039292243759604b51621475cb2290"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	291	280	13	37	35	0.797398834042733	0.505162955238302	0.255775576213615	0.0747115336371249	0.521255021277715	668636	0.506322907413029	0.526183522905631	1.04161145913285	0.403696535276491	0.186820690789364	0.661373047223159	685876	0.799141209960762	0.256143424106194	0.0051948051948052	5005	0.0384415584415584	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"CANELLAS_HRC_KRT20_POS"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	299	"449dbd54d6a96fd9f7b94c2c6b8ff5cd816bb9dfd31b509e5b4b253371e5bdc2"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	299	285	9	41	39	0.870411372953438	0.505162955238302	0.145826231769928	-0.0898233910714206	0.338897637939259	671886	0.288671665762065	0.536475415516825	1.06198487033506	0.232932084471667	-0.126493547851081	0.524904552718801	689126	0.461102862069102	0.305396019506252	0.0013986013986014	5005	0.0172494172494173	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_LIVER_REGENERATION"	"MSigDB_c5.go.bp"	"regenerative_interpretation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	27	"5cc089aa0833fc524dccb1536b6c9337d94f6a9ed5f6bf1df7e3c3f4989d1671"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	27	26	0	50	48	0.470562594691771	0.505162955238302	0.471267856216143	0.182289332714929	0.695375682653283	687653	0.932902643254651	0.505162955238302	1	0.471267856216143	0.194383169719584	0.683790619182058	705003	0.932902643254651	0.221859921086426	0.040959040959041	5005	0.0841935841935842	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_TISSUE_REGENERATION"	"MSigDB_c5.go.bp"	"regenerative_interpretation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	84	"6333702ae2862bc31c64d173f859373513a08206a9d5f7f3a02ae0f8495c201a"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	84	72	0	50	48	0.458793871829472	0.505162955238302	0.453940071360022	0.137431794331132	0.670576298243651	702013	0.898601266488125	0.505162955238302	1	0.453940071360022	0.134690926411629	0.668070436524432	719473	0.898601266488125	0.126136009771917	0.163436563436563	5005	0.237985091831246	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"NUSSE_REGENERATIVE"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	110	"ed68028e53c31b39e4f89b0197aabf16aa2615161ba93ef78d05deaa8a7d7ddb"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	110	107	6	44	42	0.578240807817568	0.505162955238302	0.415695653726081	0.127783377964212	0.639138115920179	625797	0.822894175860508	0.499691370681001	0.989168674186096	0.447348463789639	0.154341468206572	0.68303654099897	642597	0.885552788760232	0.339535370545635	0.0583416583416584	5005	0.102792445649588	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"OGDEN_EPIHR"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	99	"21c28c4b9371fba140b1c5e1c3ce222c86001340cab838a61a8546cf0a2afca4"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	99	98	2	48	46	0.518055839202542	0.505162955238302	0.442976000220355	0.227729492979426	0.753782355654891	540340	0.876897238063288	0.496644917553125	0.983138039721937	0.457728310494377	0.239032379134872	0.798391270012449	556370	0.906100310301755	0.404670765814959	0.0573426573426573	5005	0.102792445649588	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PUBLISHED_FETAL"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	247	"cbab05774712b0fb07b7fb6e6ab8b0810fc76ac48a9d1539f905b87ea1263cd3"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	247	241	2	48	46	0.686101303072668	0.505162955238302	0.359405006687704	0.0759492474420334	0.590814431766122	586092	0.711463504916273	0.487189295238601	0.964420075119676	0.362191096033173	0.080047515205986	0.606922233360569	602562	0.716978733847013	0.356738780720087	0.0047952047952048	5005	0.0384415584415584	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PUBLISHED_PEMT"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	71	"3a9c2155658288d534e7e75fe6718b05c1af49e660bceebbe4f7d5a300e2df04"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	71	69	3	47	45	0.779467748221539	0.505162955238302	0.251660991824615	-0.235305327347078	0.569882352927322	577028	0.498177843832389	0.496134099245264	0.982126844616351	0.288762264302532	-0.22272882723424	0.620814289790642	593388	0.571622010894115	0.505319505250955	0.000599400599400599	5005	0.0110889110889111	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"PUBLISHED_YAP"	"published_signature"	"regenerative_interpretation"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	133	"a29ac93b12fa2db050dfdc0a179567995560376653a0b1dd62a9b25cbddff091"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	133	128	1	49	47	0.629161178985008	0.505162955238302	0.402418080778264	0.186996515547847	0.683870038524862	565225	0.796610433535115	0.491336126853721	0.972628973995019	0.394277232531826	0.183709653503256	0.687569800443838	581475	0.780495142098914	0.462527633634566	0.00779220779220779	5005	0.0386058386058386	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_TNFA_NFKB_OGDEN_COPY"	"published_signature"	"regulatory_context"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	200	"5aa58ea23d4046b200ce0b74927cdcf434d8a79f4a28b3fd8ee7501bf66e0e74"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	197	6	44	42	0.775356718378421	0.505162955238302	0.296872832947393	0.0864182315896409	0.52852149399556	765509	0.587677362064976	0.486571685253642	0.963197479562036	0.291595760243684	0.0777976700203461	0.551493414807591	783519	0.577231083989777	0.42300039825118	0.00879120879120879	5005	0.0386058386058386	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING"	"MSigDB_c5.go.bp"	"repair_interpretation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	10	"8537db5cd209641bf4dfaaf10f849de1aec1b259e576d789f84982cc87f1db56"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	10	8	0	50	48	0.732350111761874	0.505162955238302	0.336805156452739	0.13265278296578	0.517177760381076	1595984	0.666725762370791	0.505162955238302	1	0.336805156452739	0.135007665853776	0.510769054891773	1619934	0.666725762370791	0.454343939167998	0.0303696303696304	5005	0.0660986072750779	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS"	"MSigDB_c5.go.bp"	"repair_interpretation"	"MSigDB"	"2025.1.Hs"	"Molecular Signatures Database"	2026-09-01	27	"212c17689386b85ce53a3830bbb7459d93438caaceb3cdbd1e4cf559bea936d8"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	27	24	0	50	48	0.567421830229602	0.505162955238302	0.430673523718226	0.179346541165518	0.641161485852319	1012213	0.852543756925056	0.505162955238302	1	0.430673523718226	0.164591066291668	0.636749699355881	1032203	0.852543756925056	0.527935565169009	0.0201798201798202	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"HALLMARK_E2F_OGDEN_COPY"	"published_signature"	"rival_program"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	200	"564b78438ff87fdfb0fd79653cc41163db2dab0829de7926f93204f7d8518967"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	200	194	0	50	48	-0.562823768451805	0.505162955238302	0.423420473373061	0.209356541799087	0.628627334674337	684497	0.838185914035046	0.505162955238302	1	0.423420473373061	0.204816468445694	0.625972944788448	701847	0.838185914035046	-0.363212758839771	0.167232767232767	5005	0.237985091831246	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"OGDEN_HYPOXIA_MP6"	"published_signature"	"rival_program"	"Ogden supplementary signature compendium"	"Cell Genomics 2025 supplementary table mmc3"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	50	"60b23fea9c517fdb4731b2f3ea4c7fe746474c03b36d7f6f333b7886acc0672b"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	50	48	8	42	40	0.690920533615572	0.505162955238302	0.35734926613645	-0.20487526015264	0.559218368543088	613618	0.70739404469569	0.505305509746993	1.00028219509608	0.483348277637902	-0.177827649451344	0.704707813021896	630308	0.956816553204877	0.481499025298412	0.0273726273726274	5005	0.0646853146853147	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"OGDEN_STATE_COLONOCYTE_MARKERS"	"source_state_marker"	"rival_state"	"Ogden source-author epithelial-state markers"	"equal-size 33-gene project extraction 2026-08-24"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	33	"0344b9bce8a7e42c72adcea135d8af640f55c2ec089e6b13a207b6e364941cea"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	33	29	0	50	48	0.297039063262625	0.505162955238302	0.547794491277255	0.339665364191339	0.870532397017155	781487	1.08439165144016	0.505162955238302	1	0.547794491277255	0.331818563648941	0.850929894135779	799607	1.08439165144016	0.338713319424729	0.0497502497502498	5005	0.0968820653031179	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
"OGDEN_STATE_HYPOXIA_MARKERS"	"source_state_marker"	"rival_state"	"Ogden source-author epithelial-state markers"	"equal-size 33-gene project extraction 2026-08-24"	"Ogden et al., Cell Genomics 2025; PMID 40393458"	2026-09-01	33	"eea02888279b34d240d422a52ccc48b2aa7de21679f487ac612a0ad6bc0b70e4"	"GSE151165 HGP-labelled bulk tumour"	"rHGP_minus_dHGP"	15	33	29	5	45	43	0.470426624414378	0.505162955238302	0.461655371069733	0.227899165469426	0.72932696909905	743477	0.913874159382797	0.522073953183616	1.03347632238262	0.539441132625675	0.279546838542766	0.838460650967173	761267	1.06785568306608	0.39733675896146	0.0669330669330669	5005	0.112569248932885	"Patient bootstrap confidence intervals; adjusted label-exchange P values withdrawn"
