k	state	metric	value_type	test	hgp	n_ehgp	n_rhgp	effect	bootstrap_ci_lower	bootstrap_ci_upper	exact_p_two_sided	n_exact_assignments	fdr_bh_across_metrics_within_state	fdr_bh_across_states_within_metric
10	NCγ	homotypic_neighbour_slot_fraction	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.17898788438816554	-0.25166200134172284	-0.10160666642679994	0.0003108003108003108	6435	0.0009324009324009324	0.0012432012432012432
10	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.10070801569478924	0.06326912940940492	0.13778110808516336	0.015625	128	0.03125	0.020833333333333332
10	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.006898015136832055	0.00011988495753744652	0.015016895769303457	0.2109375	256	0.28125	0.28125
10	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.09381000055795718	-0.13202250828762674	-0.055477198283777604	0.0001554001554001554	6435	0.0006216006216006216	0.0006216006216006216
20	NC1	dhc_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.08405130900666333	-0.0002757603849239405	0.1588670923310185	0.07412587412587412	6435	0.14825174825174825	0.09883449883449884
20	NC1	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.010704139681848907	0.001482561808068476	0.02057924810657012	0.125	128	0.25	0.5
20	NC1	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	-0.005352916398775386	-0.029601549866204085	0.01634545736062587	0.6875	256	0.734375	1.0
20	NC1	dhc_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.016057056080624292	-0.04145025268027678	0.0072167864833840205	0.28873348873348875	6435	0.384977984977985	0.5774669774669775
20	NC1	hc1_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.00041613176253712733	-0.021480482197818174	0.019340308907123134	0.9732711732711733	6435	0.9732711732711733	0.9732711732711733
20	NC1	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		-0.0004495414189428468	-0.012452649805615012	0.010846540913399079	0.875	128	0.875	1.0
20	NC1	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.0037143427120300346	-0.004220854700122333	0.014905342807428628	0.734375	256	0.734375	0.734375
20	NC1	hc1_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.0041638841309728815	-0.010087604322357283	0.019471408235970704	0.6346542346542347	6435	0.6346542346542347	0.8677544677544677
20	NC1	homotypic_any_neighbour	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.1970574141474909	-0.487396286695618	0.13044618611971767	0.24832944832944834	6435	0.3311059311059311	0.24832944832944834
20	NC1	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.007665784271446513	-0.0012275980001312328	0.02233958299486617	0.5	128	0.6666666666666666	0.5
20	NC1	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.037950941216459	0.009411516677495704	0.07352887950578774	0.0546875	256	0.109375	0.07291666666666667
20	NC1	homotypic_any_neighbour	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.030285156945012486	-0.0024662116977290332	0.06777263185923772	0.15415695415695416	6435	0.3083139083139083	0.3083139083139083
20	NC1	homotypic_neighbour_slot_fraction	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.33360796372513923	-0.5125749755061131	-0.13095814746065848	0.012121212121212121	6435	0.048484848484848485	0.01616161616161616
20	NC1	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.04633655186602977	0.017920208525917834	0.08007358024946247	0.015625	128	0.0625	0.015625
20	NC1	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.013189348054788615	0.00690309865969512	0.020835881899624906	0.0078125	256	0.03125	0.015625
20	NC1	homotypic_neighbour_slot_fraction	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.03314720381124116	-0.0681486938508511	-0.003677398485205095	0.04351204351204351	6435	0.17404817404817405	0.05801605801605802
20	NC2	dhc_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.3001405585312384	0.1982844393037312	0.40011227260722926	0.0006216006216006216	6435	0.0024864024864024864	0.0012432012432012432
20	NC2	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.0025473990359321766	-0.0020739727002049417	0.009434251822135805	0.6875	128	0.9166666666666666	0.6875
20	NC2	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.0005404509435751187	-0.02014674341682223	0.02212053939646683	1.0	256	1.0	1.0
20	NC2	dhc_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.002006948092357058	-0.024485944812185252	0.02103432738715379	0.8744366744366744	6435	0.8744366744366744	0.8744366744366744
20	NC2	hc1_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.012287288574278483	-0.06668469803835084	0.020447421180436298	0.9538461538461539	6435	0.9538461538461539	0.9732711732711733
20	NC2	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.02009913205878372	-0.0010542754475042022	0.06167877366027176	0.9375	128	0.9375	1.0
20	NC2	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.0029013373713285876	-0.0008056202149408278	0.0072092676307680065	0.296875	256	0.3958333333333333	0.59375
20	NC2	hc1_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.017197794687455133	-0.059966406585230565	0.006745092355890887	0.747008547008547	6435	0.8744366744366744	0.8677544677544677
20	NC2	homotypic_any_neighbour	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.14270944234256655	-0.049029874322880175	0.3375429700720172	0.17466977466977468	6435	0.34933954933954936	0.2328930328930329
20	NC2	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.06933419055594381	0.025810171474270227	0.12336517168638285	0.015625	128	0.03125	0.03125
20	NC2	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.03455769156082272	0.009653784323941789	0.06182197878653886	0.0390625	256	0.078125	0.07291666666666667
20	NC2	homotypic_any_neighbour	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.034776498995121086	-0.09270287951182193	0.01818684987415546	0.2745920745920746	6435	0.5491841491841492	0.3661227661227661
20	NC2	homotypic_neighbour_slot_fraction	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.017037228507871566	-0.25181653076610083	0.18775838119305185	0.8904428904428905	6435	0.9538461538461539	0.8904428904428905
20	NC2	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.03368259755976637	0.01594921069436108	0.052413023787043614	0.015625	128	0.03125	0.015625
20	NC2	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.053403786207288834	0.03790090106779183	0.07078533556595265	0.0078125	256	0.03125	0.015625
20	NC2	homotypic_neighbour_slot_fraction	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.019721188647522467	-0.005236553616201289	0.04435690875311152	0.1665889665889666	6435	0.5491841491841492	0.1665889665889666
20	NC3	dhc_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.34400740194166235	0.23331757956184151	0.4539531122458814	0.0003108003108003108	6435	0.0012432012432012432	0.0012432012432012432
20	NC3	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		-0.003783989977716311	-0.01574058583762075	0.007652559314191021	0.578125	128	0.7708333333333334	0.6875
20	NC3	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.012767965807447497	-0.004011324292668563	0.03034283427189124	0.21875	256	0.4375	0.875
20	NC3	dhc_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.01655195578516381	-0.003878956123156666	0.03749204311796408	0.18461538461538463	6435	0.24615384615384617	0.5774669774669775
20	NC3	hc1_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.0054259735581611845	-0.006006077806047841	0.016509207434235153	0.3843045843045843	6435	0.3843045843045843	0.7686091686091686
20	NC3	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		-0.002186640479893479	-0.01503923831826058	0.007316816272079462	0.78125	128	0.78125	1.0
20	NC3	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	-0.000454948727330005	-0.003391301770308228	0.002553747956684956	0.703125	256	0.7421875	0.734375
20	NC3	hc1_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.0017316917525634738	-0.008245605090478099	0.014773851208517924	0.8677544677544677	6435	0.8677544677544677	0.8677544677544677
20	NC3	homotypic_any_neighbour	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.3283518441655836	0.18617479701677647	0.4743979292644753	0.000777000777000777	6435	0.001554001554001554	0.003108003108003108
20	NC3	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.05650880043591211	0.023283941075033985	0.10290314042560922	0.015625	128	0.03125	0.03125
20	NC3	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	-0.004543542474298071	-0.00848492747781085	-0.0011640835629425552	0.046875	256	0.1875	0.07291666666666667
20	NC3	homotypic_any_neighbour	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.06105234291021018	-0.10782563798986637	-0.027187965598284403	0.0001554001554001554	6435	0.0006216006216006216	0.0006216006216006216
20	NC3	homotypic_neighbour_slot_fraction	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.16626011906922664	0.09732834921075198	0.2322154984697271	0.0017094017094017094	6435	0.002279202279202279	0.003418803418803419
20	NC3	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.02348116020523516	0.013059948349251197	0.03351546189758293	0.015625	128	0.03125	0.015625
20	NC3	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	-0.0010446458399325023	-0.00657731217321937	0.005202773362954861	0.7421875	256	0.7421875	0.7421875
20	NC3	homotypic_neighbour_slot_fraction	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.024525806045167662	-0.036319594359212955	-0.012290662614697708	0.0029526029526029526	6435	0.005905205905205905	0.005905205905205905
20	NCγ	dhc_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.012585734696492677	-0.051638942481094435	0.07933051539775089	0.7535353535353535	6435	0.7535353535353535	0.7535353535353535
20	NCγ	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		-0.00858310467286826	-0.026224311113289954	0.007220234303220708	0.46875	128	0.625	0.6875
20	NCγ	dhc_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.017043320553982028	-0.01708523074467666	0.06869508474888626	0.7890625	256	0.7890625	1.0
20	NCγ	dhc_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.02562642522685029	-0.014082706403445364	0.07939131179980662	0.49914529914529915	6435	0.6655270655270655	0.6655270655270655
20	NCγ	hc1_dual_interface	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.01711936090225564	-0.05142857142857143	0.00125	0.3230769230769231	6435	0.4307692307692308	0.7686091686091686
20	NCγ	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.01006484927992114	-0.0026405265404855047	0.03359439594693085	1.0	128	1.0	1.0
20	NCγ	hc1_dual_interface	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	-0.0018659748687641694	-0.003688068218535045	-0.00038756577332969746	0.015625	256	0.0625	0.0625
20	NCγ	hc1_dual_interface	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.01193082414868531	-0.03581276856207138	0.001300940863787482	0.2243978243978244	6435	0.4487956487956488	0.8677544677544677
20	NCγ	homotypic_any_neighbour	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.5418548029251011	-0.7279920356646911	-0.32344606883624616	0.001554001554001554	6435	0.003108003108003108	0.003108003108003108
20	NCγ	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.04626485576951438	0.011252767201812817	0.08214613865046037	0.09375	128	0.1875	0.125
20	NCγ	homotypic_any_neighbour	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.05103282550368814	0.010535489331643718	0.09367140763822929	0.1015625	256	0.13541666666666666	0.1015625
20	NCγ	homotypic_any_neighbour	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	0.004767969734173753	-0.048667442778933645	0.06161012083232052	0.8713286713286713	6435	0.8713286713286713	0.8713286713286713
20	NCγ	homotypic_neighbour_slot_fraction	observed_proportion	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.15328080443116823	-0.21678134518130787	-0.0840933069235814	0.0003108003108003108	6435	0.0012432012432012432	0.0012432012432012432
20	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	EHGP	7.0		0.07857969322454254	0.04776454226471433	0.1087876820490459	0.015625	128	0.0625	0.015625
20	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	within_hgp_mean_vs_zero	RHGP		8.0	0.006749329842961882	0.0013182928752881247	0.013143456405249042	0.0546875	256	0.109375	0.07291666666666667
20	NCγ	homotypic_neighbour_slot_fraction	spatial_null_residual	rhgp_minus_ehgp	RHGP_minus_EHGP	7.0	8.0	-0.07183036338158066	-0.10299405361127842	-0.040478955812940164	0.0003108003108003108	6435	0.0012432012432012432	0.0012432012432012432
