omitted	REC50_restandardized_effect
KR-003	0.5559718540117086
KR-005	0.513356667504494
KR-007	0.5379887417137403
KR-011	0.530701320743727
KR-015	0.44047826287027564
KR-017	0.5218808950369809
KR-025	0.48286314137834846
KR-027	0.4961780468332113
KR-064	0.4959622439247966
KR-009	0.48946214796015725
KR-013	0.5160528882111823
KR-019	0.5219372644881801
KR-021	0.5518610096207878
KR-031	0.4595726202746831
KR-066	0.46034958477863774
