restriction	role	n	effect	low	high	p	n_positive	loo_min	loo_max
all_tumour	post_primary_direct_comparison	6	0.24790674595259224	0.10389341535599776	0.39674491408702134	0.0625	5	0.19028210185702668	0.30223286353932927
epithelial_high	post_primary_direct_comparison	6	0.22355572927481163	0.06564731247271606	0.3695431909956655	0.0625	5	0.16621976632864915	0.2897468392627454
