gene	retained
DHODH	TRUE
DHPS	TRUE
DHRS1	TRUE
DHRS11	TRUE
DHRS12	TRUE
DHRS13	TRUE
DHRS2	TRUE
DHRS3	TRUE
DHRS7	TRUE
DHRS7B	TRUE
DHRS7C	FALSE
DHRS9	TRUE
DHRSX	TRUE
DHTKD1	TRUE
DHX15	TRUE
DHX29	TRUE
DHX30	TRUE
DHX32	TRUE
DHX33	TRUE
DHX34	TRUE
DHX35	TRUE
DHX36	TRUE
DHX37	TRUE
DHX38	TRUE
DHX40	TRUE
DHX57	TRUE
DHX58	TRUE
DHX8	TRUE
DHX9	TRUE
DIAPH1	TRUE
DIAPH2	TRUE
DIAPH3	TRUE
DICER1	TRUE
DIDO1	TRUE
DIMT1	TRUE
DIO1	TRUE
DIO2	TRUE
DIO3	TRUE
DIP2A	TRUE
DIP2B	TRUE
DIP2C	TRUE
DIPK1A	TRUE
DIPK1B	TRUE
DIPK1C	FALSE
DIPK2A	TRUE
DIPK2B	TRUE
DIRAS1	FALSE
DIRAS2	FALSE
DIRAS3	TRUE
DIRC1	FALSE
DIS3	TRUE
DIS3L	TRUE
DIS3L2	TRUE
DISC1	TRUE
DISP1	TRUE
DISP2	TRUE
DISP3	FALSE
DIXDC1	TRUE
DKC1	TRUE
DKK1	TRUE
DKK2	TRUE
DKK3	TRUE
DKK4	TRUE
DKKL1	FALSE
DLAT	TRUE
DLC1	TRUE
DLD	TRUE
DLEC1	TRUE
DLEU7	FALSE
DLG1	TRUE
DLG2	TRUE
DLG3	TRUE
DLG4	TRUE
DLG5	TRUE
DLGAP1	TRUE
DLGAP2	FALSE
DLGAP3	FALSE
DLGAP4	TRUE
DLGAP5	TRUE
DLK1	FALSE
DLK2	TRUE
DLL1	TRUE
DLL3	TRUE
DLL4	TRUE
DLST	TRUE
DLX1	TRUE
DLX2	TRUE
DLX3	TRUE
DLX4	TRUE
DLX5	TRUE
DLX6	TRUE
DMAC2	TRUE
DMAC2L	TRUE
DMAP1	TRUE
DMBT1	TRUE
DMBX1	TRUE
DMC1	TRUE
DMD	TRUE
DMGDH	TRUE
DMKN	TRUE
DMP1	FALSE
DMPK	TRUE
DMRT1	FALSE
DMRT2	TRUE
DMRT3	TRUE
DMRTA1	TRUE
DMRTA2	TRUE
DMRTB1	FALSE
DMRTC2	FALSE
DMTF1	TRUE
DMTN	TRUE
DMWD	TRUE
DMXL1	TRUE
DMXL2	TRUE
DNA2	TRUE
DNAAF1	FALSE
DNAAF2	TRUE
DNAAF3	TRUE
DNAAF4	TRUE
DNAAF5	TRUE
DNAH1	TRUE
DNAH10	TRUE
DNAH11	TRUE
DNAH12	FALSE
DNAH14	TRUE
DNAH17	TRUE
DNAH3	FALSE
DNAH5	TRUE
DNAH6	TRUE
DNAH7	TRUE
DNAH8	TRUE
DNAH9	TRUE
DNAI1	FALSE
DNAI2	FALSE
DNAJA1	TRUE
DNAJA2	TRUE
DNAJA3	TRUE
DNAJA4	TRUE
DNAJB1	TRUE
DNAJB11	TRUE
DNAJB12	TRUE
DNAJB13	FALSE
DNAJB14	TRUE
DNAJB2	TRUE
DNAJB4	TRUE
DNAJB5	TRUE
DNAJB6	TRUE
DNAJB8	TRUE
DNAJB9	TRUE
DNAJC1	TRUE
DNAJC10	TRUE
DNAJC11	TRUE
DNAJC12	TRUE
DNAJC13	TRUE
DNAJC14	TRUE
DNAJC15	TRUE
DNAJC16	TRUE
DNAJC18	TRUE
DNAJC2	TRUE
DNAJC21	TRUE
DNAJC22	TRUE
DNAJC24	TRUE
DNAJC25	TRUE
DNAJC27	TRUE
DNAJC28	TRUE
DNAJC3	TRUE
DNAJC30	TRUE
DNAJC4	TRUE
DNAJC5	TRUE
DNAJC5B	TRUE
DNAJC5G	FALSE
DNAJC6	TRUE
DNAJC7	TRUE
DNAJC8	TRUE
DNAJC9	TRUE
DNAL1	TRUE
DNAL4	TRUE
DNALI1	TRUE
DNASE1	TRUE
DNASE1L1	TRUE
DNASE1L2	FALSE
DNASE1L3	TRUE
DNASE2	TRUE
DNASE2B	TRUE
DND1	TRUE
DNER	TRUE
DNHD1	TRUE
DNLZ	TRUE
DNM1	TRUE
DNM1L	TRUE
DNM2	TRUE
DNM3	TRUE
DNMBP	TRUE
DNMT1	TRUE
DNMT3A	TRUE
DNMT3B	TRUE
DNMT3L	FALSE
DNPEP	TRUE
DNPH1	TRUE
DNTT	FALSE
DNTTIP1	TRUE
DNTTIP2	TRUE
DOC2A	TRUE
DOC2B	TRUE
DOCK1	TRUE
DOCK10	TRUE
DOCK11	TRUE
DOCK2	TRUE
DOCK3	FALSE
DOCK4	TRUE
DOCK5	TRUE
DOCK6	TRUE
DOCK7	TRUE
DOCK8	TRUE
DOCK8-AS1	FALSE
DOCK9	TRUE
DOHH	TRUE
DOK1	TRUE
DOK2	TRUE
DOK3	TRUE
DOK4	TRUE
DOK5	TRUE
DOK6	TRUE
DOK7	TRUE
DOLK	TRUE
DOLPP1	TRUE
DONSON	TRUE
DOP1A	TRUE
DOP1B	TRUE
DOT1L	TRUE
DPAGT1	TRUE
DPCD	TRUE
DPEP1	TRUE
DPEP2	TRUE
DPEP2NB	FALSE
DPEP3	FALSE
DPF1	FALSE
DPF2	TRUE
DPF3	TRUE
DPH1	TRUE
DPH2	TRUE
DPH3	TRUE
DPH5	TRUE
DPH6	TRUE
DPH7	TRUE
DPM1	TRUE
DPM2	TRUE
DPM3	TRUE
DPP10	FALSE
DPP3	TRUE
DPP4	TRUE
DPP6	FALSE
DPP7	TRUE
DPP8	TRUE
DPP9	TRUE
DPPA2	FALSE
DPPA3	FALSE
DPPA4	FALSE
DPPA5	FALSE
DPT	TRUE
DPY19L1	TRUE
DPY19L4	TRUE
DPY30	TRUE
DPYD	TRUE
DPYS	TRUE
DPYSL2	TRUE
DPYSL3	TRUE
DPYSL4	TRUE
DPYSL5	FALSE
DQX1	TRUE
DR1	TRUE
DRAM1	TRUE
DRAM2	TRUE
DRAP1	TRUE
DRC1	TRUE
DRC3	TRUE
DRC7	FALSE
DRD1	TRUE
DRD2	TRUE
DRD3	FALSE
DRD4	FALSE
DRG2	TRUE
DRICH1	FALSE
DROSHA	TRUE
DRP2	TRUE
DSC1	FALSE
DSC2	TRUE
DSC3	TRUE
DSCAM	FALSE
DSCAML1	FALSE
DSCC1	TRUE
DSEL	TRUE
DSG1	FALSE
DSG2	TRUE
DSG3	TRUE
DSG4	TRUE
DSN1	TRUE
DSP	TRUE
DSPP	FALSE
DST	TRUE
DSTN	TRUE
DSTYK	TRUE
DTD1	TRUE
DTD2	TRUE
DTHD1	TRUE
DTL	TRUE
DTNA	TRUE
DTNB	TRUE
DTNBP1	TRUE
DTWD1	TRUE
DTWD2	TRUE
DTX1	TRUE
DTX2	TRUE
DTX3	TRUE
DTX3L	TRUE
DTX4	TRUE
DTYMK	TRUE
DUOX2	TRUE
DUOXA1	FALSE
DUOXA2	TRUE
DUPD1	FALSE
DUS1L	TRUE
DUS2	TRUE
DUS3L	TRUE
DUS4L	TRUE
DUSP1	TRUE
DUSP10	TRUE
DUSP11	TRUE
DUSP12	TRUE
DUSP13	TRUE
DUSP14	TRUE
DUSP15	TRUE
DUSP16	TRUE
DUSP19	TRUE
DUSP2	TRUE
DUSP21	FALSE
DUSP22	TRUE
DUSP23	TRUE
DUSP26	FALSE
DUSP27	TRUE
DUSP28	TRUE
DUSP3	TRUE
DUSP4	TRUE
DUSP6	TRUE
DUSP7	TRUE
DUSP8	TRUE
DUSP9	FALSE
DUT	TRUE
DUXA	FALSE
DUXB	FALSE
DVL1	TRUE
DVL2	TRUE
DVL3	TRUE
DXO	TRUE
DYDC1	FALSE
DYDC2	TRUE
DYM	TRUE
DYNAP	FALSE
DYNC1H1	TRUE
DYNC1I1	TRUE
DYNC1I2	TRUE
DYNC1LI1	TRUE
DYNC1LI2	TRUE
DYNC2H1	TRUE
DYNC2LI1	TRUE
DYNLL1	TRUE
DYNLL2	TRUE
DYNLRB2	TRUE
DYNLT1	TRUE
DYNLT3	TRUE
DYRK1A	TRUE
DYRK1B	TRUE
DYRK2	TRUE
DYRK3	TRUE
DYRK4	TRUE
DYSF	TRUE
DYTN	FALSE
DZANK1	TRUE
DZIP1	TRUE
DZIP1L	TRUE
DZIP3	TRUE
E2F1	TRUE
E2F2	TRUE
E2F3	TRUE
E2F4	TRUE
E2F5	TRUE
E2F6	TRUE
E2F7	TRUE
E2F8	TRUE
E4F1	TRUE
EAF1	TRUE
EAF2	TRUE
EAPP	TRUE
EARS2	TRUE
EBAG9	TRUE
EBF1	TRUE
EBF2	FALSE
EBF3	FALSE
EBF4	TRUE
EBI3	TRUE
EBLN2	TRUE
EBNA1BP2	TRUE
EBP	TRUE
EBPL	TRUE
ECD	TRUE
ECE1	TRUE
ECE2	FALSE
ECEL1	TRUE
ECH1	TRUE
ECHDC1	TRUE
ECHDC2	TRUE
ECHDC3	TRUE
ECHS1	TRUE
ECI1	TRUE
ECI2	TRUE
ECM1	TRUE
ECM2	TRUE
ECPAS	TRUE
ECRG4	TRUE
ECSCR	TRUE
ECSIT	TRUE
ECT2	TRUE
ECT2L	TRUE
EDA	TRUE
EDA2R	TRUE
EDAR	TRUE
EDARADD	FALSE
EDC3	TRUE
EDC4	TRUE
EDDM13	FALSE
EDDM3A	FALSE
EDDM3B	FALSE
EDEM1	TRUE
EDEM2	TRUE
EDEM3	TRUE
EDF1	TRUE
EDIL3	TRUE
EDN1	TRUE
EDN2	TRUE
EDN3	TRUE
EDNRA	TRUE
EDNRB	TRUE
EDRF1	TRUE
EEA1	TRUE
EED	TRUE
EEF1A2	TRUE
EEF1AKMT1	TRUE
EEF1AKMT2	TRUE
EEF1AKMT3	TRUE
EEF1AKMT4	TRUE
EEF1AKNMT	TRUE
EEF1B2	TRUE
EEF1E1	TRUE
EEF1G	TRUE
EEF2	TRUE
EEF2K	TRUE
EEF2KMT	TRUE
EEFSEC	TRUE
EEPD1	TRUE
EFCAB1	FALSE
EFCAB10	TRUE
EFCAB11	TRUE
EFCAB12	TRUE
EFCAB13	TRUE
EFCAB14	TRUE
EFCAB2	TRUE
EFCAB3	FALSE
EFCAB6	TRUE
EFCAB7	TRUE
EFCAB8	TRUE
EFCAB9	FALSE
EFCC1	TRUE
EFEMP1	TRUE
EFEMP2	TRUE
EFHB	TRUE
EFHC1	TRUE
EFHC2	FALSE
EFHD1	TRUE
EFHD2	TRUE
EFL1	TRUE
EFNA1	TRUE
EFNA2	TRUE
EFNA3	TRUE
EFNA4	TRUE
EFNA5	TRUE
EFNB1	TRUE
EFNB2	TRUE
EFNB3	TRUE
EFR3A	TRUE
EFR3B	TRUE
EFS	TRUE
EFTUD2	TRUE
EGF	TRUE
EGFL6	TRUE
EGFL7	TRUE
EGFL8	TRUE
EGFLAM	TRUE
EGFR	TRUE
EGLN1	TRUE
EGLN2	TRUE
EGLN3	TRUE
EGR1	TRUE
EGR2	TRUE
EGR3	TRUE
EGR4	TRUE
EHBP1	TRUE
EHBP1L1	TRUE
EHD1	TRUE
EHD2	TRUE
EHD3	TRUE
EHD4	TRUE
EHF	TRUE
EHHADH	TRUE
EHMT1	TRUE
EHMT2	TRUE
EI24	TRUE
EID1	TRUE
EID2	TRUE
EID2B	TRUE
EID3	TRUE
EIF1	TRUE
EIF1AD	TRUE
EIF1AX	TRUE
EIF1B	TRUE
EIF2A	TRUE
EIF2AK1	TRUE
EIF2AK2	TRUE
EIF2AK3	TRUE
EIF2AK4	TRUE
EIF2B1	TRUE
EIF2B2	TRUE
EIF2B3	TRUE
EIF2B4	TRUE
EIF2B5	TRUE
EIF2D	TRUE
EIF2S1	TRUE
EIF2S2	TRUE
EIF2S3	TRUE
EIF3A	TRUE
EIF3B	TRUE
EIF3D	TRUE
EIF3E	TRUE
EIF3G	TRUE
EIF3H	TRUE
EIF3I	TRUE
EIF3J	TRUE
EIF3L	TRUE
EIF3M	TRUE
EIF4A1	TRUE
EIF4A2	TRUE
EIF4A3	TRUE
EIF4B	TRUE
EIF4E	TRUE
EIF4E1B	FALSE
EIF4E2	TRUE
EIF4E3	TRUE
EIF4EBP1	TRUE
EIF4EBP2	TRUE
EIF4EBP3	TRUE
EIF4ENIF1	TRUE
EIF4G1	TRUE
EIF4G2	TRUE
EIF4G3	TRUE
EIF4H	TRUE
EIF5	TRUE
EIF5A2	TRUE
EIF5B	TRUE
EIF6	TRUE
EIPR1	TRUE
ELAC1	TRUE
ELAC2	TRUE
ELANE	FALSE
ELAVL1	TRUE
ELAVL2	TRUE
ELAVL3	FALSE
ELAVL4	FALSE
ELF1	TRUE
ELF2	TRUE
ELF3	TRUE
ELF4	TRUE
ELF5	TRUE
ELFN1	TRUE
ELFN2	TRUE
ELK1	TRUE
ELK3	TRUE
ELK4	TRUE
ELL	TRUE
ELL2	TRUE
ELL3	TRUE
ELMO1	TRUE
ELMO2	TRUE
ELMO3	TRUE
ELMOD1	FALSE
ELMOD2	TRUE
ELMOD3	TRUE
ELMSAN1	TRUE
ELN	TRUE
ELOA	TRUE
ELOA2	FALSE
ELOF1	TRUE
ELOVL1	TRUE
ELOVL2	TRUE
ELOVL3	FALSE
ELOVL4	TRUE
ELOVL5	TRUE
ELOVL6	TRUE
ELOVL7	TRUE
ELP1	TRUE
ELP2	TRUE
ELP3	TRUE
ELP4	TRUE
ELP5	TRUE
ELP6	TRUE
ELSPBP1	FALSE
EMB	TRUE
EMC1	TRUE
EMC10	TRUE
EMC2	TRUE
EMC3	TRUE
EMC4	TRUE
EMC6	TRUE
EMC7	TRUE
EMC8	TRUE
EMC9	TRUE
EMCN	TRUE
EMD	TRUE
EME1	TRUE
EME2	TRUE
EMG1	TRUE
EMID1	TRUE
EMILIN1	TRUE
EMILIN2	TRUE
EMILIN3	TRUE
EML1	TRUE
EML2	TRUE
EML4	TRUE
EML5	TRUE
EML6	TRUE
EMP1	TRUE
EMP2	TRUE
EMP3	TRUE
EMSY	TRUE
EMX1	TRUE
EMX2	FALSE
EN1	TRUE
EN2	TRUE
ENAH	TRUE
ENAM	FALSE
ENC1	TRUE
ENDOD1	TRUE
ENDOG	TRUE
ENDOU	FALSE
ENDOV	TRUE
ENG	TRUE
ENGASE	TRUE
ENHO	TRUE
ENKD1	TRUE
ENKUR	TRUE
ENO1	TRUE
ENO2	TRUE
ENO3	TRUE
ENO4	FALSE
ENOPH1	TRUE
ENOSF1	TRUE
ENOX1	TRUE
ENOX2	TRUE
ENPEP	TRUE
ENPP1	TRUE
ENPP2	TRUE
ENPP3	TRUE
ENPP4	TRUE
ENPP5	TRUE
ENPP6	FALSE
ENPP7	TRUE
ENTHD1	FALSE
ENTPD1	TRUE
ENTPD2	TRUE
ENTPD3	FALSE
ENTPD4	TRUE
ENTPD6	TRUE
ENTPD7	TRUE
ENTPD8	TRUE
ENTR1	TRUE
ENY2	TRUE
EOGT	TRUE
EOMES	TRUE
EP300	TRUE
EP400	TRUE
EPAS1	TRUE
EPB41	TRUE
EPB41L1	TRUE
EPB41L2	TRUE
EPB41L3	TRUE
EPB41L4A	TRUE
EPB41L4B	TRUE
EPB41L5	TRUE
EPB42	FALSE
EPC1	TRUE
EPC2	TRUE
EPCAM	TRUE
EPDR1	TRUE
EPG5	TRUE
EPGN	TRUE
EPHA1	TRUE
EPHA10	TRUE
EPHA2	TRUE
EPHA3	TRUE
EPHA4	TRUE
EPHA5	FALSE
EPHA6	TRUE
EPHA7	FALSE
EPHA8	FALSE
EPHB1	TRUE
EPHB2	TRUE
EPHB3	TRUE
EPHB4	TRUE
EPHB6	TRUE
EPHX1	TRUE
EPHX2	TRUE
EPHX3	FALSE
EPHX4	TRUE
EPM2A	TRUE
EPM2AIP1	TRUE
EPN1	TRUE
EPN2	TRUE
EPO	TRUE
EPOP	TRUE
EPPIN	TRUE
EPPK1	TRUE
EPRS	TRUE
EPS15	TRUE
EPS15L1	TRUE
EPS8	TRUE
EPS8L1	TRUE
EPS8L2	TRUE
EPS8L3	TRUE
EPSTI1	TRUE
EPX	FALSE
EPYC	FALSE
EQTN	FALSE
ERAL1	TRUE
ERAP1	TRUE
ERAP2	TRUE
ERAS	FALSE
ERBB2	TRUE
ERBB3	TRUE
ERBB4	FALSE
ERBIN	TRUE
ERC1	TRUE
ERC2	TRUE
ERCC1	TRUE
ERCC2	TRUE
ERCC3	TRUE
ERCC4	TRUE
ERCC5	TRUE
ERCC6	TRUE
ERCC6L	TRUE
ERCC6L2	TRUE
ERCC8	TRUE
EREG	TRUE
ERF	TRUE
ERFE	TRUE
ERFL	TRUE
ERG	TRUE
ERG28	TRUE
ERGIC1	TRUE
ERGIC2	TRUE
ERGIC3	TRUE
ERH	TRUE
ERI1	TRUE
ERI2	TRUE
ERI3	TRUE
ERICH1	TRUE
ERICH2	TRUE
ERICH3	FALSE
ERICH4	FALSE
ERICH5	TRUE
ERICH6	FALSE
ERICH6B	FALSE
ERLEC1	TRUE
ERLIN1	TRUE
ERLIN2	TRUE
ERMAP	TRUE
ERMARD	TRUE
ERMN	TRUE
ERMP1	TRUE
ERN1	TRUE
ERN2	TRUE
ERO1A	TRUE
ERO1B	TRUE
ERP27	TRUE
ERP29	TRUE
ERP44	TRUE
ERRFI1	TRUE
ERVFRD-1	FALSE
ERVK3-1	TRUE
ERVMER34-1	TRUE
ERVV-1	FALSE
ERVV-2	FALSE
ESAM	TRUE
ESCO1	TRUE
ESCO2	TRUE
ESD	TRUE
ESF1	TRUE
ESM1	TRUE
ESPL1	TRUE
ESPN	TRUE
ESPNL	TRUE
ESR1	TRUE
ESRP1	TRUE
ESRP2	TRUE
ESRRB	FALSE
ESRRG	TRUE
ESS2	TRUE
ESX1	FALSE
ESYT1	TRUE
ESYT2	TRUE
ESYT3	TRUE
ETAA1	TRUE
ETFA	TRUE
ETFB	TRUE
ETFBKMT	TRUE
ETFDH	TRUE
ETHE1	TRUE
ETNK1	TRUE
ETNK2	TRUE
ETNPPL	TRUE
ETS1	TRUE
ETS2	TRUE
ETV1	TRUE
ETV2	TRUE
ETV3	TRUE
ETV3L	FALSE
ETV4	TRUE
ETV5	TRUE
ETV6	TRUE
ETV7	TRUE
EVA1A	TRUE
EVA1B	TRUE
EVA1C	TRUE
EVC	TRUE
EVC2	TRUE
EVI2A	TRUE
EVI2B	TRUE
EVI5	TRUE
EVI5L	TRUE
EVL	TRUE
EVPL	TRUE
EVX1	TRUE
EVX2	FALSE
EXD1	FALSE
EXD2	TRUE
EXD3	TRUE
EXO1	TRUE
EXO5	TRUE
EXOC1	TRUE
EXOC1L	FALSE
EXOC2	TRUE
EXOC3	TRUE
EXOC3L1	TRUE
EXOC3L2	TRUE
EXOC3L4	TRUE
EXOC4	TRUE
EXOC5	TRUE
EXOC6	TRUE
EXOC6B	TRUE
EXOC8	TRUE
EXOG	TRUE
EXOSC1	TRUE
EXOSC10	TRUE
EXOSC2	TRUE
EXOSC3	TRUE
EXOSC4	TRUE
EXOSC5	TRUE
EXOSC6	TRUE
EXOSC7	TRUE
EXOSC8	TRUE
EXOSC9	TRUE
EXPH5	TRUE
EXT1	TRUE
EXT2	TRUE
EXTL1	FALSE
EXTL2	TRUE
EXTL3	TRUE
EYA1	TRUE
EYA2	TRUE
EYA3	TRUE
EYA4	FALSE
EYS	TRUE
EZH1	TRUE
EZH2	TRUE
EZHIP	FALSE
EZR	TRUE
F10	TRUE
F11	TRUE
F11R	TRUE
F12	TRUE
F13A1	TRUE
F13B	TRUE
F2	TRUE
F2R	TRUE
F2RL1	TRUE
F2RL2	TRUE
F2RL3	TRUE
F3	TRUE
F5	TRUE
F7	TRUE
F8	TRUE
F8A1	TRUE
F9	TRUE
FA2H	TRUE
FAAH	TRUE
FAAH2	TRUE
FAAP100	TRUE
FAAP20	TRUE
FAAP24	TRUE
FABP1	TRUE
FABP12	FALSE
FABP2	TRUE
FABP4	TRUE
FABP5	TRUE
FABP6	TRUE
FABP7	FALSE
FABP9	FALSE
FADD	TRUE
FADS1	TRUE
FADS2	TRUE
FADS3	TRUE
FADS6	TRUE
FAF1	TRUE
FAF2	TRUE
FAH	TRUE
FAHD1	TRUE
FAHD2B	TRUE
FAIM	TRUE
FAIM2	TRUE
FAM102A	TRUE
FAM102B	TRUE
FAM104A	TRUE
FAM104B	TRUE
FAM107A	TRUE
FAM107B	TRUE
FAM110A	TRUE
FAM110B	TRUE
FAM110C	TRUE
FAM110D	TRUE
FAM111A	TRUE
FAM111B	TRUE
FAM114A1	TRUE
FAM114A2	TRUE
FAM117A	TRUE
FAM117B	TRUE
FAM118A	TRUE
FAM118B	TRUE
FAM120A	TRUE
FAM120AOS	TRUE
FAM120B	TRUE
FAM120C	TRUE
FAM122A	TRUE
FAM122B	TRUE
FAM122C	TRUE
FAM124A	TRUE
FAM124B	TRUE
FAM126A	TRUE
FAM126B	TRUE
FAM131A	TRUE
FAM131B	TRUE
FAM131C	TRUE
FAM133A	FALSE
FAM133B	TRUE
FAM135A	TRUE
FAM135B	FALSE
FAM136A	TRUE
FAM13A	TRUE
FAM13B	TRUE
FAM13C	TRUE
FAM149A	TRUE
FAM149B1	TRUE
FAM151A	FALSE
FAM151B	TRUE
FAM155A	TRUE
FAM155B	TRUE
FAM160A1	TRUE
FAM160A2	TRUE
FAM160B1	TRUE
FAM160B2	TRUE
FAM161A	TRUE
FAM161B	TRUE
FAM162A	TRUE
FAM162B	TRUE
FAM163A	FALSE
FAM163B	TRUE
FAM166A	FALSE
FAM166B	TRUE
FAM166C	TRUE
FAM167A	TRUE
FAM167B	TRUE
FAM168A	TRUE
FAM168B	TRUE
FAM169A	TRUE
FAM169B	TRUE
FAM170A	FALSE
FAM170B	FALSE
FAM171A1	TRUE
FAM171A2	TRUE
FAM171B	TRUE
FAM172A	TRUE
FAM174A	TRUE
FAM174B	TRUE
FAM174C	TRUE
FAM177B	FALSE
FAM178B	TRUE
FAM180A	TRUE
FAM180B	FALSE
FAM181A	FALSE
FAM181B	TRUE
FAM184A	TRUE
FAM185A	TRUE
FAM186A	FALSE
FAM186B	TRUE
FAM187B	FALSE
FAM189A1	TRUE
FAM189A2	TRUE
FAM189B	TRUE
FAM192A	TRUE
FAM193A	TRUE
FAM193B	TRUE
FAM199X	TRUE
FAM200A	TRUE
FAM200B	TRUE
FAM204A	TRUE
FAM205C	FALSE
FAM207A	TRUE
FAM209B	FALSE
FAM20A	TRUE
FAM20B	TRUE
FAM20C	TRUE
FAM210A	TRUE
FAM210B	TRUE
FAM214A	TRUE
FAM214B	TRUE
FAM216A	TRUE
FAM216B	FALSE
FAM217A	FALSE
FAM217B	TRUE
FAM218A	TRUE
FAM219A	TRUE
FAM219B	TRUE
FAM221A	TRUE
FAM221B	TRUE
FAM222A	TRUE
FAM222B	TRUE
FAM227A	TRUE
FAM227B	TRUE
FAM228A	TRUE
FAM228B	TRUE
FAM229A	TRUE
FAM229B	TRUE
FAM234A	TRUE
FAM234B	TRUE
FAM237A	FALSE
FAM237B	TRUE
FAM240A	FALSE
FAM240B	TRUE
FAM240C	FALSE
FAM241A	TRUE
FAM241B	TRUE
FAM24A	FALSE
FAM24B	TRUE
FAM32A	TRUE
FAM3A	TRUE
FAM3B	TRUE
FAM3C	TRUE
FAM3D	TRUE
FAM43A	TRUE
FAM43B	TRUE
FAM47B	FALSE
FAM47C	FALSE
FAM47E	TRUE
FAM49A	TRUE
FAM49B	TRUE
FAM50A	TRUE
FAM50B	TRUE
FAM53A	TRUE
FAM53B	TRUE
FAM53C	TRUE
FAM71A	FALSE
FAM71B	FALSE
FAM71C	FALSE
FAM71D	FALSE
FAM71E1	TRUE
FAM71E2	FALSE
FAM71F1	FALSE
FAM71F2	TRUE
FAM76A	TRUE
FAM76B	TRUE
FAM78A	TRUE
FAM78B	TRUE
FAM81A	TRUE
FAM81B	FALSE
FAM83A	TRUE
FAM83B	TRUE
FAM83C	TRUE
FAM83D	TRUE
FAM83E	TRUE
FAM83F	TRUE
FAM83G	TRUE
FAM83H	TRUE
FAM89A	TRUE
FAM89B	TRUE
FAM8A1	TRUE
FAM90A26	TRUE
FAM91A1	TRUE
FAM92B	FALSE
FAM98A	TRUE
FAM98B	TRUE
FAM98C	TRUE
FAM9A	FALSE
FAM9B	FALSE
FAN1	TRUE
FANCA	TRUE
FANCB	TRUE
FANCC	TRUE
FANCD2	TRUE
FANCD2OS	FALSE
FANCE	TRUE
FANCF	TRUE
FANCG	TRUE
FANCI	TRUE
FANCL	TRUE
FANCM	TRUE
FANK1	TRUE
FAP	TRUE
FAR1	TRUE
FAR2	TRUE
FARP1	TRUE
FARP2	TRUE
FARS2	TRUE
FARSA	TRUE
FARSB	TRUE
FAS	TRUE
FASLG	TRUE
FASN	TRUE
FASTK	TRUE
FASTKD1	TRUE
FASTKD2	TRUE
FASTKD3	TRUE
FASTKD5	TRUE
FAT1	TRUE
FAT2	FALSE
FAT3	TRUE
FAT4	TRUE
FATE1	FALSE
FAXC	TRUE
FAXDC2	TRUE
FBF1	TRUE
FBH1	TRUE
FBLIM1	TRUE
FBLL1	TRUE
FBLN1	TRUE
FBLN2	TRUE
FBLN5	TRUE
FBLN7	TRUE
FBN1	TRUE
FBN2	TRUE
FBN3	FALSE
FBP1	TRUE
FBP2	FALSE
FBRS	TRUE
FBRSL1	TRUE
FBXL12	TRUE
FBXL13	TRUE
FBXL15	TRUE
FBXL16	TRUE
FBXL17	TRUE
FBXL18	TRUE
FBXL19	TRUE
FBXL2	TRUE
FBXL20	TRUE
FBXL22	TRUE
FBXL3	TRUE
FBXL4	TRUE
FBXL5	TRUE
FBXL6	TRUE
FBXL7	TRUE
FBXL8	TRUE
FBXO10	TRUE
FBXO11	TRUE
FBXO15	TRUE
FBXO16	TRUE
FBXO17	TRUE
FBXO2	TRUE
FBXO21	TRUE
FBXO22	TRUE
FBXO24	TRUE
FBXO25	TRUE
FBXO27	TRUE
FBXO28	TRUE
FBXO3	TRUE
FBXO30	TRUE
FBXO31	TRUE
FBXO32	TRUE
FBXO33	TRUE
FBXO34	TRUE
FBXO36	TRUE
FBXO38	TRUE
FBXO39	FALSE
FBXO4	TRUE
FBXO40	FALSE
FBXO41	TRUE
FBXO42	TRUE
FBXO43	TRUE
FBXO44	TRUE
FBXO45	TRUE
FBXO46	TRUE
FBXO47	FALSE
FBXO48	TRUE
FBXO5	TRUE
FBXO6	TRUE
FBXO7	TRUE
FBXO8	TRUE
FBXO9	TRUE
FBXW10	FALSE
FBXW11	TRUE
FBXW12	FALSE
FBXW2	TRUE
FBXW4	TRUE
FBXW5	TRUE
FBXW7	TRUE
FBXW8	TRUE
FBXW9	TRUE
FCAMR	TRUE
FCAR	TRUE
FCER1A	TRUE
FCER1G	TRUE
FCF1	TRUE
FCGBP	TRUE
FCGR1A	TRUE
FCGR1B	TRUE
FCGR2A	TRUE
FCGR2B	TRUE
FCGR3A	TRUE
FCGR3B	TRUE
FCGRT	TRUE
FCHO1	TRUE
FCHO2	TRUE
FCHSD1	TRUE
FCHSD2	TRUE
FCMR	TRUE
FCN2	TRUE
FCN3	TRUE
FCRL1	TRUE
FCRL2	TRUE
FCRL3	TRUE
FCRL4	FALSE
FCRL5	TRUE
FCRL6	FALSE
FCRLA	TRUE
FCRLB	TRUE
FCSK	TRUE
FDCSP	TRUE
FDFT1	TRUE
FDPS	TRUE
FDX1	TRUE
FDX2	TRUE
FDXACB1	TRUE
FDXR	TRUE
FECH	TRUE
FEM1A	TRUE
FEM1B	TRUE
FEM1C	TRUE
FER	TRUE
FER1L5	FALSE
FER1L6	TRUE
FERD3L	TRUE
FERMT1	TRUE
FERMT2	TRUE
FERMT3	TRUE
FES	TRUE
FETUB	TRUE
FEV	TRUE
FEZ1	TRUE
FEZ2	TRUE
FEZF1	TRUE
FEZF2	FALSE
FFAR1	FALSE
