gene	retained
MAP3K9	TRUE
MAP4	TRUE
MAP4K1	TRUE
MAP4K2	TRUE
MAP4K3	TRUE
MAP4K4	TRUE
MAP4K5	TRUE
MAP6	TRUE
MAP6D1	TRUE
MAP7	TRUE
MAP7D1	TRUE
MAP7D2	TRUE
MAP7D3	TRUE
MAP9	TRUE
MAPK1	TRUE
MAPK10	TRUE
MAPK11	TRUE
MAPK12	TRUE
MAPK13	TRUE
MAPK14	TRUE
MAPK15	TRUE
MAPK1IP1L	TRUE
MAPK3	TRUE
MAPK4	TRUE
MAPK6	TRUE
MAPK7	TRUE
MAPK8	TRUE
MAPK8IP1	TRUE
MAPK8IP2	TRUE
MAPK8IP3	TRUE
MAPK9	TRUE
MAPKAP1	TRUE
MAPKAPK2	TRUE
MAPKAPK3	TRUE
MAPKAPK5	TRUE
MAPKBP1	TRUE
MAPRE1	TRUE
MAPRE2	TRUE
MAPRE3	TRUE
MAPT	TRUE
MARC1	TRUE
MARC2	TRUE
MARCH1	TRUE
MARCH10	FALSE
MARCH11	FALSE
MARCH2	TRUE
MARCH3	TRUE
MARCH4	FALSE
MARCH5	TRUE
MARCH6	TRUE
MARCH7	TRUE
MARCH8	TRUE
MARCH9	TRUE
MARCKS	TRUE
MARCKSL1	TRUE
MARCO	TRUE
MARCOL	FALSE
MARF1	TRUE
MARK1	TRUE
MARK2	TRUE
MARK3	TRUE
MARK4	TRUE
MARS	TRUE
MARS2	TRUE
MARVELD1	TRUE
MARVELD2	TRUE
MARVELD3	TRUE
MAS1	FALSE
MAS1L	FALSE
MASP1	TRUE
MASP2	TRUE
MAST1	FALSE
MAST2	TRUE
MAST3	TRUE
MAST4	TRUE
MASTL	TRUE
MAT1A	TRUE
MAT2A	TRUE
MAT2B	TRUE
MATK	TRUE
MATN1	FALSE
MATN2	TRUE
MATN3	TRUE
MAU2	TRUE
MAVS	TRUE
MAX	TRUE
MAZ	TRUE
MB	TRUE
MB21D2	TRUE
MBD1	TRUE
MBD2	TRUE
MBD3	TRUE
MBD3L1	FALSE
MBD3L2B	FALSE
MBD4	TRUE
MBD5	TRUE
MBD6	TRUE
MBIP	TRUE
MBL2	TRUE
MBLAC2	TRUE
MBNL1	TRUE
MBNL2	TRUE
MBNL3	TRUE
MBOAT1	TRUE
MBOAT2	TRUE
MBOAT4	TRUE
MBOAT7	TRUE
MBP	TRUE
MBTD1	TRUE
MBTPS1	TRUE
MBTPS2	TRUE
MC1R	TRUE
MC2R	FALSE
MC3R	TRUE
MC4R	FALSE
MC5R	FALSE
MCAM	TRUE
MCAT	TRUE
MCC	TRUE
MCCC1	TRUE
MCCC2	TRUE
MCCD1	FALSE
MCEE	TRUE
MCEMP1	TRUE
MCF2	FALSE
MCF2L	TRUE
MCF2L2	TRUE
MCFD2	TRUE
MCHR1	TRUE
MCHR2	FALSE
MCIDAS	TRUE
MCL1	TRUE
MCM10	TRUE
MCM2	TRUE
MCM3	TRUE
MCM3AP	TRUE
MCM4	TRUE
MCM5	TRUE
MCM6	TRUE
MCM7	TRUE
MCM8	TRUE
MCM9	TRUE
MCMBP	TRUE
MCMDC2	TRUE
MCOLN1	TRUE
MCOLN2	TRUE
MCOLN3	TRUE
MCPH1	TRUE
MCRIP1	TRUE
MCRIP2	TRUE
MCRS1	TRUE
MCTP1	TRUE
MCTP2	TRUE
MCU	TRUE
MCUB	TRUE
MCUR1	TRUE
MDC1	TRUE
MDFI	TRUE
MDFIC	TRUE
MDFIC2	TRUE
MDGA1	TRUE
MDGA2	TRUE
MDH1	TRUE
MDH1B	TRUE
MDH2	TRUE
MDK	TRUE
MDM1	TRUE
MDM2	TRUE
MDM4	TRUE
MDN1	TRUE
MDP1	TRUE
ME1	TRUE
ME2	TRUE
ME3	TRUE
MEA1	TRUE
MEAF6	TRUE
MEAK7	TRUE
MECOM	TRUE
MECP2	TRUE
MECR	TRUE
MED1	TRUE
MED10	TRUE
MED11	TRUE
MED12	TRUE
MED12L	TRUE
MED13	TRUE
MED13L	TRUE
MED14	TRUE
MED15	TRUE
MED16	TRUE
MED17	TRUE
MED18	TRUE
MED19	TRUE
MED20	TRUE
MED21	TRUE
MED22	TRUE
MED23	TRUE
MED24	TRUE
MED25	TRUE
MED26	TRUE
MED27	TRUE
MED28	TRUE
MED29	TRUE
MED30	TRUE
MED31	TRUE
MED4	TRUE
MED6	TRUE
MED7	TRUE
MED8	TRUE
MED9	TRUE
MEDAG	TRUE
MEF2A	TRUE
MEF2B	TRUE
MEF2C	TRUE
MEFV	TRUE
MEGF10	FALSE
MEGF11	FALSE
MEGF6	TRUE
MEGF8	TRUE
MEGF9	TRUE
MEI1	FALSE
MEI4	TRUE
MEIG1	FALSE
MEIKIN	TRUE
MEIOB	FALSE
MEIOC	FALSE
MEIS1	TRUE
MEIS2	TRUE
MEIS3	TRUE
MELK	TRUE
MELTF	TRUE
MEN1	TRUE
MEOX1	TRUE
MEOX2	TRUE
MEP1A	TRUE
MEP1B	TRUE
MEPCE	TRUE
MEPE	FALSE
MERTK	TRUE
MESD	TRUE
MESP1	TRUE
MESP2	TRUE
MET	TRUE
METAP1D	TRUE
METAP2	TRUE
METRN	TRUE
METRNL	TRUE
METTL1	TRUE
METTL11B	FALSE
METTL14	TRUE
METTL16	TRUE
METTL17	TRUE
METTL18	TRUE
METTL21A	TRUE
METTL21C	TRUE
METTL22	TRUE
METTL23	TRUE
METTL24	FALSE
METTL25	TRUE
METTL26	TRUE
METTL27	TRUE
METTL2A	TRUE
METTL3	TRUE
METTL4	TRUE
METTL6	TRUE
METTL7B	TRUE
METTL8	TRUE
METTL9	TRUE
MEX3A	TRUE
MEX3B	TRUE
MEX3C	TRUE
MEX3D	TRUE
MFAP1	TRUE
MFAP2	TRUE
MFAP3	TRUE
MFAP3L	TRUE
MFAP4	TRUE
MFAP5	TRUE
MFF	TRUE
MFGE8	TRUE
MFHAS1	TRUE
MFN1	TRUE
MFN2	TRUE
MFNG	TRUE
MFRP	FALSE
MFSD1	TRUE
MFSD10	TRUE
MFSD11	TRUE
MFSD12	TRUE
MFSD13A	TRUE
MFSD14A	TRUE
MFSD14B	TRUE
MFSD2A	TRUE
MFSD2B	FALSE
MFSD3	TRUE
MFSD4A	TRUE
MFSD4B	TRUE
MFSD5	TRUE
MFSD6	TRUE
MFSD6L	TRUE
MFSD8	TRUE
MFSD9	TRUE
MGA	TRUE
MGAM	TRUE
MGAM2	TRUE
MGARP	TRUE
MGAT1	TRUE
MGAT2	TRUE
MGAT3	TRUE
MGAT4A	TRUE
MGAT4B	TRUE
MGAT4C	TRUE
MGAT4D	FALSE
MGAT5	TRUE
MGAT5B	FALSE
MGLL	TRUE
MGME1	TRUE
MGMT	TRUE
MGP	TRUE
MGRN1	TRUE
MGST1	TRUE
MGST2	TRUE
MGST3	TRUE
MIA	TRUE
MIA2	TRUE
MIA3	TRUE
MIB1	TRUE
MIB2	TRUE
MICA	TRUE
MICAL1	TRUE
MICAL2	TRUE
MICAL3	TRUE
MICALL1	TRUE
MICALL2	TRUE
MICB	TRUE
MICOS10	TRUE
MICOS13	TRUE
MICU1	TRUE
MICU2	TRUE
MICU3	TRUE
MID1	TRUE
MID1IP1	TRUE
MID2	TRUE
MIDN	TRUE
MIEF1	TRUE
MIEF2	TRUE
MIEN1	TRUE
MIER1	TRUE
MIER2	TRUE
MIER3	TRUE
MIF	TRUE
MIF4GD	TRUE
MIGA1	TRUE
MIGA2	TRUE
MIIP	TRUE
MILR1	TRUE
MINAR1	TRUE
MINAR2	FALSE
MINDY1	TRUE
MINDY2	TRUE
MINDY3	TRUE
MINDY4	TRUE
MINDY4B	TRUE
MINK1	TRUE
MINPP1	TRUE
MIOS	TRUE
MIOX	FALSE
MIP	FALSE
MIPEP	TRUE
MIPOL1	TRUE
MIR1915HG	TRUE
MIS12	TRUE
MIS18A	TRUE
MIS18BP1	TRUE
MISP	TRUE
MITD1	TRUE
MITF	TRUE
MIXL1	TRUE
MKI67	TRUE
MKKS	TRUE
MKLN1	TRUE
MKNK1	TRUE
MKNK2	TRUE
MKRN2	TRUE
MKRN2OS	TRUE
MKRN3	FALSE
MKS1	TRUE
MKX	FALSE
MLANA	FALSE
MLC1	FALSE
MLEC	TRUE
MLF1	TRUE
MLF2	TRUE
MLH1	TRUE
MLH3	TRUE
MLIP	TRUE
MLKL	TRUE
MLLT1	TRUE
MLLT10	TRUE
MLLT11	TRUE
MLLT3	TRUE
MLLT6	TRUE
MLN	FALSE
MLNR	FALSE
MLPH	TRUE
MLST8	TRUE
MLXIP	TRUE
MLYCD	TRUE
MMAA	TRUE
MMAB	TRUE
MMACHC	TRUE
MMADHC	TRUE
MMD	TRUE
MMD2	FALSE
MME	TRUE
MMEL1	TRUE
MMGT1	TRUE
MMP1	TRUE
MMP10	TRUE
MMP11	TRUE
MMP12	TRUE
MMP13	FALSE
MMP14	TRUE
MMP15	TRUE
MMP16	TRUE
MMP17	TRUE
MMP19	TRUE
MMP2	TRUE
MMP20	TRUE
MMP21	FALSE
MMP23B	TRUE
MMP24	TRUE
MMP24OS	TRUE
MMP25	TRUE
MMP26	TRUE
MMP27	TRUE
MMP28	TRUE
MMP3	TRUE
MMP7	TRUE
MMP8	TRUE
MMP9	TRUE
MMRN1	TRUE
MMRN2	TRUE
MMS19	TRUE
MMS22L	TRUE
MMUT	TRUE
MN1	TRUE
MNAT1	TRUE
MND1	TRUE
MNDA	TRUE
MNS1	TRUE
MNX1	TRUE
MOAP1	TRUE
MOB1A	TRUE
MOB1B	TRUE
MOB2	TRUE
MOB3A	TRUE
MOB3B	TRUE
MOB3C	TRUE
MOB4	TRUE
MOBP	TRUE
MOCOS	TRUE
MOCS1	TRUE
MOCS2	TRUE
MOCS3	TRUE
MOG	FALSE
MOGAT1	TRUE
MOGAT2	TRUE
MOGAT3	TRUE
MOGS	TRUE
MOK	TRUE
MON1A	TRUE
MON1B	TRUE
MON2	TRUE
MORC1	FALSE
MORC2	TRUE
MORC3	TRUE
MORC4	TRUE
MORF4L1	TRUE
MORF4L2	TRUE
MORN2	TRUE
MORN3	TRUE
MORN4	TRUE
MORN5	FALSE
MOS	TRUE
MOSMO	TRUE
MOSPD1	TRUE
MOSPD2	TRUE
MOSPD3	TRUE
MOV10	TRUE
MOV10L1	TRUE
MOXD1	TRUE
MPC1	TRUE
MPC1L	FALSE
MPC2	TRUE
MPDU1	TRUE
MPDZ	TRUE
MPEG1	TRUE
MPG	TRUE
MPHOSPH10	TRUE
MPHOSPH6	TRUE
MPHOSPH8	TRUE
MPHOSPH9	TRUE
MPI	TRUE
MPIG6B	TRUE
MPL	FALSE
MPLKIP	TRUE
MPND	TRUE
MPO	TRUE
MPP1	TRUE
MPP2	TRUE
MPP3	TRUE
MPP4	FALSE
PALS1	TRUE
MPP6	TRUE
MPP7	TRUE
MPPE1	TRUE
MPPED1	TRUE
MPPED2	TRUE
MPRIP	TRUE
MPST	TRUE
MPV17	TRUE
MPZ	TRUE
MPZL2	TRUE
MPZL3	TRUE
MRAP	FALSE
MRAP2	TRUE
MRAS	TRUE
MRC1	TRUE
MRC2	TRUE
MRE11	TRUE
MREG	TRUE
MRFAP1L1	TRUE
MRGBP	TRUE
MRGPRD	FALSE
MRGPRE	FALSE
MRGPRF	TRUE
MRGPRG	FALSE
MRGPRX1	TRUE
MRGPRX3	FALSE
MRGPRX4	FALSE
MRI1	TRUE
MRLN	FALSE
MRM1	TRUE
MRM2	TRUE
MRM3	TRUE
MRNIP	TRUE
MRO	TRUE
MROH1	TRUE
MROH2A	FALSE
MROH2B	FALSE
MROH6	TRUE
MROH7	TRUE
MROH9	FALSE
MRRF	TRUE
MRS2	TRUE
MRTFA	TRUE
MRTFB	TRUE
MRTO4	TRUE
MRVI1	TRUE
MS4A1	TRUE
MS4A10	FALSE
MS4A12	TRUE
MS4A13	FALSE
MS4A14	TRUE
MS4A15	TRUE
MS4A18	FALSE
MS4A2	FALSE
MS4A3	FALSE
MS4A4A	TRUE
MS4A5	FALSE
MS4A6A	TRUE
MS4A6E	FALSE
MS4A7	TRUE
MS4A8	TRUE
MSANTD1	FALSE
MSANTD3	TRUE
MSANTD4	TRUE
MSC	TRUE
MSGN1	FALSE
MSH2	TRUE
MSH3	TRUE
MSH4	TRUE
MSH5	TRUE
MSH6	TRUE
MSI1	TRUE
MSI2	TRUE
MSL1	TRUE
MSL2	TRUE
MSLN	TRUE
MSLNL	FALSE
MSMB	FALSE
MSMO1	TRUE
MSMP	TRUE
MSN	TRUE
MSR1	TRUE
MSRA	TRUE
MSRB1	TRUE
MSRB2	TRUE
MSRB3	TRUE
MSS51	TRUE
MST1	TRUE
MST1R	TRUE
MSTN	TRUE
MSTO1	TRUE
MSX2	TRUE
MT1A	TRUE
MT1E	TRUE
MT1F	TRUE
MT1G	TRUE
MT1H	TRUE
MT1HL1	FALSE
MT1X	TRUE
MT2A	TRUE
MT3	TRUE
MT4	FALSE
MTA1	TRUE
MTA2	TRUE
MTA3	TRUE
MTAP	TRUE
MTBP	TRUE
MTCH1	TRUE
MTCH2	TRUE
MTCL1	TRUE
MTCP1	TRUE
MTDH	TRUE
MTERF1	TRUE
MTERF2	TRUE
MTERF3	TRUE
MTERF4	TRUE
MTF1	TRUE
MTF2	TRUE
MTFMT	TRUE
MTFP1	TRUE
MTFR1	TRUE
MTFR1L	TRUE
MTFR2	TRUE
MTG1	TRUE
MTG2	TRUE
MTHFD1	TRUE
MTHFD1L	TRUE
MTHFD2	TRUE
MTHFD2L	TRUE
MTHFR	TRUE
MTHFS	TRUE
MTHFSD	TRUE
MTIF2	TRUE
MTIF3	TRUE
MTLN	TRUE
MTM1	TRUE
MTMR1	TRUE
MTMR10	TRUE
MTMR11	TRUE
MTMR12	TRUE
MTMR14	TRUE
MTMR2	TRUE
MTMR3	TRUE
MTMR4	TRUE
MTMR6	TRUE
MTMR7	FALSE
MTMR8	TRUE
MTMR9	TRUE
MTNR1A	FALSE
MTNR1B	FALSE
MTO1	TRUE
MTOR	TRUE
MTPAP	TRUE
MTPN	TRUE
MTR	TRUE
MTRES1	TRUE
MTREX	TRUE
MTRF1	TRUE
MTRF1L	TRUE
MTRR	TRUE
MTSS1	TRUE
MTSS2	TRUE
MTTP	TRUE
MTURN	TRUE
MTUS1	TRUE
MTUS2	FALSE
MTX1	TRUE
MTX2	TRUE
MTX3	TRUE
MUC1	TRUE
MUC12	TRUE
MUC13	TRUE
MUC15	FALSE
MUC16	FALSE
MUC17	TRUE
MUC19	FALSE
MUC2	TRUE
MUC20	TRUE
MUC21	FALSE
MUC22	FALSE
MUC3A	TRUE
MUC4	TRUE
MUC5AC	TRUE
MUC5B	TRUE
MUC6	TRUE
MUC7	FALSE
MUCL1	TRUE
MUCL3	FALSE
MUL1	TRUE
MUS81	TRUE
MUSK	TRUE
MUSTN1	TRUE
MUTYH	TRUE
MVB12A	TRUE
MVB12B	TRUE
MVD	TRUE
MVK	TRUE
MVP	TRUE
MX1	TRUE
MX2	TRUE
MXD1	TRUE
MXD3	TRUE
MXD4	TRUE
MXI1	TRUE
MXRA5	TRUE
MXRA7	TRUE
MXRA8	TRUE
MYADM	TRUE
MYADML2	TRUE
MYB	TRUE
MYBBP1A	TRUE
MYBL1	TRUE
MYBL2	TRUE
MYBPC1	TRUE
MYBPC2	FALSE
MYBPC3	FALSE
MYBPH	FALSE
MYBPHL	FALSE
MYC	TRUE
MYCBP	TRUE
MYCBP2	TRUE
MYCBPAP	TRUE
MYCL	TRUE
MYCN	TRUE
MYCT1	TRUE
MYD88	TRUE
MYDGF	TRUE
MYEF2	TRUE
MYEOV	TRUE
MYF5	FALSE
MYF6	FALSE
MYH1	FALSE
MYH10	TRUE
MYH13	FALSE
MYH14	TRUE
MYH15	TRUE
MYH2	FALSE
MYH3	FALSE
MYH4	FALSE
MYH7	FALSE
MYH7B	TRUE
MYH8	FALSE
MYH9	TRUE
MYL1	FALSE
MYL10	FALSE
MYL12A	TRUE
MYL12B	FALSE
MYL2	FALSE
MYL3	TRUE
MYL4	FALSE
MYL5	TRUE
MYL6B	TRUE
MYL7	FALSE
MYL9	TRUE
MYLIP	TRUE
MYLK	TRUE
MYLK2	TRUE
MYLK3	TRUE
MYLK4	TRUE
MYLPF	FALSE
MYMK	FALSE
MYMX	TRUE
MYNN	TRUE
MYO10	TRUE
MYO15A	FALSE
MYO15B	TRUE
MYO16	TRUE
MYO18A	TRUE
MYO18B	FALSE
MYO19	TRUE
MYO1A	TRUE
MYO1B	TRUE
MYO1C	TRUE
MYO1D	TRUE
MYO1E	TRUE
MYO1F	TRUE
MYO1G	TRUE
MYO1H	FALSE
MYO3A	FALSE
MYO3B	FALSE
MYO5A	TRUE
MYO5B	TRUE
MYO5C	TRUE
MYO6	TRUE
MYO7B	TRUE
MYO9A	TRUE
MYO9B	TRUE
MYOC	FALSE
MYOCD	FALSE
MYOCOS	FALSE
MYOD1	TRUE
MYOF	TRUE
MYOG	FALSE
MYOM1	TRUE
MYOM2	FALSE
MYOM3	TRUE
MYORG	TRUE
MYOT	FALSE
MYOZ1	TRUE
MYOZ2	FALSE
MYOZ3	FALSE
MYPN	FALSE
MYPOP	TRUE
MYRF	TRUE
MYRFL	FALSE
MYRIP	TRUE
MYSM1	TRUE
MYT1	TRUE
MZB1	TRUE
MZF1	TRUE
MZT1	TRUE
N4BP1	TRUE
N4BP2	TRUE
N4BP2L1	TRUE
N4BP2L2	TRUE
N4BP3	TRUE
NAA11	FALSE
NAA15	TRUE
NAA16	TRUE
NAA20	TRUE
NAA25	TRUE
NAA30	TRUE
NAA35	TRUE
NAA38	TRUE
NAA50	TRUE
NAA60	TRUE
NAA80	TRUE
NAAA	TRUE
NAALAD2	TRUE
NAALADL1	TRUE
NAALADL2	TRUE
NAB1	TRUE
NAB2	TRUE
NABP1	TRUE
NABP2	TRUE
NACAD	TRUE
NACC1	TRUE
NACC2	TRUE
NADK	TRUE
NADK2	TRUE
NAE1	TRUE
NAF1	TRUE
NAGA	TRUE
NAGK	TRUE
NAGLU	TRUE
NAGPA	TRUE
NAGS	TRUE
NAIF1	TRUE
NALCN	TRUE
NAMPT	TRUE
NANOGNB	FALSE
NANOS1	TRUE
NANOS2	FALSE
NANOS3	TRUE
NANP	TRUE
NANS	TRUE
NAP1L2	TRUE
NAP1L3	TRUE
NAP1L4	TRUE
NAP1L5	TRUE
NAPA	TRUE
NAPB	TRUE
NAPEPLD	TRUE
NAPG	TRUE
NAPRT	TRUE
NAPSA	FALSE
NARF	TRUE
NARS	TRUE
NARS2	TRUE
NASP	TRUE
NAT1	TRUE
NAT10	TRUE
NAT14	TRUE
NAT16	TRUE
NAT2	TRUE
NAT8	TRUE
NAT8L	TRUE
NAT9	TRUE
NATD1	TRUE
NAV1	TRUE
NAV2	TRUE
NAV3	TRUE
NAXD	TRUE
NAXE	TRUE
NBAS	TRUE
NBDY	TRUE
NBEA	TRUE
NBEAL1	TRUE
NBEAL2	TRUE
NBL1	TRUE
NBN	TRUE
NBPF1	TRUE
NBPF19	FALSE
NBPF20	TRUE
NBR1	TRUE
NCALD	TRUE
NCAM1	TRUE
NCAM2	TRUE
NCAN	FALSE
NCAPD2	TRUE
NCAPD3	TRUE
NCAPG	TRUE
NCAPG2	TRUE
NCAPH	TRUE
NCAPH2	TRUE
NCBP1	TRUE
NCBP2	TRUE
NCBP2AS2	TRUE
NCBP2L	FALSE
NCBP3	TRUE
NCCRP1	TRUE
NCDN	TRUE
NCEH1	TRUE
NCF2	TRUE
NCF4	TRUE
NCK1	TRUE
NCK2	TRUE
NCKAP1	TRUE
NCKAP1L	TRUE
NCKAP5	TRUE
NCKAP5L	TRUE
NCKIPSD	TRUE
NCL	TRUE
NCLN	TRUE
NCMAP	TRUE
NCOA1	TRUE
NCOA2	TRUE
NCOA3	TRUE
NCOA4	TRUE
NCOA5	TRUE
NCOA6	TRUE
NCOA7	TRUE
NCOR1	TRUE
NCOR2	TRUE
NCR1	FALSE
NCR2	TRUE
NCR3	TRUE
NCR3LG1	TRUE
NCS1	TRUE
NCSTN	TRUE
NDC1	TRUE
NDC80	TRUE
NDE1	TRUE
NDEL1	TRUE
NDFIP1	TRUE
NDFIP2	TRUE
NDN	TRUE
NDNF	TRUE
NDOR1	TRUE
NDP	TRUE
NDRG1	TRUE
NDRG2	TRUE
NDRG3	TRUE
NDRG4	TRUE
NDST1	TRUE
NDST2	TRUE
NDST4	FALSE
NDUFA1	TRUE
NDUFA10	TRUE
NDUFA11	TRUE
NDUFA12	TRUE
NDUFA13	TRUE
NDUFA2	TRUE
NDUFA3	TRUE
NDUFA4	TRUE
NDUFA4L2	TRUE
NDUFA6	TRUE
NDUFA7	TRUE
NDUFA8	TRUE
NDUFA9	TRUE
NDUFAB1	TRUE
NDUFAF1	TRUE
NDUFAF2	TRUE
NDUFAF3	TRUE
NDUFAF4	TRUE
NDUFAF5	TRUE
NDUFAF6	TRUE
NDUFAF7	TRUE
NDUFAF8	TRUE
NDUFB10	TRUE
NDUFB11	TRUE
NDUFB2	TRUE
NDUFB5	TRUE
NDUFB6	TRUE
NDUFB7	TRUE
NDUFB9	TRUE
NDUFC1	TRUE
NDUFC2	TRUE
NDUFS1	TRUE
NDUFS2	TRUE
NDUFS3	TRUE
NDUFS4	TRUE
NDUFS5	TRUE
NDUFS6	TRUE
NDUFS7	TRUE
NDUFS8	TRUE
NDUFV1	TRUE
NDUFV2	TRUE
NDUFV3	TRUE
NEB	TRUE
NEBL	TRUE
NECAB2	FALSE
NECAB3	TRUE
NECAP2	TRUE
NECTIN1	TRUE
NECTIN2	TRUE
NECTIN3	TRUE
NECTIN4	TRUE
NEDD1	TRUE
NEDD4	TRUE
NEDD4L	TRUE
NEDD8	TRUE
NEDD9	TRUE
NEFH	FALSE
NEFL	TRUE
NEFM	FALSE
NEGR1	TRUE
NEIL1	TRUE
NEIL2	TRUE
NEIL3	TRUE
NEK1	TRUE
NEK10	TRUE
NEK11	TRUE
NEK3	TRUE
NEK4	TRUE
NEK6	TRUE
NEK7	TRUE
NEK8	TRUE
NEK9	TRUE
NELFA	TRUE
NELFB	TRUE
NELFCD	TRUE
NELFE	TRUE
NELL1	TRUE
NELL2	TRUE
NEMF	TRUE
NEMP1	TRUE
NEMP2	TRUE
NENF	TRUE
NEO1	TRUE
NEPRO	TRUE
NES	TRUE
NET1	TRUE
NETO1	FALSE
NETO2	TRUE
NEU1	TRUE
NEU2	TRUE
NEU3	TRUE
NEU4	TRUE
NEURL1	TRUE
NEURL1B	TRUE
NEURL2	TRUE
NEURL3	TRUE
NEURL4	TRUE
NEUROD1	FALSE
NEUROD2	FALSE
NEUROD4	FALSE
NEUROD6	TRUE
NEUROG1	FALSE
NEUROG2	TRUE
NEUROG3	TRUE
NEXMIF	FALSE
NEXN	TRUE
NF1	TRUE
NF2	TRUE
NFAM1	TRUE
NFASC	TRUE
NFAT5	TRUE
NFATC1	TRUE
NFATC2	TRUE
NFATC2IP	TRUE
NFATC3	TRUE
NFATC4	TRUE
NFE2	TRUE
NFE2L1	TRUE
NFE2L2	TRUE
NFE2L3	TRUE
NFIA	TRUE
NFIB	TRUE
NFIC	TRUE
NFIL3	TRUE
NFIX	TRUE
NFKB1	TRUE
NFKB2	TRUE
NFKBIA	TRUE
NFKBIB	TRUE
NFKBID	TRUE
NFKBIE	TRUE
NFKBIL1	TRUE
NFKBIZ	TRUE
NFRKB	TRUE
NFS1	TRUE
NFX1	TRUE
NFXL1	TRUE
NFYA	TRUE
NFYB	TRUE
NFYC	TRUE
NGB	FALSE
NGDN	TRUE
NGEF	TRUE
NGF	TRUE
NGFR	TRUE
NGLY1	TRUE
NGRN	TRUE
NHEJ1	TRUE
NHLH1	TRUE
NHLH2	TRUE
NHLRC1	TRUE
NHLRC2	TRUE
NHLRC3	TRUE
NHLRC4	TRUE
NHP2	TRUE
NHS	TRUE
NHSL1	TRUE
NHSL2	TRUE
NIBAN1	TRUE
NIBAN2	TRUE
NIBAN3	TRUE
NID1	TRUE
NID2	TRUE
NIF3L1	TRUE
NIFK	TRUE
NIM1K	FALSE
NIN	TRUE
NINJ1	TRUE
NINJ2	TRUE
NINL	TRUE
NIPA1	TRUE
NIPA2	TRUE
NIPAL1	TRUE
NIPAL2	TRUE
NIPAL3	TRUE
NIPAL4	TRUE
NIPBL	TRUE
NIPSNAP1	TRUE
NIPSNAP2	TRUE
NIPSNAP3A	TRUE
NIPSNAP3B	TRUE
NISCH	TRUE
NIT1	TRUE
NIT2	TRUE
NKAIN1	FALSE
NKAIN2	FALSE
NKAIN3	FALSE
NKAIN4	TRUE
NKAP	TRUE
NKAPD1	TRUE
NKAPL	TRUE
NKD1	TRUE
NKD2	TRUE
NKG7	TRUE
NKIRAS1	TRUE
NKIRAS2	TRUE
NKPD1	TRUE
NKRF	TRUE
NKTR	TRUE
NKX1-1	FALSE
NKX2-1	TRUE
NKX2-2	TRUE
NKX2-3	FALSE
NKX2-4	FALSE
NKX2-5	FALSE
NKX2-6	FALSE
NKX2-8	FALSE
NKX3-1	TRUE
NKX3-2	TRUE
NKX6-1	FALSE
NKX6-2	TRUE
NKX6-3	TRUE
NLE1	TRUE
NLGN1	FALSE
NLGN2	TRUE
NLGN3	TRUE
NLGN4X	TRUE
NLK	TRUE
NLN	TRUE
NLRC3	TRUE
NLRC4	TRUE
NLRC5	TRUE
NLRP1	TRUE
NLRP10	FALSE
NLRP11	TRUE
NLRP12	TRUE
NLRP13	FALSE
NLRP14	FALSE
NLRP2	TRUE
NLRP3	TRUE
NLRP4	FALSE
NLRP5	FALSE
NLRP6	TRUE
NLRP7	FALSE
NLRP8	FALSE
NLRP9	FALSE
NLRX1	TRUE
NMB	TRUE
NMBR	TRUE
NMD3	TRUE
NME1	TRUE
NME2	TRUE
NME3	TRUE
NME4	TRUE
NME5	TRUE
NME6	TRUE
NME7	TRUE
NME8	TRUE
NME9	FALSE
NMI	TRUE
NMNAT1	TRUE
NMNAT2	TRUE
NMRAL1	TRUE
NMRK1	TRUE
NMRK2	FALSE
NMS	FALSE
NMT1	TRUE
NMT2	TRUE
NMU	TRUE
NMUR1	TRUE
NMUR2	FALSE
NNAT	TRUE
NNMT	TRUE
NNT	TRUE
NOA1	TRUE
NOB1	TRUE
NOBOX	FALSE
NOC2L	TRUE
NOC3L	TRUE
NOC4L	TRUE
NOCT	TRUE
NOD1	TRUE
NOD2	TRUE
NODAL	TRUE
NOG	TRUE
NOL10	TRUE
NOL11	TRUE
NOL12	TRUE
NOL3	TRUE
NOL4	FALSE
NOL4L	TRUE
NOL6	TRUE
NOL7	TRUE
NOL8	TRUE
NOL9	TRUE
NOM1	TRUE
NOMO1	TRUE
NONO	TRUE
NOP10	TRUE
NOP14	TRUE
NOP16	TRUE
NOP2	TRUE
NOP53	TRUE
NOP56	TRUE
NOP58	TRUE
NOP9	TRUE
NOS1	FALSE
NOS1AP	TRUE
NOS2	TRUE
NOS3	TRUE
NOSIP	TRUE
NOSTRIN	TRUE
NOTCH1	TRUE
NOTCH2	TRUE
NOTCH3	TRUE
NOTO	FALSE
NOTUM	TRUE
NOVA1	TRUE
NOVA2	TRUE
NOX1	TRUE
NOX3	FALSE
NOX4	TRUE
NOX5	FALSE
NOXA1	TRUE
NOXO1	TRUE
NOXRED1	TRUE
NPAP1	FALSE
NPAS1	FALSE
NPAS2	TRUE
NPAS3	TRUE
NPAS4	FALSE
NPAT	TRUE
NPB	TRUE
NPBWR1	TRUE
NPBWR2	TRUE
NPC1	TRUE
NPC1L1	TRUE
NPC2	TRUE
NPDC1	TRUE
NPEPL1	TRUE
NPEPPS	TRUE
NPFFR1	FALSE
NPFFR2	FALSE
NPHP1	TRUE
NPHP3	TRUE
NPHP4	TRUE
NPHS1	FALSE
NPHS2	FALSE
