program	role	n_patients	n_rHGP	n_dHGP	effect	CI_low	CI_high	bootstrap_B	bootstrap_seed	p_allocation	allocations	missing_scores	p_BH_four_components	earlier_12_module_family_q
"FROZEN_REC_TOP50"	"existing_primary_REC"	15	6	9	0.505162955238302	0.301546861059242	0.726171372774193	10000	43	0.000599400599400599	5005	0	NA	NA
"CANELLAS_CORE_HRC"	"extension_secondary_component"	15	6	9	0.511916907470331	0.204624585872519	0.827006670702794	10000	44	0.00939060939060939	5005	0	0.0187812187812188	NA
"REACTOME_TIGHT_JUNCTION_INTERACTIONS"	"extension_secondary_component"	15	6	9	0.29361686001193	0.148321556488911	0.474084856119149	10000	45	0.00659340659340659	5005	0	0.0187812187812188	0.0391608391608392
"HALLMARK_E2F_TARGETS"	"extension_secondary_component"	15	6	9	-0.363212758839771	-0.849953720266466	0.116429743358795	10000	46	0.167232767232767	5005	0	0.215584415584416	NA
"HALLMARK_G2M_CHECKPOINT"	"extension_secondary_component"	15	6	9	-0.26421561259362	-0.633318614326394	0.0955500403358256	10000	47	0.215584415584416	5005	0	0.215584415584416	NA
