study	patient	scoring	model	n_cells	n_samples	gene	rho	z
Ogden_2025	CRC01	target_mean	common	342	1	PARD3	0.0463880493761488	0.046421365793999435
Ogden_2025	CRC01	target_mean	common	342	1	PARD6A	0.09471166299550189	0.09499639436447392
Ogden_2025	CRC01	target_mean	common	342	1	PARD6B	0.20639985156256574	0.2094080655991304
Ogden_2025	CRC01	target_mean	common	342	1	PARD6G	-0.025183852359547555	-0.025189178474644067
Ogden_2025	CRC01	target_mean	common	342	1	PATJ	0.03530194049469717	0.035316616213658066
Ogden_2025	CRC01	target_mean	common	342	1	PRKCI	0.02141081616657846	0.021414088803986056
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN1	0.09764191887559964	0.09795401031380878
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN10	0.09187862406417194	0.09213847819848384
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN11	-0.006817136275931265	-0.006817241883922631
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN12	0.06793391514416995	0.06803871086515872
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN14	-0.138006038129037	-0.1388923273680722
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN15	0.0251342081270328	0.025139502798568462
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN16	0.042535055981188286	0.04256073577714339
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN17	NA	NA
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN18	0.0504234968931073	0.05046629660550946
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN19	NA	NA
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN2	-0.059925319924639536	-0.05999720636295657
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN20	-0.0729270768527518	-0.07305677508797337
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN22	NA	NA
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN23	0.06912763914959712	0.06923806775625499
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN3	0.10085675457638792	0.10120083150989129
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN4	0.12706290474231854	0.12775341558483616
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN5	0.05261393726880763	0.05266256716215942
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN6	0.052788427816838054	0.052837543693017464
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN7	0.24715676618449167	0.25238231756991425
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN8	NA	NA
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CLDN9	0.04699072721703248	0.047025360300332796
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	CRB3	0.022326106607074837	0.02232981723697994
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	F11R	0.16052818909544872	0.16192880918705096
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PALS1	-0.034199094770511966	-0.03421243697184737
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PARD3	0.02036145510456519	0.020364269682179567
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PARD6A	0.12130730651942949	0.12190764711991046
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PARD6B	0.20454870752808052	0.207475321060323
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PARD6G	-0.015311314204048628	-0.015312510881881083
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PATJ	0.03419106340939589	0.03420439620863923
Ogden_2025	CRC01	target_mean	state_enhanced	342	1	PRKCI	0.011917346887706898	0.011917911115529787
Ogden_2025	CRC02	target_mean	common	706	1	CLDN1	-0.05873962017450925	-0.058807317656260454
Ogden_2025	CRC02	target_mean	common	706	1	CLDN10	-0.0563248146102785	-0.05638449145081224
Ogden_2025	CRC02	target_mean	common	706	1	CLDN11	-0.014186328633961133	-0.014187280424185846
Ogden_2025	CRC02	target_mean	common	706	1	CLDN12	-0.027767088180480157	-0.027774227728771066
Ogden_2025	CRC02	target_mean	common	706	1	CLDN14	-0.057740925162527455	-0.057805223527356904
Ogden_2025	CRC02	target_mean	common	706	1	CLDN15	0.050650100365894624	0.05069348029916617
Ogden_2025	CRC02	target_mean	common	706	1	CLDN16	-0.04802430223307993	-0.04806127342802497
Ogden_2025	CRC02	target_mean	common	706	1	CLDN17	NA	NA
Ogden_2025	CRC02	target_mean	common	706	1	CLDN18	NA	NA
Ogden_2025	CRC02	target_mean	common	706	1	CLDN19	NA	NA
Ogden_2025	CRC02	target_mean	common	706	1	CLDN2	-0.027269219650861917	-0.02727598189277093
Ogden_2025	CRC02	target_mean	common	706	1	CLDN20	-0.04966150032299688	-0.049702386976102055
Ogden_2025	CRC02	target_mean	common	706	1	CLDN22	NA	NA
Ogden_2025	CRC02	target_mean	common	706	1	CLDN23	0.05479525923867206	0.05485019954352246
Ogden_2025	CRC02	target_mean	common	706	1	CLDN3	-0.028851917250330157	-0.028859927015185388
Ogden_2025	CRC02	target_mean	common	706	1	CLDN4	0.25045613429583113	0.2558994143585708
Ogden_2025	CRC02	target_mean	common	706	1	CLDN5	0.028152479838981788	0.028159920907519523
Ogden_2025	CRC02	target_mean	common	706	1	CLDN6	0.018635796046132753	0.018637953855634395
Ogden_2025	CRC02	target_mean	common	706	1	CLDN7	0.05783698644282764	0.05790160668540041
Ogden_2025	CRC02	target_mean	common	706	1	CLDN8	NA	NA
Ogden_2025	CRC02	target_mean	common	706	1	CLDN9	0.07212802052521146	0.07225349325729878
Ogden_2025	CRC02	target_mean	common	706	1	CRB3	0.014336235413421624	0.01433721769879474
Ogden_2025	CRC02	target_mean	common	706	1	F11R	0.07883904339003057	0.07900299912359654
Ogden_2025	CRC02	target_mean	common	706	1	PALS1	-0.0006563869380785513	-0.0006563870323453259
Ogden_2025	CRC02	target_mean	common	706	1	PARD3	0.004492752133180205	0.004492782362013266
Ogden_2025	CRC02	target_mean	common	706	1	PARD6A	0.060022554264376374	0.06009479170486566
Ogden_2025	CRC02	target_mean	common	706	1	PARD6B	0.12736145635387106	0.1280568781143586
Ogden_2025	CRC02	target_mean	common	706	1	PARD6G	0.008945821746463849	0.008946060395849097
Ogden_2025	CRC02	target_mean	common	706	1	PATJ	0.03692953936082288	0.036946341167753506
Ogden_2025	CRC02	target_mean	common	706	1	PRKCI	0.02113250478909765	0.021135651436379126
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN1	-0.0708714257924763	-0.0709904413679283
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN10	-0.04495393586608746	-0.044984254451872444
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN11	-0.028513848178336066	-0.028521579578896505
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN12	-0.031645606842230084	-0.03165617696645342
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN14	-0.06563446887881927	-0.06572896178660821
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN15	0.04499625908255712	0.04502666345155093
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN16	-0.05006312986660134	-0.05010501756566388
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN17	NA	NA
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN18	NA	NA
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN19	NA	NA
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN2	-0.03127862339634713	-0.03128882989253473
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN20	-0.06346309069245426	-0.0635484977276243
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN22	NA	NA
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN23	0.049587304839756256	0.04962800832936004
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN3	-0.01979387890385878	-0.019796464576749585
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN4	0.23318565699374333	0.23755567460495658
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN5	0.017257182619216466	0.017258896047936154
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN6	0.008719033225382988	0.008719254180240294
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN7	0.05265848742959776	0.05270724109525383
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN8	NA	NA
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CLDN9	0.05782821877386243	0.05789280959359458
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	CRB3	0.017147215421598933	0.017148896299560477
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	F11R	0.060733723107071445	0.060808562644055104
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PALS1	0.00648958935342302	0.006489680458246099
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PARD3	0.00429633651635553	0.004296362951301516
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PARD6A	0.05207434418870439	0.05212149157086417
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PARD6B	0.1167845592535206	0.1173198739649772
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PARD6G	0.007575638031748076	0.007575782959430444
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PATJ	0.04899705985369201	0.04903632570328962
Ogden_2025	CRC02	target_mean	state_enhanced	706	1	PRKCI	0.01619467382382487	0.016196089825312055
Ogden_2025	CRC03	target_mean	common	452	1	CLDN1	0.20592668076819168	0.20891389073520236
Ogden_2025	CRC03	target_mean	common	452	1	CLDN10	0.08567135027879567	0.08588187540945313
Ogden_2025	CRC03	target_mean	common	452	1	CLDN11	-0.016213012741249165	-0.01621443355915085
Ogden_2025	CRC03	target_mean	common	452	1	CLDN12	0.1372457060056201	0.13811731580286699
Ogden_2025	CRC03	target_mean	common	452	1	CLDN14	0.03854211381062436	0.03856121553866114
Ogden_2025	CRC03	target_mean	common	452	1	CLDN15	0.06916514518654923	0.06927575397946956
Ogden_2025	CRC03	target_mean	common	452	1	CLDN16	0.12118582069603884	0.12178434871997249
Ogden_2025	CRC03	target_mean	common	452	1	CLDN17	NA	NA
Ogden_2025	CRC03	target_mean	common	452	1	CLDN18	-0.03693480891194104	-0.036951617916280086
Ogden_2025	CRC03	target_mean	common	452	1	CLDN19	NA	NA
Ogden_2025	CRC03	target_mean	common	452	1	CLDN2	-0.11001089268097877	-0.11045794190022028
Ogden_2025	CRC03	target_mean	common	452	1	CLDN20	0.0012515799902466402	0.0012515806437607775
Ogden_2025	CRC03	target_mean	common	452	1	CLDN22	-0.017449853709274998	-0.017451625177926963
Ogden_2025	CRC03	target_mean	common	452	1	CLDN23	0.05552548008055146	0.05558264901773669
Ogden_2025	CRC03	target_mean	common	452	1	CLDN3	-0.040903287163662434	-0.0409261215658786
Ogden_2025	CRC03	target_mean	common	452	1	CLDN4	0.17296704402876745	0.17472360427313507
Ogden_2025	CRC03	target_mean	common	452	1	CLDN5	NA	NA
Ogden_2025	CRC03	target_mean	common	452	1	CLDN6	NA	NA
Ogden_2025	CRC03	target_mean	common	452	1	CLDN7	0.12778398493312745	0.12848639703454326
Ogden_2025	CRC03	target_mean	common	452	1	CLDN8	NA	NA
Ogden_2025	CRC03	target_mean	common	452	1	CLDN9	-0.017449853709274998	-0.017451625177926963
Ogden_2025	CRC03	target_mean	common	452	1	CRB3	0.05817865593304384	0.058244429746825185
Ogden_2025	CRC03	target_mean	common	452	1	F11R	0.14575249834782372	0.1467979687701419
Ogden_2025	CRC03	target_mean	common	452	1	PALS1	0.0644476728781949	0.06453712376257571
Ogden_2025	CRC03	target_mean	common	452	1	PARD3	0.09501584927919386	0.09530334292126862
Ogden_2025	CRC03	target_mean	common	452	1	PARD6A	0.027048887396633785	0.02705548699748493
Ogden_2025	CRC03	target_mean	common	452	1	PARD6B	0.25465149898833644	0.26038061367968585
Ogden_2025	CRC03	target_mean	common	452	1	PARD6G	-0.05518701219236248	-0.05524314076638358
Ogden_2025	CRC03	target_mean	common	452	1	PATJ	0.0020237515774520123	0.0020237543402645193
Ogden_2025	CRC03	target_mean	common	452	1	PRKCI	0.02153727046617106	0.021540601443094734
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN1	0.16535542810864248	0.1668877180748509
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN10	0.07663180020472997	0.07678233600100119
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN11	-0.07659947238063919	-0.07674981729353446
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN12	0.1635140826082342	0.16499520060003398
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN14	0.006210009125327084	0.006210088955213148
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN15	0.025587294413530692	0.02559288069086086
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN16	0.10008660509100126	0.10042282838647881
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN17	NA	NA
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN18	0.01750738565507994	0.017509174705251897
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN19	NA	NA
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN2	-0.09030795654530965	-0.09055466790504066
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN20	0.0014421643299981077	0.001442165329822059
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN22	-0.029292291492876796	-0.02930067377842486
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN23	0.09714701607326447	0.09745436805313921
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN3	-0.030489744516273884	-0.03049919779434421
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN4	0.14278248155047726	0.14376482030503554
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN5	NA	NA
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN6	NA	NA
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN7	0.08417553451308478	0.08437519317583834
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN8	NA	NA
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CLDN9	-0.029292291492876796	-0.02930067377842486
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	CRB3	0.012276342430925173	0.012276959203423912
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	F11R	0.13441349628623112	0.1352318684273649
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PALS1	0.0842682323796499	0.08446855327606598
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PARD3	0.11588353369234568	0.11640648691415527
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PARD6A	-0.0003359893272859392	-0.0003359893399290872
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PARD6B	0.1558739723564332	0.15715510876756125
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PARD6G	-0.05788847339457726	-0.057953266599488185
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PATJ	0.043720788613913604	0.043748678143896665
Ogden_2025	CRC03	target_mean	state_enhanced	452	1	PRKCI	0.011609181209751747	0.011609702786997468
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN1	0.04678626243336165	0.04682044500331979
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN10	0.002462910170765573	0.0024629151507277298
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN11	0.001480228688338793	0.001480229769438544
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN12	-0.009448650141975512	-0.009448931339384863
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN14	0.017026446179084942	0.017028091786839703
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN15	0.05069291967887226	0.05073640983811741
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN16	0.019299023899537516	0.019301420423879015
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN17	NA	NA
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN18	NA	NA
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN19	-0.0006224772929206558	-0.0006224773733194225
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN2	-0.01345175449784709	-0.013452565949590866
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN20	0.013795212621372944	0.01379608783391889
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN22	NA	NA
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN23	0.06738112366650319	0.06748337731157318
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN3	0.19479623742165017	0.19731778530234056
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN4	0.18020455458324425	0.18219410072394804
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN5	0.044059485740195255	0.04408802897994234
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN6	0.02670919003248886	0.026715544027138986
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN7	0.12984551825051244	0.13058271586644107
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN8	0.008967857449639419	0.008968097866981143
Ogden_2025	CRC04	target_mean	common	2678	1	CLDN9	-0.00572672713690845	-0.005726789741583122
Ogden_2025	CRC04	target_mean	common	2678	1	CRB3	0.01959345977558856	0.019595967686970747
Ogden_2025	CRC04	target_mean	common	2678	1	F11R	0.05893155554916814	0.05899991974800412
Ogden_2025	CRC04	target_mean	common	2678	1	PALS1	0.0007550143978395172	0.0007550145413040652
Ogden_2025	CRC04	target_mean	common	2678	1	PARD3	-0.05269834083037655	-0.05274720539758901
Ogden_2025	CRC04	target_mean	common	2678	1	PARD6A	0.0028274883368952595	0.002827495871895926
Ogden_2025	CRC04	target_mean	common	2678	1	PARD6B	0.08826087122969001	0.08849113194246776
Ogden_2025	CRC04	target_mean	common	2678	1	PARD6G	-0.0019426786374084723	-0.001942681081303919
Ogden_2025	CRC04	target_mean	common	2678	1	PATJ	0.05264293553838155	0.052691645972838694
Ogden_2025	CRC04	target_mean	common	2678	1	PRKCI	-0.006777040050568431	-0.006777143806006884
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN1	0.04868468937096581	0.048723208298017545
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN10	0.00891100173105258	0.008911237604482
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN11	-0.00660795551838971	-0.006608051699869851
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN12	-0.014320177635469791	-0.014321156623543932
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN14	0.01980455832486389	0.019807148185826323
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN15	0.05773393093357948	0.05779820590438659
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN16	0.01403837281920389	0.014039295136638968
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN17	NA	NA
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN18	NA	NA
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN19	0.007414510736088567	0.007414646611404188
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN2	-0.007296617643816917	-0.007296747140124695
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN20	0.018901508004527813	0.01890375944888487
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN22	NA	NA
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN23	0.06013008647082464	0.060202713418612525
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN3	0.1733488179894002	0.17511717905515822
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN4	0.14678859581135079	0.14785671836139888
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN5	0.04225851875185831	0.04228370057870708
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN6	0.0366156027863854	0.03663197950396768
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN7	0.11572509041590465	0.11624588992922028
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN8	0.01576803108186016	0.015769338082924973
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CLDN9	-0.0142119969134436	-0.014212953879854898
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	CRB3	-0.0013863149089969268	-0.0013863157971031792
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	F11R	0.05506971997313479	0.055125490993270625
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PALS1	0.0015345841391565408	0.0015345853437804383
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PARD3	-0.029678070142523782	-0.029686788111368153
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PARD6A	-0.0036183242917899494	-0.003618340082607672
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PARD6B	0.05782513636177276	0.05788971683956851
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PARD6G	-0.0037948313272849793	-0.0037948495435748807
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PATJ	0.06244965989431373	0.06253103411872159
Ogden_2025	CRC04	target_mean	state_enhanced	2678	1	PRKCI	-0.005026742346720003	-0.005026784686169384
Ogden_2025	CRC05	target_mean	common	654	1	CLDN1	0.09911573748656333	0.09944223280810192
Ogden_2025	CRC05	target_mean	common	654	1	CLDN10	0.03826948492572668	0.038288183928956804
Ogden_2025	CRC05	target_mean	common	654	1	CLDN11	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN12	0.04057218611944392	0.04059447012208316
Ogden_2025	CRC05	target_mean	common	654	1	CLDN14	-0.003400553074534935	-0.0034005661823537955
Ogden_2025	CRC05	target_mean	common	654	1	CLDN15	-0.06531400624373494	-0.06540711945060557
Ogden_2025	CRC05	target_mean	common	654	1	CLDN16	0.05399469596871831	0.05404726048317342
Ogden_2025	CRC05	target_mean	common	654	1	CLDN17	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN18	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN19	0.010511343737495748	0.010511730890160276
Ogden_2025	CRC05	target_mean	common	654	1	CLDN2	0.02827462565598435	0.028282164030757916
Ogden_2025	CRC05	target_mean	common	654	1	CLDN20	-0.026007457009574988	-0.02601332309946119
Ogden_2025	CRC05	target_mean	common	654	1	CLDN22	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN23	-0.0380528914482156	-0.038071274570638525
Ogden_2025	CRC05	target_mean	common	654	1	CLDN3	0.09426822033402997	0.09454895681679039
Ogden_2025	CRC05	target_mean	common	654	1	CLDN4	0.17789361562257835	0.17980662137451303
Ogden_2025	CRC05	target_mean	common	654	1	CLDN5	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN6	-0.03731063658949324	-0.03732796423985456
Ogden_2025	CRC05	target_mean	common	654	1	CLDN7	0.06340918718182241	0.06349437642507921
Ogden_2025	CRC05	target_mean	common	654	1	CLDN8	NA	NA
Ogden_2025	CRC05	target_mean	common	654	1	CLDN9	0.012100903632094453	0.012101494336638093
Ogden_2025	CRC05	target_mean	common	654	1	CRB3	0.014494614301699512	0.014495629506086297
Ogden_2025	CRC05	target_mean	common	654	1	F11R	0.14815779395629522	0.149256356556278
Ogden_2025	CRC05	target_mean	common	654	1	PALS1	0.07235284311839836	0.07247949528371049
Ogden_2025	CRC05	target_mean	common	654	1	PARD3	0.01019672432436249	0.010197077741718451
Ogden_2025	CRC05	target_mean	common	654	1	PARD6A	-0.05943877363465832	-0.059508920816109014
Ogden_2025	CRC05	target_mean	common	654	1	PARD6B	0.14882725288104212	0.1499409099310123
Ogden_2025	CRC05	target_mean	common	654	1	PARD6G	0.06229449344555708	0.06237526167184405
Ogden_2025	CRC05	target_mean	common	654	1	PATJ	0.14818860603715653	0.14928786031144964
Ogden_2025	CRC05	target_mean	common	654	1	PRKCI	0.08547855383722092	0.0856876566895076
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN1	0.06170788135524903	0.061786385838981606
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN10	-0.010772527754422058	-0.010772944491220552
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN11	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN12	0.0639325282308536	0.0640198477354946
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN14	0.019030411566143844	0.019032709394959275
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN15	-0.014833474533367376	-0.0148345626232114
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN16	-0.0026580884238757963	-0.002658094684085171
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN17	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN18	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN19	0.025274182131409598	0.025279565778385846
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN2	0.04083217293676664	0.040854888367304484
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN20	-0.013621126410041443	-0.013621968902777908
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN22	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN23	-0.02374361752453185	-0.02374808093004516
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN3	0.1280820651685664	0.1287894370861405
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN4	0.2115857202184481	0.21483080286263714
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN5	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN6	-0.04468716800192197	-0.044716949602241256
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN7	0.048898389094394326	0.04893741797288438
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN8	NA	NA
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CLDN9	0.01866609880695254	0.01866826716117749
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	CRB3	0.03779530381017709	0.0378133159254508
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	F11R	0.16574715702447812	0.16729048574271677
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PALS1	0.06610534516355898	0.06620189004247182
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PARD3	0.03590462187939013	0.03592006254143122
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PARD6A	-0.062452801993611994	-0.06253418852068036
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PARD6B	0.13686536964106963	0.1377296983414412
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PARD6G	0.07301526975250323	0.07314544011059848
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PATJ	0.1153041129919106	0.11581921916466852
Ogden_2025	CRC05	target_mean	state_enhanced	654	1	PRKCI	0.09845188672691482	0.0987718401695733
Ogden_2025	CRC06	target_mean	common	997	1	CLDN1	0.11108535800300604	0.11154570071068756
Ogden_2025	CRC06	target_mean	common	997	1	CLDN10	0.027675231997728127	0.027682300903616407
Ogden_2025	CRC06	target_mean	common	997	1	CLDN11	0.03709718461903175	0.03711421641359214
Ogden_2025	CRC06	target_mean	common	997	1	CLDN12	0.08497981782049763	0.08518527132770569
Ogden_2025	CRC06	target_mean	common	997	1	CLDN14	-0.006649273231936872	-0.006649371228942199
Ogden_2025	CRC06	target_mean	common	997	1	CLDN15	0.030903412343166105	0.030913255785697202
