study	patient	scoring	model	n_cells	n_samples	gene	rho	z
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	fixed_background	common	121	1	PARD6G	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	fixed_background	common	121	1	PATJ	0.04856426791063035	0.048602501445504445
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	fixed_background	common	121	1	PRKCI	0.09656897401916219	0.09687085174069128
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN1	0.031217810502530023	0.03122795755984486
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN10	-0.016816228051604216	-0.016817813449240396
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN11	-0.013194909705935533	-0.013195675555349493
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN12	0.02453234010716093	0.02453726336452989
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN14	-0.028395521581601867	-0.028403157099001965
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN15	-0.03158627349760597	-0.031596784254777216
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN16	-0.015020471834533288	-0.015021601599924226
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN18	0.02220287078405404	0.02220652029458904
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN19	0.010731057332963721	0.010731469275178039
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN2	-0.1491037627800598	-0.15022369503783448
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN23	0.06869382833739045	0.0688021870751885
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN3	0.14002876224170957	0.14095491344284294
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN4	0.16940284132619485	0.17105179754472746
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN5	-0.011738645640365752	-0.011739184863642806
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN6	0.0206628862493648	0.020665827709548786
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN7	0.21015564735355885	0.2133341802057279
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN8	0.011289549896001158	0.01129002956520965
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CLDN9	0.010283782829530503	0.010284145377096932
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	CRB3	0.06434645443460241	0.0644354838199018
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	F11R	0.1254123666998359	0.12607614830504735
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PALS1	0.05130823294242355	0.05135332776111868
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PARD3	0.023600147595210532	0.023604530560875855
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PARD6A	0.005977760536031951	0.005977831739901774
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PARD6B	0.08330873065738179	0.0835022676600903
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PARD6G	0.02331755766432582	0.023321785028215317
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PATJ	0.016912960643444132	0.01691457356113881
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	fixed_background	common	3124	2	PRKCI	-0.00853035223417244	-0.00853055915232886
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN1	0.1005976007592723	0.10093902137496247
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN10	0.0034128113913519183	0.0034128246414362813
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN11	-0.0015737052752554787	-0.001573706574376447
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN12	0.02851135404189513	0.02851908341315164
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN14	-0.004014675991047485	-0.004014697560267855
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN15	-0.004347207899707594	-0.004347235284843499
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN16	0.010205923549985405	0.010206277924776973
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN18	0.002254714411950242	0.0022547182327536494
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN19	0.016233553389637487	0.016234979615157328
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN2	0.00967795396507379	0.009678256136788124
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN23	0.014336836189421127	0.01433781859830088
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN3	0.0866471364777788	0.08686495953039967
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN4	0.21639097116738892	0.2198666624698274
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN5	0.005585932466434564	0.005585990566138387
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN6	0.024096396865568366	0.024101062238917132
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN7	0.0409184257032736	0.040941285485314324
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN8	-0.015194348614860005	-0.015195518074314943
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CLDN9	0.045396750118318355	0.04542797425995109
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	CRB3	0.043519434804188246	0.04354694048438608
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	F11R	0.058253760361193264	0.05831978957904439
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PALS1	-0.01394705334815063	-0.013947957782031726
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PARD3	0.03265885276375541	0.03267047151821775
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PARD6A	0.014315433894484616	0.014316411909894527
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PARD6B	0.04357817999367725	0.04360579729575402
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PARD6G	-0.013601138405687321	-0.013601977194700798
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PATJ	-0.018175692494515363	-0.018177694373126992
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	fixed_background	common	9962	2	PRKCI	0.018257197383914327	0.01825922631803931
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN1	0.1585151040723278	0.1598631584576881
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN10	-0.16184561363873	-0.16328137525970562
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN11	-0.0783066036408655	-0.07846725182446976
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN12	-0.06366307838384089	-0.06374929670089857
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN14	-0.16184561363873	-0.16328137525970562
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN15	-0.06161305414512778	-0.0616911967184874
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN16	-0.03629127276281782	-0.03630721791708836
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN18	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN19	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN2	-0.27845035025200704	-0.286001384568337
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN23	0.06138116481763661	0.061458427079726666
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN3	0.2239723769093195	0.22783438930853012
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN4	0.30860958213754647	0.3190078982438701
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN5	0.0029089143261345823	0.002908922531043074
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN6	-0.012973349526806876	-0.01297407743894654
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN7	0.4794045321909126	0.5222108279331718
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN8	-0.06446370206570838	-0.06455321982174113
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CLDN9	0.12157888842375468	0.12218329438936591
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	CRB3	0.14427326090165987	0.14528695634450955
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	F11R	0.27853287165713647	0.2860908442496927
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PALS1	0.08119640612607014	0.08137555406754032
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PARD3	0.09078363720936744	0.09103428070379507
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PARD6A	0.0005948223061619009	0.0005948223763139849
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PARD6B	0.32322094524917605	0.33523964652115057
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PARD6G	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PATJ	-0.1338665993339817	-0.13467495052881223
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	fixed_background	common	286	1	PRKCI	0.09491808274545183	0.09520468663355286
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN1	-0.03698863970781708	-0.037005522354745454
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN10	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN11	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN12	-0.06320275470386111	-0.06328711330918156
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN14	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN15	0.00011172392972233279	0.00011172393018718763
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN16	0.0022747420022543323	0.0022747459257803234
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN17	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN18	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN19	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN2	-0.1900407833506876	-0.19237948032917684
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN20	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN22	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN23	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN3	0.12469606711567324	0.1253484688307362
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN4	0.4016630216280977	0.42563028950511844
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN5	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN6	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN7	0.11695267121700706	0.1174903138433144
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN8	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CLDN9	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	CRB3	-0.04458721134084229	-0.04461679338194172
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	F11R	-0.030079521547664485	-0.0300885982348751
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PALS1	0.08341905534963152	0.08361336442370929
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PARD3	0.22938512425308524	0.23354034413933483
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PARD6A	-0.0686791360402247	-0.06878742513364998
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PARD6B	0.18593377933962255	0.18812201392356817
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PARD6G	0.007234562731581634	0.007234688951892158
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PATJ	0.05717553068841394	0.05723795623448685
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL07	target_mean	common	1872	1	PRKCI	0.06983283063701057	0.0699466801018572
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN1	0.18616371164947862	0.1883601905113543
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN10	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN11	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN12	0.041219584361369396	0.041242952957121146
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN14	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN15	0.23792018545540497	0.2425683434574841
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN16	0.09537449327358795	0.09566526671677936
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN17	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN18	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN19	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN2	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN20	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN22	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN23	0.025480362660845426	0.025485879175610685
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN3	0.1940439096197759	0.19653590295806025
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN4	0.48705376983126697	0.5321905402776403
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN5	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN6	0.01892431423833761	0.01892657384336366
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN7	0.39662404901260556	0.4196363699281463
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN8	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CLDN9	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	CRB3	0.1323894295027541	0.13317112805612175
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	F11R	0.12373846653304901	0.12437586089740639
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PALS1	0.23508427300637832	0.23956440851020586
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PARD3	0.23563522723853936	0.24014767219264593
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PARD6A	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PARD6B	0.3555038481899568	0.3717298281663992
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PARD6G	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PATJ	0.3355310115932041	0.3490480226206273
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL12	target_mean	common	294	1	PRKCI	0.09575657297986742	0.09605086803652023
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN1	0.04651175132995777	0.04654533522357142
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN10	-0.010015308933192432	-0.010015643819918919
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN11	0.0116675654241415	0.011668094910718196
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN12	0.07396987191477963	0.07410522630418992
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN14	0.014373774701203643	0.014374764723752808
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN15	0.031735506518535385	0.03174616701905393
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN16	-0.03215477940108699	-0.032165868209552834
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN17	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN18	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN19	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN2	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN20	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN22	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN23	0.06892169122859775	0.06903113391801988
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN3	0.2523117610622088	0.257880216433446
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN4	0.2445157036087918	0.24957137217788203
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN5	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN6	-0.04748913600354611	-0.04752488383957368
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN7	0.27561345757379163	0.2829286683919792
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN8	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CLDN9	0.06923575365253615	0.06934670219536404
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	CRB3	0.006429657404283012	0.006429746008219283
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	F11R	0.05695135518656946	0.05701304837851395
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PALS1	-0.03301490795899582	-0.033026911051985484
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PARD3	0.14540657149681777	0.14644455180790977
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PARD6A	-0.038568174421697674	-0.03858731494648316
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PARD6B	0.20367609631651404	0.20656477471508275
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PARD6G	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PATJ	0.11156251391329863	0.11202884423737638
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL15	target_mean	common	1265	1	PRKCI	0.18465077988089212	0.18679339860276029
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN1	0.03255293764986599	0.03256444368132752
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN10	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN11	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN12	0.09226233122465986	0.09252546584767912
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN14	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN15	0.05838341079789693	0.058449882469323075
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN16	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN17	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN18	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN19	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN2	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN20	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN22	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN23	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN3	0.17471904357955825	0.17653020227139538
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN4	0.2643055916944319	0.27073174233343195
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN5	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN6	0.06570870054760343	0.06580351498525945
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN7	0.06121552600213274	0.06129216353068789
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN8	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CLDN9	0.0529848871419632	0.05303455405648222
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	CRB3	0.006484817932393952	0.006484908836408991
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	F11R	0.029221896222699124	0.02923021819982507
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PALS1	0.03180398099576224	0.0318147106785623
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PARD3	0.1558553489003653	0.15713602161209983
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PARD6A	-0.062375444092493036	-0.06245652809155322
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PARD6B	0.12238758874272143	0.12300420990517481
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PARD6G	NA	NA
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PATJ	0.09546600117060682	0.09575761545127015
Che_2021_Cell_Discov	Che_2021_Cell_Discov.COL16	target_mean	common	251	1	PRKCI	0.06975434825017439	0.06986781354453332
