study	scoring	model	gene	n_patients	estimate	variance	low	high	p_signflip	n_positive
Ogden_2025	fixed_background	common	CLDN19	8	0.00083661437567829	0.00026598408647149986	-0.03267533958391346	0.02510278810143469	0.9765625	5.0
Ogden_2025	fixed_background	common	CLDN2	14	-0.04115045537562871	0.00019706244650894393	-0.06864498720592174	-0.01627829861616782	0.006591796875	3.0
Ogden_2025	fixed_background	common	CLDN20	13	-0.012416365005778734	0.00017372982787701254	-0.037838323036985505	0.013207051435609232	0.373291015625	5.0
Ogden_2025	fixed_background	common	CLDN22	1	-0.035269771462718626	NA	NA	NA	NA	0.0
Ogden_2025	fixed_background	common	CLDN23	13	0.04095314890289367	0.00013486193823622188	0.018800435893081335	0.06188427662419394	0.006103515625	10.0
Ogden_2025	fixed_background	common	CLDN3	14	0.10163909412740517	0.0004417854132547828	0.0623489066651698	0.1410665935365587	0.000732421875	12.0
Ogden_2025	fixed_background	common	CLDN4	14	0.19965152834920424	0.0003907417770063984	0.16042409723623396	0.2354023405063178	0.0001220703125	14.0
Ogden_2025	fixed_background	common	CLDN5	9	0.020666648016051968	0.00024038818285961126	-0.008499222457696319	0.04902744468782262	0.21484375	6.0
Ogden_2025	fixed_background	common	CLDN6	12	0.021914752224564942	8.65478968307185e-05	0.0035579795513736743	0.038191838773086836	0.04296875	9.0
Ogden_2025	fixed_background	common	CLDN7	14	0.1074309131922324	0.0002899051864898664	0.07731936541231609	0.1421754187887428	0.0001220703125	14.0
Ogden_2025	fixed_background	common	CLDN8	2	0.02597952262036774	0.00016117446898284777	0.013284071900411093	0.03867497334032439	0.5	2.0
Ogden_2025	fixed_background	common	CLDN9	13	0.027802506567753568	0.00011601078019603909	0.007389090972407483	0.04812565353382342	0.025634765625	9.0
Ogden_2025	fixed_background	common	CRB3	13	0.04923833938058872	0.00011379508869718575	0.03014091092497954	0.07007552300162685	0.00048828125	12.0
Ogden_2025	fixed_background	common	F11R	14	0.0884494726213302	0.00016064799615966684	0.06411897116020096	0.11235284827900274	0.0001220703125	14.0
Ogden_2025	fixed_background	common	PALS1	14	0.024170911160376042	0.00011471086834607001	0.004564510020729122	0.04394118664724941	0.04345703125	9.0
Ogden_2025	fixed_background	common	PARD3	14	-0.004820515238986324	0.0001820834368595368	-0.029793406783055087	0.021156601180339026	0.7257080078125	5.0
Ogden_2025	fixed_background	common	PARD6A	13	0.008683304155895823	0.00011400829259009496	-0.011800647446893681	0.028019766687618557	0.42333984375	7.0
Ogden_2025	fixed_background	common	PARD6B	14	0.14024509193667228	0.00025943952334738	0.11075658958721785	0.17135833142430723	0.0001220703125	14.0
Ogden_2025	fixed_background	common	PARD6G	14	-0.004654222962309633	0.00015538906666153052	-0.029973849553528692	0.016900682817483224	0.740478515625	8.0
Ogden_2025	fixed_background	common	PATJ	14	0.014776345512145048	0.00026968020679157855	-0.01661746158291489	0.04420651449361864	0.4073486328125	10.0
Ogden_2025	fixed_background	common	PRKCI	14	0.032784932938477555	0.0001181983319109834	0.010954187264404993	0.052382903571352356	0.01220703125	12.0
Ogden_2025	fixed_background	state_enhanced	CLDN1	14	0.05532807273342425	0.0001879705101340205	0.02995707270173668	0.0817615314255779	0.001220703125	12.0
Ogden_2025	fixed_background	state_enhanced	CLDN10	14	0.020723349787191713	0.00013115793637729733	0.0014763584289089833	0.04462139961027843	0.0599365234375	10.0
Ogden_2025	fixed_background	state_enhanced	CLDN11	12	-0.016387824220851256	0.0001452399749524232	-0.04042340520965756	0.005338084726603319	0.21337890625	6.0
Ogden_2025	fixed_background	state_enhanced	CLDN12	14	0.04019629484656905	0.00022465362871861382	0.013187595523116507	0.06907225945181605	0.017578125	11.0
Ogden_2025	fixed_background	state_enhanced	CLDN14	13	-0.015685802504968347	0.00020345180292363925	-0.04425233246594825	0.009270253296697575	0.3046875	6.0
Ogden_2025	fixed_background	state_enhanced	CLDN15	14	0.0016538819291381038	0.00012006652522837028	-0.01967759766362774	0.021473235432738554	0.88037109375	8.0
Ogden_2025	fixed_background	state_enhanced	CLDN16	14	0.008171544672421729	0.00013488165492444698	-0.013106777400896812	0.029586193397595252	0.500244140625	9.0
Ogden_2025	fixed_background	state_enhanced	CLDN17	0	NA	NA	NA	NA	NA	NA
Ogden_2025	fixed_background	state_enhanced	CLDN18	9	0.026727790634240346	3.922367652350013e-05	0.015221921754920265	0.03831344315024679	0.0078125	8.0
Ogden_2025	fixed_background	state_enhanced	CLDN19	8	0.021311008254709177	6.623814083841729e-05	0.006675088178529745	0.03645550841192282	0.0390625	7.0
Ogden_2025	fixed_background	state_enhanced	CLDN2	14	-0.019970320045302716	0.00012118387585003094	-0.04112853931637577	0.00028720514518162894	0.0953369140625	5.0
Ogden_2025	fixed_background	state_enhanced	CLDN20	13	-0.010172513461182335	0.00019126291011837087	-0.03550505497986188	0.01610893474478024	0.46728515625	4.0
Ogden_2025	fixed_background	state_enhanced	CLDN22	1	-0.04793975952302881	NA	NA	NA	NA	0.0
Ogden_2025	fixed_background	state_enhanced	CLDN23	13	0.03037526708617476	0.00013861341116010002	0.008496785830379194	0.052465243227423436	0.0263671875	9.0
Ogden_2025	fixed_background	state_enhanced	CLDN3	14	0.085573336714486	0.00030223221315831347	0.05317803773296719	0.11825056834892791	0.000732421875	12.0
Ogden_2025	fixed_background	state_enhanced	CLDN4	14	0.1661062524799068	0.00037834036737225687	0.12838972598045378	0.2018516484184963	0.0001220703125	14.0
Ogden_2025	fixed_background	state_enhanced	CLDN5	9	0.021301980042946193	0.00012204118365084847	-0.00038329669187573545	0.04098561451929211	0.09765625	6.0
Ogden_2025	fixed_background	state_enhanced	CLDN6	12	0.017603338970986343	7.686176242564663e-05	0.0012654193432807192	0.03430951065704932	0.0693359375	9.0
Ogden_2025	fixed_background	state_enhanced	CLDN7	14	0.08076805299249812	0.00026742957975048977	0.05243994403400364	0.11469332546003766	0.000244140625	13.0
Ogden_2025	fixed_background	state_enhanced	CLDN8	2	0.033469686053600296	0.00017924638596079114	0.020081393184052245	0.046857978923148344	0.5	2.0
Ogden_2025	fixed_background	state_enhanced	CLDN9	13	0.02298115859464497	8.205705677461493e-05	0.005383351957255453	0.03953198705866954	0.030517578125	10.0
Ogden_2025	fixed_background	state_enhanced	CRB3	13	0.04157492132199306	9.690033174097484e-05	0.024283143280444928	0.061064261849527984	0.00048828125	12.0
Ogden_2025	fixed_background	state_enhanced	F11R	14	0.0836512734943757	0.00017287249905494477	0.059162434893417985	0.10818485437237468	0.000244140625	13.0
Ogden_2025	fixed_background	state_enhanced	PALS1	14	0.010927685243153235	0.00011342543636777313	-0.008298620409488854	0.03157976847250672	0.320068359375	9.0
Ogden_2025	fixed_background	state_enhanced	PARD3	14	-0.003736211671464272	0.00013843511802717718	-0.024385322212861268	0.020083801775799832	0.7674560546875	7.0
Ogden_2025	fixed_background	state_enhanced	PARD6A	13	0.008517966550134056	0.00014446121010342215	-0.012806398375320396	0.03239347083551741	0.519287109375	9.0
Ogden_2025	fixed_background	state_enhanced	PARD6B	14	0.09622436165291115	0.0001711527271791091	0.07282351924341479	0.1225155160931649	0.0001220703125	14.0
Ogden_2025	fixed_background	state_enhanced	PARD6G	14	0.0009658089763920367	9.950171250892649e-05	-0.017568336123174287	0.01955800781387422	0.923828125	7.0
Ogden_2025	fixed_background	state_enhanced	PATJ	14	0.035561553063320026	0.00016209291350545844	0.010891688782847802	0.05911564370108069	0.01513671875	12.0
Ogden_2025	fixed_background	state_enhanced	PRKCI	14	0.029098985827043948	0.00016784464534447865	0.004186020483761761	0.05270972447693765	0.043701171875	10.0
Ogden_2025	target_mean	common	CLDN1	14	0.07045685976252204	0.0004249867719417297	0.032447620782247444	0.11075471308578974	0.00390625	12.0
Ogden_2025	target_mean	common	CLDN10	14	0.015570977457491529	0.00011375869629747034	-0.004270810012994172	0.036151649314082664	0.1707763671875	10.0
Ogden_2025	target_mean	common	CLDN11	12	-0.017705037555436634	6.45207865380451e-05	-0.03321322931786074	-0.0026844483427748787	0.04443359375	2.0
Ogden_2025	target_mean	common	CLDN12	14	0.04240741681361082	0.00019044270587695493	0.01750461769411348	0.06963258706610342	0.0074462890625	11.0
Ogden_2025	target_mean	common	CLDN14	13	-0.009414256743722026	0.00014586611362865269	-0.03382890969727521	0.01102854204206468	0.470703125	6.0
Ogden_2025	target_mean	common	CLDN15	14	0.00822284711749237	0.00015865094337835754	-0.016200559956092524	0.03136251999225226	0.515625	8.0
Ogden_2025	target_mean	common	CLDN16	14	0.01307439977682262	0.0001549513964534878	-0.009658616228786445	0.037337846294739865	0.322265625	9.0
Ogden_2025	target_mean	common	CLDN17	0	NA	NA	NA	NA	NA	NA
Ogden_2025	target_mean	common	CLDN18	9	0.0292441709087648	0.0001447723692144276	0.0068893307879719454	0.05116871514061504	0.04296875	7.0
Ogden_2025	target_mean	common	CLDN19	8	0.009931922457872975	8.634534415638888e-05	-0.007081652778699844	0.026950633742829955	0.296875	6.0
Ogden_2025	target_mean	common	CLDN2	14	-0.03997284469183831	0.00015478113091016673	-0.06363013644483387	-0.01715089124842561	0.0072021484375	2.0
Ogden_2025	target_mean	common	CLDN20	13	-0.015374914566563092	0.00011437845897383362	-0.035202590860192756	0.0048963810860246145	0.177978515625	5.0
Ogden_2025	target_mean	common	CLDN22	1	-0.017451625177926963	NA	NA	NA	NA	0.0
Ogden_2025	target_mean	common	CLDN23	13	0.04466542192940691	0.00018050970707827885	0.019569999209278665	0.06942574030330965	0.00830078125	10.0
Ogden_2025	target_mean	common	CLDN3	14	0.0984220973381205	0.00042613707032927657	0.059003874091199726	0.1362097281495607	0.0009765625	12.0
Ogden_2025	target_mean	common	CLDN4	14	0.19374253320411122	0.00031457507015783987	0.1582529505382179	0.22564090605081585	0.0001220703125	14.0
Ogden_2025	target_mean	common	CLDN5	9	0.020229080011729406	0.00024248804548594532	-0.009141442063013093	0.048135092910694156	0.23046875	6.0
Ogden_2025	target_mean	common	CLDN6	12	0.020471914292922	0.00011057300663976732	0.0001734191745715044	0.03962829248152775	0.0791015625	9.0
Ogden_2025	target_mean	common	CLDN7	14	0.10261452774445788	0.00031621767538972335	0.07060359359086199	0.13817793393961877	0.000244140625	13.0
Ogden_2025	target_mean	common	CLDN8	2	0.02057332443898364	0.0001346812837875129	0.008968097866981143	0.03217855101098614	0.5	2.0
Ogden_2025	target_mean	common	CLDN9	13	0.023366503932664387	0.00013540933397794064	0.0026275269784123917	0.04690676518350399	0.0693359375	8.0
Ogden_2025	target_mean	common	CRB3	13	0.04332213348136897	9.152045701733643e-05	0.026358445989260546	0.06244334838723912	0.00048828125	12.0
Ogden_2025	target_mean	common	F11R	14	0.09545188966694489	0.00013295669143616922	0.07420070137995602	0.11723184919644089	0.0001220703125	14.0
Ogden_2025	target_mean	common	PALS1	14	0.027551671220575658	0.0002457886441207568	-0.0020292506700734527	0.057300480288762945	0.1036376953125	10.0
Ogden_2025	target_mean	common	PARD3	14	0.004850464313792016	0.0001969786733294217	-0.02227086196599324	0.030287241239758043	0.73388671875	8.0
Ogden_2025	target_mean	common	PARD6A	13	0.008078230873490492	0.00015909630343371428	-0.015066382404437743	0.032068721964455	0.5322265625	8.0
Ogden_2025	target_mean	common	PARD6B	14	0.14484969409830795	0.00032489417987421236	0.11180383379849301	0.1781135317262747	0.0001220703125	14.0
Ogden_2025	target_mean	common	PARD6G	14	-0.00862679665659317	0.00018292955803884533	-0.035807402607582924	0.014807024758575146	0.5816650390625	6.0
Ogden_2025	target_mean	common	PATJ	14	0.024700815522907347	0.00023557393251153968	-0.005214500414855573	0.05417130014423169	0.1336669921875	10.0
Ogden_2025	target_mean	common	PRKCI	14	0.03685872448487968	6.643270595364163e-05	0.02110572150232804	0.05205267362328464	0.0009765625	11.0
Ogden_2025	target_mean	state_enhanced	CLDN1	14	0.04886457908509727	0.0002696047843496371	0.01697400335297935	0.08014656566957706	0.0118408203125	11.0
Ogden_2025	target_mean	state_enhanced	CLDN10	14	0.011728334468743584	0.00011206531383225953	-0.007248704580977131	0.03229584165239955	0.294677734375	8.0
Ogden_2025	target_mean	state_enhanced	CLDN11	12	-0.022918566422127428	0.00012201271811706897	-0.043745623816173085	-0.002086919635733431	0.06103515625	3.0
Ogden_2025	target_mean	state_enhanced	CLDN12	14	0.038421100869837306	0.00023024130781037068	0.011492910213282831	0.0681250627033881	0.02001953125	10.0
Ogden_2025	target_mean	state_enhanced	CLDN14	13	-0.012821099583721705	0.0002363167602536445	-0.04291082642682841	0.014095279237168041	0.453857421875	6.0
Ogden_2025	target_mean	state_enhanced	CLDN15	14	0.009208806180578963	0.00011530696457920962	-0.011511850375273554	0.029672954046846948	0.4007568359375	8.0
Ogden_2025	target_mean	state_enhanced	CLDN16	14	0.0042665381984945275	0.00010772007931971902	-0.014145186275060563	0.02433640065687146	0.7100830078125	8.0
Ogden_2025	target_mean	state_enhanced	CLDN17	0	NA	NA	NA	NA	NA	NA
Ogden_2025	target_mean	state_enhanced	CLDN18	9	0.025364978086712217	1.911334330859032e-05	0.017748941566634018	0.03377545872865116	0.00390625	9.0
Ogden_2025	target_mean	state_enhanced	CLDN19	8	0.027702167932006243	6.0124571472032255e-05	0.013954435596504312	0.04205974758673236	0.015625	7.0
Ogden_2025	target_mean	state_enhanced	CLDN2	14	-0.019844684284432652	0.00013218324866581075	-0.04215887218722003	0.00151598983714035	0.1112060546875	3.0
Ogden_2025	target_mean	state_enhanced	CLDN20	13	-0.013791687340885523	0.00011411499231041067	-0.03342056135697713	0.0065033928252919105	0.221435546875	5.0
Ogden_2025	target_mean	state_enhanced	CLDN22	1	-0.02930067377842486	NA	NA	NA	NA	0.0
Ogden_2025	target_mean	state_enhanced	CLDN23	13	0.03354014668296896	0.0001531415164399374	0.009172724904194622	0.05579550956473811	0.021240234375	9.0
Ogden_2025	target_mean	state_enhanced	CLDN3	14	0.08763947860832852	0.00028895868308491824	0.05479657566841602	0.1184362090225835	0.0008544921875	12.0
Ogden_2025	target_mean	state_enhanced	CLDN4	14	0.16838056094449902	0.000326061026448251	0.1320618014154216	0.20020480309257271	0.0001220703125	14.0
Ogden_2025	target_mean	state_enhanced	CLDN5	9	0.018925231954921098	0.0001363008257473977	-0.0037817336879297325	0.03874233511225243	0.14453125	6.0
Ogden_2025	target_mean	state_enhanced	CLDN6	12	0.014122902385500622	0.00010105323960239451	-0.005849651938070664	0.032354851892180785	0.18359375	8.0
Ogden_2025	target_mean	state_enhanced	CLDN7	14	0.08008785841497644	0.00029712374928742003	0.049944132691047256	0.11508966082354635	0.000244140625	13.0
Ogden_2025	target_mean	state_enhanced	CLDN8	2	0.026612515724996597	0.00011757450137752195	0.015769338082924973	0.03745569336706822	0.5	2.0
Ogden_2025	target_mean	state_enhanced	CLDN9	13	0.01601005668848747	6.830148054624626e-05	0.0007324653785605458	0.031725352779464304	0.079345703125	8.0
Ogden_2025	target_mean	state_enhanced	CRB3	13	0.03376003056934994	0.00010065121308993125	0.016665213095703686	0.05434442516900441	0.0009765625	11.0
Ogden_2025	target_mean	state_enhanced	F11R	14	0.09471379004909557	0.00018340289062228988	0.07023579402139486	0.12099147429497226	0.0001220703125	14.0
Ogden_2025	target_mean	state_enhanced	PALS1	14	0.018998276891555803	0.00022938891098078342	-0.009732783615800038	0.04774036836721511	0.2330322265625	10.0
Ogden_2025	target_mean	state_enhanced	PARD3	14	0.011757174045499414	0.0001515215828588974	-0.010709087119622738	0.03551955512018207	0.367431640625	8.0
Ogden_2025	target_mean	state_enhanced	PARD6A	13	0.005701928658077248	0.00019200010894300886	-0.019051313917171735	0.032861742429868356	0.7041015625	6.0
Ogden_2025	target_mean	state_enhanced	PARD6B	14	0.10637506341455731	0.00019144662847923164	0.0804107670025605	0.13213966174474742	0.0001220703125	14.0
Ogden_2025	target_mean	state_enhanced	PARD6G	14	-0.0018293012662496766	0.00013384700299249818	-0.023978065716401594	0.019612993415797524	0.8758544921875	6.0
Ogden_2025	target_mean	state_enhanced	PATJ	14	0.044536614948378586	0.0001404826227594883	0.022328445170378523	0.06677857596842808	0.003173828125	11.0
Ogden_2025	target_mean	state_enhanced	PRKCI	14	0.037200837725628204	0.00010062771297281094	0.01887994068254771	0.056625005068843264	0.00244140625	12.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN1	3	-0.010793592063681426	0.0043828916343638885	-0.1387801126427482	0.08258100270268864	1.0	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN10	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN11	1	-0.016157109920620243	NA	NA	NA	NA	0.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN12	3	0.028716558176226748	0.000388060510450659	0.002355707863833956	0.0672546391676476	0.25	3.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN14	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN15	3	0.014156009245750216	0.0002852386405193032	-0.01782503856288333	0.03956063732169856	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN16	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN17	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN18	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN19	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN2	2	0.042850049620660684	0.0009706601524737166	0.011694630309187494	0.07400546893213387	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN20	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN22	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN23	1	0.08944484965273197	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN3	3	0.059229485280587794	0.0020034378001382133	-0.010883302766913147	0.14248817296936314	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN4	3	0.12866654129902996	0.006191770897722365	-0.002751546901793122	0.26935743162502873	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN5	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN6	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN7	3	0.020764079377334422	0.0006751374481051168	-0.031186977547558642	0.04784780800457111	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN8	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CLDN9	1	0.0754187728055599	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	CRB3	3	0.0558950295533777	0.005503578424385535	-0.024781835271497243	0.2040720816003331	1.0	1.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	F11R	3	0.08833375704379247	0.0007809149480586348	0.03305733899607617	0.12312270379438083	0.25	3.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PALS1	3	0.08510098187617843	0.0033110898900512334	-0.01680682026112196	0.18236222110858324	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PARD3	3	-0.014756308960289352	0.0006640708798234602	-0.0662089710083672	0.01355465271339716	1.0	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PARD6A	3	0.06330454104483431	0.002920865071611614	-0.026422432445776134	0.16036379280988333	0.5	2.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PARD6B	3	0.10242596822235113	0.003395018724602064	0.0038293441660579484	0.2055209852363301	0.25	3.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PARD6G	1	0.0025567638118028824	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PATJ	3	0.07175245819629734	0.0005496667249015157	0.025207601209342224	0.09994244612027177	0.25	3.0
Sathe_2023_Clin_Cancer_Res	fixed_background	common	PRKCI	3	0.037283463414166475	0.0010861738641049865	-0.013188421092743362	0.09923402466408963	0.5	2.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN1	3	-0.024233303506138407	0.004138626874980661	-0.15160052525287285	0.055232377679156196	1.0	2.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN10	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN11	1	0.009293943007358111	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN12	3	0.043762979043511285	0.000144855457490856	0.02282730386349034	0.06451864930323695	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN14	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN15	3	0.03807922421924019	9.661603656335098e-05	0.020222293020194102	0.05412777519777758	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN16	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN17	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN18	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN19	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN2	2	0.011598407722251406	0.0027140905553266564	-0.04049852649970311	0.06369534194420592	1.0	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN20	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN22	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN23	1	0.05582818197047987	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN3	3	0.08597586756646823	0.0020792295924748926	0.0023345616932934046	0.15927330148995433	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN4	3	0.16525230391961485	0.006526661920934768	0.03904611639777041	0.31572807325022006	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN5	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN6	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN7	3	0.022173581857741296	0.0050359933243428676	-0.11674367174698629	0.1168210447034488	0.75	2.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN8	0	NA	NA	NA	NA	NA	NA
Sathe_2023_Clin_Cancer_Res	target_mean	common	CLDN9	1	0.08650179969937566	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	CRB3	3	0.04948921333938671	0.0038830139124759635	-0.02354171760257889	0.17346269206095896	1.0	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	F11R	3	0.0880480559541551	0.000710954844371707	0.04428802914817203	0.13632237884934312	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PALS1	3	0.0480213664567636	0.0010068652882854769	-0.013264364004197523	0.09293449083892906	0.5	2.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PARD3	3	0.009174589827208852	0.00026581237407399626	-0.019053530554608896	0.03742431544299932	0.75	2.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PARD6A	3	0.035290205756260816	0.0002432888334978797	0.007508431004883006	0.0614691460387946	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PARD6B	3	0.1035186396316125	0.0027491578335241454	0.02522254231668639	0.20307996795101038	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PARD6G	1	0.021488272539808926	NA	NA	NA	NA	1.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PATJ	3	0.04568245377351824	0.00015376913076157184	0.023357045325897927	0.06619873995933141	0.25	3.0
Sathe_2023_Clin_Cancer_Res	target_mean	common	PRKCI	3	0.03915424077103618	0.0007015768572790128	-0.004342508804452154	0.08708954271934044	0.5	2.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN1	4	0.06598204065809468	0.0016746085857795743	0.0015629913998640756	0.13040108991632526	0.25	3.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN10	4	-0.12828523093446095	0.006194046878939496	-0.25654537311506065	-0.0067024944039020574	0.25	1.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN11	4	0.007887060956724395	0.0018046795679442565	-0.05924386551194643	0.09028973944698258	1.0	1.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN12	4	0.0027426381933316098	0.0004932172778375717	-0.04167765668454146	0.026805188233999598	1.0	3.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN14	4	-0.07182559191235066	0.0012699280720177748	-0.1295618207195297	-0.01620892732963491	0.125	0.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN15	4	-0.018192768215993634	0.0003431147789753667	-0.047355206360076424	0.01074891148190588	0.375	1.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN16	4	-0.01407602474959501	9.049770757123261e-05	-0.030985813837797326	0.003859319092046623	0.25	1.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN17	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	fixed_background	common	CLDN18	3	0.06354687589006446	0.0026665310612720553	0.0022547182327536494	0.16617938914285066	0.25	3.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN19	2	0.013483224445167682	7.572156515564738e-06	0.010731469275178039	0.016234979615157328	0.5	2.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN2	4	-0.1513546429045844	0.0037349841448701035	-0.2520569621857114	-0.037459244934647466	0.25	1.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN20	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	fixed_background	common	CLDN22	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	fixed_background	common	CLDN23	4	0.013686814733092939	0.0013366975078693858	-0.05202377359570155	0.06513030707745758	0.875	3.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN3	4	0.0662992520979787	0.00816782666781239	-0.10760421205668273	0.19259203186399754	0.5	3.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN4	4	0.18040752252016232	0.004109632205165823	0.06374446448412507	0.28201887306908446	0.125	4.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN5	4	-0.018598329955221062	0.0003213390927264054	-0.05263455540805641	0.00424745654859073	0.5	2.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN6	3	0.010597604169839793	0.00013988944648914598	-0.01297407743894654	0.024101062238917132	0.5	2.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN7	4	0.2673569065266261	0.009982297709870016	0.10394129723455835	0.4449916660013108	0.125	4.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN8	4	-0.013957730321066205	0.00032547289910962854	-0.04559240747500344	0.011958908305895626	0.625	2.0
Wang_2023_Sci_Adv	fixed_background	common	CLDN9	4	0.09935243577827046	0.0021500947177839173	0.02785605981852401	0.1759927403799887	0.125	4.0
Wang_2023_Sci_Adv	fixed_background	common	CRB3	4	0.059374301422650926	0.0011086748424756299	0.004279739736330147	0.11985195237947868	0.25	3.0
Wang_2023_Sci_Adv	fixed_background	common	F11R	4	0.17325165953261162	0.002549575031753463	0.09219796894204588	0.25430535012317734	0.125	4.0
