study	patient	gene	n_cells	detection_fraction	mean_log_expression
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN19	1519	0.007241606319947334	0.002628666115924716
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN2	1519	0.007899934167215274	0.003430171636864543
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN20	1519	0.0	0.0
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN22	1519	0.0	0.0
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN23	1519	0.26003949967083606	0.12868303060531616
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN3	1519	0.9848584595128373	2.5400822162628174
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN4	1519	0.9855167873601053	2.5218682289123535
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN5	1519	0.0006583278472679394	0.00022760241699870676
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN6	1519	0.0032916392363396972	0.0014452259056270123
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN7	1519	0.956550362080316	1.6076562404632568
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN8	1519	0.0006583278472679394	0.00047520233783870935
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CLDN9	1519	0.1421988150098749	0.06713499873876572
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	CRB3	1519	0.5806451612903226	0.36570581793785095
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	F11R	1519	0.5944700460829493	0.367011696100235
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PALS1	1519	0.2521395655036208	0.1106720045208931
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PARD3	1519	0.3969716919025675	0.2000022828578949
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PARD6A	1519	0.12113232389730086	0.04512716084718704
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PARD6B	1519	0.4930875576036866	0.2843944728374481
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PARD6G	1519	0.005924950625411455	0.0021753672044724226
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PATJ	1519	0.6425279789335089	0.42252618074417114
Giguelay_2022_Theranostics	Giguelay_2022_Theranostics.P4	PRKCI	1519	0.445687952600395	0.23126128315925598
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN1	2830	0.5031802120141343	0.5681573748588562
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN10	2830	0.0024734982332155478	0.0008342476794496179
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN11	2830	0.004240282685512367	0.0029551624320447445
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN12	2830	0.20459363957597174	0.11887679249048233
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN14	2830	0.011307420494699646	0.007203618995845318
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN15	2830	0.1215547703180212	0.08519933372735977
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN16	2830	0.0024734982332155478	0.0009741541580297053
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN17	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN18	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN19	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN2	2830	0.4950530035335689	0.7524824738502502
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN20	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN22	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN23	2830	0.05335689045936396	0.026670493185520172
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN3	2830	0.8597173144876326	2.033463954925537
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN4	2830	0.9250883392226148	2.792253255844116
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN5	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN6	2830	0.0024734982332155478	0.001707784365862608
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN7	2830	0.7346289752650177	1.3687617778778076
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN8	2830	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CLDN9	2830	0.011660777385159011	0.0073197633028030396
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	CRB3	2830	0.4480565371024735	0.407863050699234
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	F11R	2830	0.5943462897526501	0.7816780805587769
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PALS1	2830	0.22296819787985867	0.14460140466690063
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PARD3	2830	0.36325088339222616	0.3069922626018524
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PARD6A	2830	0.06431095406360424	0.03395213186740875
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PARD6B	2830	0.45441696113074204	0.43973690271377563
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PARD6G	2830	0.023321554770318022	0.014675204642117023
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PATJ	2830	0.49434628975265016	0.4928668737411499
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt01	PRKCI	2830	0.3713780918727915	0.294376015663147
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN1	2225	0.45078651685393256	0.31029462814331055
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN10	2225	0.1689887640449438	0.10626460611820221
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN11	2225	0.003146067415730337	0.0014412140008062124
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN12	2225	0.4435955056179775	0.27452483773231506
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN14	2225	0.001348314606741573	0.0005176360718905926
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN15	2225	0.8	1.0040061473846436
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN16	2225	0.01303370786516854	0.0059607867151498795
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN17	2225	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN18	2225	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN19	2225	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN2	2225	0.07910112359550561	0.040342140942811966
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN20	2225	0.001348314606741573	0.0005609059007838368
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN22	2225	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN23	2225	0.29797752808988764	0.16774238646030426
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN3	2225	0.9703370786516854	3.0166940689086914
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN4	2225	0.9653932584269663	3.0547101497650146
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN5	2225	0.00044943820224719103	0.000158573457156308
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN6	2225	0.001348314606741573	0.000669445435050875
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN7	2225	0.8750561797752809	1.4692471027374268
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN8	2225	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CLDN9	2225	0.0071910112359550565	0.0030847929883748293
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	CRB3	2225	0.6170786516853932	0.4620152711868286
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	F11R	2225	0.7932584269662921	0.8489482998847961
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PALS1	2225	0.3550561797752809	0.20120619237422943
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PARD3	2225	0.5406741573033708	0.3709279000759125
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PARD6A	2225	0.20224719101123595	0.09566231071949005
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PARD6B	2225	0.6642696629213484	0.5723722577095032
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PARD6G	2225	0.019325842696629212	0.008375829085707664
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PATJ	2225	0.5204494382022472	0.3546864092350006
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt02	PRKCI	2225	0.5851685393258427	0.4265795350074768
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN1	2377	0.4211190576356752	0.37322893738746643
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN10	2377	0.04291123264619268	0.027771497145295143
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN11	2377	0.002524190155658393	0.002443878212943673
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN12	2377	0.26882625157761886	0.20039814710617065
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN14	2377	0.002103491796381994	0.0011593274539336562
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN15	2377	0.3327724021876315	0.26705896854400635
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN16	2377	0.011358855700462769	0.006150176748633385
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN17	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN18	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN19	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN2	2377	0.05300799326882625	0.04991526901721954
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN20	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN22	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN23	2377	0.13462347496844762	0.08544549345970154
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN3	2377	0.9091291543962978	2.5134975910186768
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN4	2377	0.8969289019772823	2.500340700149536
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN5	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN6	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN7	2377	0.7517879680269247	1.2094368934631348
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN8	2377	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CLDN9	2377	0.026924694993689526	0.019281720742583275
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	CRB3	2377	0.4732856541859487	0.4073958694934845
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	F11R	2377	0.5628944047118216	0.5798423290252686
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PALS1	2377	0.1754312158182583	0.10866137593984604
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PARD3	2377	0.31173748422381153	0.22549763321876526
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PARD6A	2377	0.13251998317206562	0.07261531054973602
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PARD6B	2377	0.5595288178376104	0.5935396552085876
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PARD6G	2377	0.016407236011779555	0.008518350310623646
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PATJ	2377	0.2873369793857804	0.2157934606075287
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt03	PRKCI	2377	0.31426167437946995	0.21681895852088928
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN1	3307	0.18596915633504688	0.19594484567642212
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN10	3307	0.012397943755669792	0.010796903632581234
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN11	3307	0.005140610825521621	0.004619435872882605
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN12	3307	0.14242515875415784	0.13067591190338135
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN14	3307	0.0018143332325370426	0.0018520159646868706
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN15	3307	0.16631387964922892	0.168809175491333
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN16	3307	0.008769277290595706	0.008467704057693481
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN17	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN18	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN19	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN2	3307	0.003628666465074085	0.0032381899654865265
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN20	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN22	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN23	3307	0.297550650136075	0.3786255419254303
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN3	3307	0.9292410039310554	2.9444398880004883
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN4	3307	0.9860901118838826	4.4144134521484375
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN5	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN6	3307	0.0006047777441790142	0.0004492079315241426
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN7	3307	0.7112186271545207	1.3840458393096924
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN8	3307	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CLDN9	3307	0.019050498941638946	0.019721608608961105
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	CRB3	3307	0.34321136982159056	0.38221532106399536
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	F11R	3307	0.42636830964620503	0.5284439921379089
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PALS1	3307	0.10825521620804354	0.09804682433605194
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PARD3	3307	0.23707287571817356	0.2714088559150696
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PARD6A	3307	0.04959177502267917	0.043345268815755844
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PARD6B	3307	0.30390081644995465	0.3475651741027832
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PARD6G	3307	0.0012095554883580285	0.0007455560262314975
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PATJ	3307	0.3159963713335349	0.3832658529281616
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt04	PRKCI	3307	0.2724523737526459	0.28780555725097656
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN1	438	0.1552511415525114	0.15320409834384918
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN10	438	0.0045662100456621	0.0018052523955702782
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN11	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN12	438	0.1689497716894977	0.15703696012496948
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN14	438	0.00228310502283105	0.0010416039731353521
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN15	438	0.02968036529680365	0.013859548605978489
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN16	438	0.0045662100456621	0.001789701054804027
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN17	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN18	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN19	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN2	438	0.0045662100456621	0.001257269992493093
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN20	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN22	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN23	438	0.0273972602739726	0.03421884775161743
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN3	438	0.4908675799086758	1.236639142036438
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN4	438	0.3310502283105023	0.7089414596557617
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN5	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN6	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN7	438	0.3036529680365297	0.492354154586792
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN8	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CLDN9	438	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	CRB3	438	0.1780821917808219	0.16632582247257233
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	F11R	438	0.21232876712328766	0.2028665393590927
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PALS1	438	0.15296803652968036	0.14067630469799042
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PARD3	438	0.23059360730593606	0.2671965956687927
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PARD6A	438	0.045662100456621	0.045377373695373535
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PARD6B	438	0.18949771689497716	0.20403288304805756
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PARD6G	438	0.0045662100456621	0.0009604206425137818
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PATJ	438	0.19863013698630136	0.21843594312667847
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt05	PRKCI	438	0.1735159817351598	0.17682801187038422
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN1	1169	0.2557741659538067	0.26082974672317505
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN10	1169	0.0051325919589392645	0.009514995850622654
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN11	1169	0.000855431993156544	0.0005401382804848254
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN12	1169	0.1899059024807528	0.1607845574617386
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN14	1169	0.001710863986313088	0.000733416760340333
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN15	1169	0.12489307100085544	0.11918926239013672
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN16	1169	0.003421727972626176	0.0018094389233738184
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN17	1169	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN18	1169	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN19	1169	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN2	1169	0.2549187339606501	0.28028857707977295
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN20	1169	0.001710863986313088	0.0007758000283502042
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN22	1169	0.000855431993156544	0.0005441167159006
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN23	1169	0.06843455945252352	0.04719089716672897
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN3	1169	0.7733105218135158	1.8071378469467163
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN4	1169	0.8605645851154833	2.2581870555877686
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN5	1169	0.000855431993156544	0.0005938828107900918
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN6	1169	0.0025662959794696323	0.0021145851351320744
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN7	1169	0.7784431137724551	1.6780059337615967
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN8	1169	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CLDN9	1169	0.023096663815226688	0.02092874050140381
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	CRB3	1169	0.41146278870829767	0.41213104128837585
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	F11R	1169	0.46706586826347307	0.5385710597038269
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PALS1	1169	0.165098374679213	0.13588851690292358
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PARD3	1169	0.3421727972626176	0.36954978108406067
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PARD6A	1169	0.059880239520958084	0.04224956035614014
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PARD6B	1169	0.3857998289136014	0.4278295040130615
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PARD6G	1169	0.05218135158254919	0.037204112857580185
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PATJ	1169	0.4713430282292558	0.5770101547241211
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt06	PRKCI	1169	0.22070145423438836	0.18241147696971893
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN1	829	0.3896260554885404	0.3491118550300598
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN10	829	0.218335343787696	0.18177534639835358
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN11	829	0.010856453558504222	0.008101891726255417
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN12	829	0.33896260554885405	0.22996124625205994
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN14	829	0.007237635705669481	0.003598368028178811
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN15	829	0.330518697225573	0.2654080390930176
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN16	829	0.006031363088057901	0.004810090642422438
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN17	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN18	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN19	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN2	829	0.0048250904704463205	0.0027367006987333298
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN20	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN22	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN23	829	0.08202653799758745	0.05153406783938408
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN3	829	0.827503015681544	1.3715828657150269
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN4	829	0.8299155609167672	1.5926975011825562
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN5	829	0.027744270205066344	0.020052457228302956
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN6	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN7	829	0.7804583835946924	1.3982411623001099
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN8	829	0.0	0.0
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CLDN9	829	0.019300361881785282	0.016208836808800697
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	CRB3	829	0.3413751507840772	0.23326613008975983
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	F11R	829	0.6574185765983113	0.731927752494812
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PALS1	829	0.25211097708082025	0.16314226388931274
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PARD3	829	0.2955367913148372	0.23702843487262726
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PARD6A	829	0.03739445114595899	0.01875261776149273
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PARD6B	829	0.46682750301568154	0.4062407910823822
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PARD6G	829	0.013268998793727383	0.004985147621482611
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PATJ	829	0.4957780458383595	0.44681867957115173
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt07	PRKCI	829	0.3884197828709288	0.27353888750076294
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt08	CLDN1	6787	0.2983645204066598	0.3355998694896698
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt08	CLDN10	6787	0.00014734050390452334	0.0004292801022529602
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt08	CLDN11	6787	0.0002946810078090467	0.000305613357340917
Liu_2024_Cancer_Res	Liu_2024_Cancer_Res.Pt08	CLDN12	6787	0.1293649624281715	0.11549651622772217
