component	gene	role	source_gene	measured
E2F	INPP5J	control	INPP5J	True
E2F	UGT1A8	control	UGT1A8	True
E2F	AQP7	control	AQP7	True
E2F	ADGRF3	control	ADGRF3	True
E2F	AL133227.1	control	AL133227.1	True
E2F	AC005280.1	control	AC005280.1	True
E2F	TH2LCRR	control	TH2LCRR	True
E2F	TIMM22	control	TIMM22	True
E2F	LINC01500	control	LINC01500	True
E2F	PJVK	control	PJVK	True
E2F	AL355472.2	control	AL355472.2	True
E2F	SLIT2	control	SLIT2	True
E2F	LINC00858	control	LINC00858	True
E2F	AC018816.1	control	AC018816.1	True
E2F	HS3ST4	control	HS3ST4	True
E2F	LINC01597	control	LINC01597	True
E2F	AC010320.4	control	AC010320.4	True
E2F	IL1RAPL1	control	IL1RAPL1	True
E2F	AC023886.1	control	AC023886.1	True
E2F	PROM2	control	PROM2	True
E2F	AC005089.1	control	AC005089.1	True
E2F	POU5F1B	control	POU5F1B	True
E2F	SLC9B1	control	SLC9B1	True
E2F	FAM86C1	control	FAM86C1	True
E2F	HLA-DQB1	control	HLA-DQB1	True
E2F	AL391839.1	control	AL391839.1	True
E2F	TTTY10	control	TTTY10	True
E2F	CCNT2-AS1	control	CCNT2-AS1	True
E2F	GABARAPL1	control	GABARAPL1	True
E2F	C7ORF31	control	C7orf31	True
E2F	POMK	control	POMK	True
E2F	GRWD1	control	GRWD1	True
E2F	AC025283.2	control	AC025283.2	True
E2F	HCFC1R1	control	HCFC1R1	True
E2F	CTSO	control	CTSO	True
E2F	RPP25	control	RPP25	True
E2F	MKLN1-AS	control	MKLN1-AS	True
E2F	CHTF18	control	CHTF18	True
E2F	PDE7B	control	PDE7B	True
E2F	KIAA0513	control	KIAA0513	True
E2F	DEPDC4	control	DEPDC4	True
E2F	AL158801.3	control	AL158801.3	True
E2F	MINDY1	control	MINDY1	True
E2F	AL096803.2	control	AL096803.2	True
E2F	XYLT2	control	XYLT2	True
E2F	TM7SF2	control	TM7SF2	True
E2F	TRDMT1	control	TRDMT1	True
E2F	LINC01819	control	LINC01819	True
E2F	PACRG	control	PACRG	True
E2F	PTPRS	control	PTPRS	True
E2F	ZNF215	control	ZNF215	True
E2F	SH2B3	control	SH2B3	True
E2F	ZNF358	control	ZNF358	True
E2F	CD302	control	CD302	True
E2F	OPN3	control	OPN3	True
E2F	EIF2B2	control	EIF2B2	True
E2F	GEM	control	GEM	True
E2F	BIK	control	BIK	True
E2F	HAUS5	control	HAUS5	True
E2F	LINS1	control	LINS1	True
E2F	TBCCD1	control	TBCCD1	True
E2F	SKA3	control	SKA3	True
E2F	FO393401.1	control	FO393401.1	True
E2F	ABITRAM	control	ABITRAM	True
E2F	JRK	control	JRK	True
E2F	AL354696.2	control	AL354696.2	True
E2F	ARHGEF5	control	ARHGEF5	True
E2F	EDAR	control	EDAR	True
E2F	CLTCL1	control	CLTCL1	True
E2F	ISOC2	control	ISOC2	True
E2F	TTPA	control	TTPA	True
E2F	LINC00992	control	LINC00992	True
E2F	MARCH9	control	MARCH9	True
E2F	SLC27A5	control	SLC27A5	True
E2F	ZNF808	control	ZNF808	True
E2F	AP002026.1	control	AP002026.1	True
E2F	NR1H3	control	NR1H3	True
E2F	LIME1	control	LIME1	True
E2F	AC007319.1	control	AC007319.1	True
E2F	PPFIA3	control	PPFIA3	True
E2F	EDC3	control	EDC3	True
E2F	PCAT7	control	PCAT7	True
E2F	C12ORF49	control	C12orf49	True
E2F	ARSJ	control	ARSJ	True
E2F	SNAPC4	control	SNAPC4	True
E2F	COX17	control	COX17	True
E2F	OTUB1	control	OTUB1	True
E2F	LINC02100	control	LINC02100	True
E2F	ACOT9	control	ACOT9	True
E2F	FRG1	control	FRG1	True
E2F	NUSAP1	control	NUSAP1	True
E2F	CRY2	control	CRY2	True
E2F	NEK4	control	NEK4	True
E2F	ERI2	control	ERI2	True
E2F	EIF2B5	control	EIF2B5	True
E2F	BAG4	control	BAG4	True
E2F	IL1RAP	control	IL1RAP	True
E2F	SYCP2	control	SYCP2	True
E2F	NAGLU	control	NAGLU	True
E2F	DPF2	control	DPF2	True
E2F	C1ORF112	control	C1orf112	True
E2F	CAD	control	CAD	True
E2F	NUP43	control	NUP43	True
E2F	TMEM41A	control	TMEM41A	True
E2F	PTGR1	control	PTGR1	True
E2F	WWC3	control	WWC3	True
E2F	IQCK	control	IQCK	True
E2F	LINC02506	control	LINC02506	True
E2F	ADD3-AS1	control	ADD3-AS1	True
E2F	AC087854.1	control	AC087854.1	True
E2F	CMTR2	control	CMTR2	True
E2F	NCSTN	control	NCSTN	True
E2F	RNLS	control	RNLS	True
E2F	PSD4	control	PSD4	True
E2F	PKP3	control	PKP3	True
E2F	FAM83E	control	FAM83E	True
E2F	CFAP298	control	CFAP298	True
E2F	RASSF7	control	RASSF7	True
E2F	MRPS26	control	MRPS26	True
E2F	CFAP97	control	CFAP97	True
E2F	ICK	control	ICK	True
E2F	MAEA	control	MAEA	True
E2F	AP003086.1	control	AP003086.1	True
E2F	AC016821.1	control	AC016821.1	True
E2F	TMEM38B	control	TMEM38B	True
E2F	GOLGA2	control	GOLGA2	True
E2F	U91319.1	control	U91319.1	True
E2F	EDA	control	EDA	True
E2F	RDH13	control	RDH13	True
E2F	TESK2	control	TESK2	True
E2F	IFT80	control	IFT80	True
E2F	TBC1D30	control	TBC1D30	True
E2F	DTWD1	control	DTWD1	True
E2F	NUP133	control	NUP133	True
E2F	AOC1	control	AOC1	True
E2F	PPP2R3C	control	PPP2R3C	True
E2F	FKBP14	control	FKBP14	True
E2F	TTYH3	control	TTYH3	True
E2F	TTC7A	control	TTC7A	True
E2F	MGAT4B	control	MGAT4B	True
E2F	HADHB	control	HADHB	True
E2F	NAT10	control	NAT10	True
E2F	HSBP1	control	HSBP1	True
E2F	TCTN3	control	TCTN3	True
E2F	XPOT	control	XPOT	True
E2F	ATXN2L	control	ATXN2L	True
E2F	LHFPL2	control	LHFPL2	True
E2F	KIAA0556	control	KIAA0556	True
E2F	DNMT3A	control	DNMT3A	True
E2F	REST	control	REST	True
E2F	DCTN4	control	DCTN4	True
E2F	AC009120.2	control	AC009120.2	True
E2F	ATRN	control	ATRN	True
E2F	MYDGF	control	MYDGF	True
E2F	C11ORF54	control	C11orf54	True
E2F	SELENOS	control	SELENOS	True
E2F	VRK1	control	VRK1	True
E2F	ATF7IP2	control	ATF7IP2	True
E2F	TLE1	control	TLE1	True
E2F	SLC39A4	control	SLC39A4	True
E2F	ZFYVE9	control	ZFYVE9	True
E2F	NDC1	control	NDC1	True
E2F	SNX7	control	SNX7	True
E2F	PCBD2	control	PCBD2	True
E2F	HOXB3	control	HOXB3	True
E2F	SUGT1	control	SUGT1	True
E2F	LAPTM4A	control	LAPTM4A	True
E2F	UFL1	control	UFL1	True
E2F	COBLL1	control	COBLL1	True
E2F	STX3	control	STX3	True
E2F	ENTPD6	control	ENTPD6	True
E2F	DAAM1	control	DAAM1	True
E2F	ATP6V0E1	control	ATP6V0E1	True
E2F	ELOB	control	ELOB	True
E2F	NAA25	control	NAA25	True
E2F	FAM83B	control	FAM83B	True
E2F	INTS8	control	INTS8	True
E2F	CFAP44	control	CFAP44	True
E2F	PIK3CA	control	PIK3CA	True
E2F	SP100	control	SP100	True
E2F	SLC44A3	control	SLC44A3	True
E2F	PSMB1	control	PSMB1	True
E2F	SRSF3	control	SRSF3	True
E2F	ZNF654	control	ZNF654	True
E2F	CDH17	control	CDH17	True
E2F	FAT1	control	FAT1	True
E2F	ZSWIM6	control	ZSWIM6	True
E2F	FAM133B	control	FAM133B	True
E2F	SRPK2	control	SRPK2	True
E2F	CALM1	control	CALM1	True
E2F	PPM1H	control	PPM1H	True
E2F	ARHGEF7	control	ARHGEF7	True
E2F	PHF21A	control	PHF21A	True
E2F	DLEU7	control	DLEU7	True
E2F	HECTD4	control	HECTD4	True
E2F	ADAM10	control	ADAM10	True
E2F	ATP1B3	control	ATP1B3	True
E2F	MROH1	control	MROH1	True
E2F	RERE	control	RERE	True
E2F	MACC1	control	MACC1	True
E2F	UQCRB	control	UQCRB	True
E2F	TBC1D22A	control	TBC1D22A	True
E2F	SRGAP1	control	SRGAP1	True
E2F	PPP6R3	control	PPP6R3	True
Hypoxia	ACKR3	target	ACKR3	True
Hypoxia	ADM	target	ADM	True
Hypoxia	ADORA2B	target	ADORA2B	True
Hypoxia	AK4	target	AK4	True
Hypoxia	AKAP12	target	AKAP12	True
Hypoxia	ALDOA	target	ALDOA	True
Hypoxia	ALDOB	target	ALDOB	True
Hypoxia	ALDOC	target	ALDOC	True
Hypoxia	AMPD3	target	AMPD3	True
Hypoxia	ANGPTL4	target	ANGPTL4	True
Hypoxia	ANKZF1	target	ANKZF1	True
Hypoxia	ANXA2	target	ANXA2	True
Hypoxia	ATF3	target	ATF3	True
Hypoxia	ATP7A	target	ATP7A	True
Hypoxia	B3GALT6	target	B3GALT6	True
Hypoxia	B4GALNT2	target	B4GALNT2	True
Hypoxia	BCAN	target	BCAN	True
Hypoxia	BCL2	target	BCL2	True
Hypoxia	BGN	target	BGN	True
Hypoxia	BHLHE40	target	BHLHE40	True
Hypoxia	BNIP3L	target	BNIP3L	True
Hypoxia	BRS3	target	BRS3	True
Hypoxia	BTG1	target	BTG1	True
Hypoxia	CA12	target	CA12	True
Hypoxia	CASP6	target	CASP6	True
Hypoxia	CAV1	target	CAV1	True
Hypoxia	CAVIN1	target	CAVIN1	True
Hypoxia	CAVIN3	target	CAVIN3	True
Hypoxia	CCN1	target	CCN1	True
Hypoxia	CCN2	target	CCN2	True
Hypoxia	CCN5	target	CCN5	True
Hypoxia	CCNG2	target	CCNG2	True
Hypoxia	CDKN1A	target	CDKN1A	True
Hypoxia	CDKN1B	target	CDKN1B	True
Hypoxia	CDKN1C	target	CDKN1C	True
Hypoxia	CHST2	target	CHST2	True
Hypoxia	CHST3	target	CHST3	True
Hypoxia	CITED2	target	CITED2	True
Hypoxia	COL5A1	target	COL5A1	True
Hypoxia	CP	target	CP	True
Hypoxia	CSRP2	target	CSRP2	True
Hypoxia	CXCR4	target	CXCR4	True
Hypoxia	DCN	target	DCN	True
Hypoxia	DDIT3	target	DDIT3	True
Hypoxia	DDIT4	target	DDIT4	True
Hypoxia	DPYSL4	target	DPYSL4	True
Hypoxia	DTNA	target	DTNA	True
Hypoxia	DUSP1	target	DUSP1	True
Hypoxia	EDN2	target	EDN2	True
Hypoxia	EFNA1	target	EFNA1	True
Hypoxia	EFNA3	target	EFNA3	True
Hypoxia	EGFR	target	EGFR	True
Hypoxia	ENO1	target	ENO1	True
Hypoxia	ENO2	target	ENO2	True
Hypoxia	ENO3	target	ENO3	True
Hypoxia	ERO1A	target	ERO1A	True
Hypoxia	ERRFI1	target	ERRFI1	True
Hypoxia	ETS1	target	ETS1	True
Hypoxia	EXT1	target	EXT1	True
Hypoxia	F3	target	F3	True
Hypoxia	FAM162A	target	FAM162A	True
Hypoxia	FBP1	target	FBP1	True
Hypoxia	FOS	target	FOS	True
Hypoxia	FOSL2	target	FOSL2	True
Hypoxia	FOXO3	target	FOXO3	True
Hypoxia	GAA	target	GAA	True
Hypoxia	GALK1	target	GALK1	True
Hypoxia	GAPDH	target	GAPDH	True
Hypoxia	GAPDHS	target	GAPDHS	True
Hypoxia	GBE1	target	GBE1	True
Hypoxia	GCK	target	GCK	True
Hypoxia	GCNT2	target	GCNT2	True
Hypoxia	GLRX	target	GLRX	True
Hypoxia	GPC1	target	GPC1	True
Hypoxia	GPC3	target	GPC3	True
Hypoxia	GPC4	target	GPC4	True
Hypoxia	GPI	target	GPI	True
Hypoxia	GRHPR	target	GRHPR	True
Hypoxia	GYS1	target	GYS1	True
Hypoxia	HAS1	target	HAS1	True
Hypoxia	HDLBP	target	HDLBP	True
Hypoxia	HEXA	target	HEXA	True
Hypoxia	HK1	target	HK1	True
Hypoxia	HK2	target	HK2	True
Hypoxia	HMOX1	target	HMOX1	True
Hypoxia	HOXB9	target	HOXB9	True
Hypoxia	HS3ST1	target	HS3ST1	True
Hypoxia	HSPA5	target	HSPA5	True
Hypoxia	IDS	target	IDS	True
Hypoxia	IER3	target	IER3	True
Hypoxia	IGFBP1	target	IGFBP1	True
Hypoxia	IGFBP3	target	IGFBP3	True
Hypoxia	IL6	target	IL6	True
Hypoxia	ILVBL	target	ILVBL	True
Hypoxia	INHA	target	INHA	True
Hypoxia	IRS2	target	IRS2	True
Hypoxia	ISG20	target	ISG20	True
Hypoxia	JMJD6	target	JMJD6	True
Hypoxia	JUN	target	JUN	True
Hypoxia	KDELR3	target	KDELR3	True
Hypoxia	KDM3A	target	KDM3A	True
Hypoxia	KIF5A	target	KIF5A	True
Hypoxia	KLF6	target	KLF6	True
Hypoxia	KLF7	target	KLF7	True
Hypoxia	KLHL24	target	KLHL24	True
Hypoxia	LALBA	target	LALBA	False
Hypoxia	LARGE1	target	LARGE1	True
Hypoxia	LDHA	target	LDHA	True
Hypoxia	LDHC	target	LDHC	True
Hypoxia	LOX	target	LOX	True
Hypoxia	LXN	target	LXN	True
Hypoxia	MAFF	target	MAFF	True
Hypoxia	MAP3K1	target	MAP3K1	True
Hypoxia	MIF	target	MIF	True
Hypoxia	MT1E	target	MT1E	True
Hypoxia	MT2A	target	MT2A	True
Hypoxia	MXI1	target	MXI1	True
Hypoxia	MYH9	target	MYH9	True
Hypoxia	NAGK	target	NAGK	True
Hypoxia	NCAN	target	NCAN	True
Hypoxia	NDRG1	target	NDRG1	True
Hypoxia	NDST1	target	NDST1	True
Hypoxia	NDST2	target	NDST2	True
Hypoxia	NEDD4L	target	NEDD4L	True
Hypoxia	NFIL3	target	NFIL3	True
Hypoxia	NOCT	target	NOCT	True
Hypoxia	NR3C1	target	NR3C1	True
Hypoxia	P4HA1	target	P4HA1	True
Hypoxia	P4HA2	target	P4HA2	True
Hypoxia	PAM	target	PAM	True
Hypoxia	PCK1	target	PCK1	True
Hypoxia	PDGFB	target	PDGFB	True
Hypoxia	PDK1	target	PDK1	True
Hypoxia	PDK3	target	PDK3	True
Hypoxia	PFKFB3	target	PFKFB3	True
Hypoxia	PFKL	target	PFKL	True
Hypoxia	PFKP	target	PFKP	True
Hypoxia	PGAM2	target	PGAM2	True
Hypoxia	PGF	target	PGF	True
Hypoxia	PGK1	target	PGK1	True
Hypoxia	PGM1	target	PGM1	True
Hypoxia	PGM2	target	PGM2	True
Hypoxia	PHKG1	target	PHKG1	True
Hypoxia	PIM1	target	PIM1	True
Hypoxia	PKLR	target	PKLR	True
Hypoxia	PKP1	target	PKP1	True
Hypoxia	PLAC8	target	PLAC8	True
Hypoxia	PLAUR	target	PLAUR	True
Hypoxia	PLIN2	target	PLIN2	True
Hypoxia	PNRC1	target	PNRC1	True
Hypoxia	PPARGC1A	target	PPARGC1A	True
Hypoxia	PPFIA4	target	PPFIA4	True
Hypoxia	PPP1R15A	target	PPP1R15A	True
Hypoxia	PPP1R3C	target	PPP1R3C	True
Hypoxia	PRDX5	target	PRDX5	True
Hypoxia	PRKCA	target	PRKCA	True
Hypoxia	PYGM	target	PYGM	True
Hypoxia	RBPJ	target	RBPJ	True
Hypoxia	RORA	target	RORA	True
Hypoxia	RRAGD	target	RRAGD	True
Hypoxia	S100A4	target	S100A4	True
Hypoxia	SAP30	target	SAP30	True
Hypoxia	SCARB1	target	SCARB1	True
Hypoxia	SDC2	target	SDC2	True
Hypoxia	SDC3	target	SDC3	True
Hypoxia	SDC4	target	SDC4	True
Hypoxia	SELENBP1	target	SELENBP1	True
Hypoxia	SERPINE1	target	SERPINE1	True
Hypoxia	SIAH2	target	SIAH2	True
Hypoxia	SLC25A1	target	SLC25A1	True
Hypoxia	SLC2A1	target	SLC2A1	True
Hypoxia	SLC2A3	target	SLC2A3	True
Hypoxia	SLC2A5	target	SLC2A5	True
Hypoxia	SLC37A4	target	SLC37A4	True
Hypoxia	SLC6A6	target	SLC6A6	True
Hypoxia	SRPX	target	SRPX	True
Hypoxia	STBD1	target	STBD1	True
Hypoxia	STC1	target	STC1	True
Hypoxia	STC2	target	STC2	True
Hypoxia	SULT2B1	target	SULT2B1	True
Hypoxia	TES	target	TES	True
Hypoxia	TGFB3	target	TGFB3	True
Hypoxia	TGFBI	target	TGFBI	True
Hypoxia	TGM2	target	TGM2	True
Hypoxia	TIPARP	target	TIPARP	True
Hypoxia	TKTL1	target	TKTL1	True
Hypoxia	TMEM45A	target	TMEM45A	True
Hypoxia	TNFAIP3	target	TNFAIP3	True
Hypoxia	TPBG	target	TPBG	True
Hypoxia	TPD52	target	TPD52	True
Hypoxia	TPI1	target	TPI1	True
Hypoxia	TPST2	target	TPST2	True
Hypoxia	UGP2	target	UGP2	True
Hypoxia	VEGFA	target	VEGFA	True
Hypoxia	VHL	target	VHL	True
Hypoxia	VLDLR	target	VLDLR	True
Hypoxia	WSB1	target	WSB1	True
Hypoxia	XPNPEP1	target	XPNPEP1	True
Hypoxia	ZFP36	target	ZFP36	True
Hypoxia	ZNF292	target	ZNF292	True
Hypoxia	AC010336.2	control	AC010336.2	True
Hypoxia	LINC00477	control	LINC00477	True
Hypoxia	ACTL7B	control	ACTL7B	True
Hypoxia	AC092819.1	control	AC092819.1	True
Hypoxia	AC084211.1	control	AC084211.1	True
Hypoxia	AC099811.3	control	AC099811.3	True
Hypoxia	AC011625.1	control	AC011625.1	True
Hypoxia	AP005264.4	control	AP005264.4	True
Hypoxia	AC006063.3	control	AC006063.3	True
Hypoxia	DBX2	control	DBX2	True
Hypoxia	AC012060.1	control	AC012060.1	True
Hypoxia	C19ORF84	control	C19orf84	True
Hypoxia	AC243829.4	control	AC243829.4	True
Hypoxia	AC009951.6	control	AC009951.6	True
Hypoxia	SOX21	control	SOX21	True
Hypoxia	AL137802.1	control	AL137802.1	True
Hypoxia	AL845552.2	control	AL845552.2	True
Hypoxia	TGFB3-AS1	control	TGFB3-AS1	True
Hypoxia	LINC01093	control	LINC01093	True
Hypoxia	BX255923.2	control	BX255923.2	True
Hypoxia	AC005518.1	control	AC005518.1	True
Hypoxia	P2RY4	control	P2RY4	True
Hypoxia	AC108136.1	control	AC108136.1	True
Hypoxia	AC107029.1	control	AC107029.1	True
Hypoxia	AC008632.1	control	AC008632.1	True
Hypoxia	AC079776.5	control	AC079776.5	True
Hypoxia	LINC00052	control	LINC00052	True
Hypoxia	AL772337.2	control	AL772337.2	True
Hypoxia	AC022239.2	control	AC022239.2	True
Hypoxia	PRKCB	control	PRKCB	True
Hypoxia	TRBV9	control	TRBV9	True
Hypoxia	AC079340.2	control	AC079340.2	True
Hypoxia	AP001804.1	control	AP001804.1	True
Hypoxia	AC016550.1	control	AC016550.1	True
Hypoxia	RXYLT1-AS1	control	RXYLT1-AS1	True
Hypoxia	AC022535.1	control	AC022535.1	True
Hypoxia	AC092580.4	control	AC092580.4	True
Hypoxia	AL138900.1	control	AL138900.1	True
Hypoxia	GRM7-AS2	control	GRM7-AS2	True
Hypoxia	AC113208.5	control	AC113208.5	True
Hypoxia	BEND4	control	BEND4	True
Hypoxia	AC092484.1	control	AC092484.1	True
Hypoxia	PSORS1C2	control	PSORS1C2	True
Hypoxia	AL139118.1	control	AL139118.1	True
Hypoxia	OR52E8	control	OR52E8	True
Hypoxia	AC111149.2	control	AC111149.2	True
Hypoxia	AC093890.2	control	AC093890.2	True
Hypoxia	TSPYL6	control	TSPYL6	True
Hypoxia	TMPRSS11B	control	TMPRSS11B	True
Hypoxia	AC020612.3	control	AC020612.3	True
Hypoxia	AC104012.1	control	AC104012.1	True
Hypoxia	TAF11L11	control	TAF11L11	True
Hypoxia	ZNF728	control	ZNF728	True
Hypoxia	AL133475.1	control	AL133475.1	True
Hypoxia	CCER1	control	CCER1	True
Hypoxia	IGKV1-27	control	IGKV1-27	True
Hypoxia	LRTM2	control	LRTM2	True
Hypoxia	AL590378.1	control	AL590378.1	True
Hypoxia	LNCARSR	control	LNCARSR	True
Hypoxia	OR5H1	control	OR5H1	True
Hypoxia	AL671883.3	control	AL671883.3	True
Hypoxia	INSYN1-AS1	control	INSYN1-AS1	True
Hypoxia	AL391645.1	control	AL391645.1	True
Hypoxia	RNASE11	control	RNASE11	True
Hypoxia	AP001042.2	control	AP001042.2	True
Hypoxia	NPY5R	control	NPY5R	True
Hypoxia	AC007250.1	control	AC007250.1	True
Hypoxia	GATA5	control	GATA5	True
Hypoxia	AP000265.1	control	AP000265.1	True
Hypoxia	LGALS7	control	LGALS7	True
Hypoxia	AC020909.2	control	AC020909.2	True
Hypoxia	AC068768.1	control	AC068768.1	True
Hypoxia	AC009229.1	control	AC009229.1	True
Hypoxia	AC022148.2	control	AC022148.2	True
Hypoxia	TMEM244	control	TMEM244	True
Hypoxia	CCL11	control	CCL11	True
Hypoxia	AC108451.1	control	AC108451.1	True
Hypoxia	AC011944.1	control	AC011944.1	True
Hypoxia	AC096861.2	control	AC096861.2	True
Hypoxia	AC148477.4	control	AC148477.4	True
Hypoxia	AC005391.1	control	AC005391.1	True
Hypoxia	LINC01460	control	LINC01460	True
Hypoxia	AC093677.3	control	AC093677.3	True
Hypoxia	AC078962.2	control	AC078962.2	True
Hypoxia	LINC01648	control	LINC01648	True
Hypoxia	LINC02002	control	LINC02002	True
Hypoxia	NIPAL4	control	NIPAL4	True
Hypoxia	AL390236.1	control	AL390236.1	True
Hypoxia	TBX5	control	TBX5	True
Hypoxia	HTR2A	control	HTR2A	True
Hypoxia	LINC00968	control	LINC00968	True
Hypoxia	AC010105.1	control	AC010105.1	True
Hypoxia	AL121890.2	control	AL121890.2	True
Hypoxia	AC022535.2	control	AC022535.2	True
Hypoxia	AC245187.1	control	AC245187.1	True
Hypoxia	LINC01280	control	LINC01280	True
Hypoxia	AP001010.1	control	AP001010.1	True
Hypoxia	AC008543.4	control	AC008543.4	True
Hypoxia	AP000679.1	control	AP000679.1	True
Hypoxia	LINC00906	control	LINC00906	True
Hypoxia	AC008780.2	control	AC008780.2	True
Hypoxia	KRT7-AS	control	KRT7-AS	True
Hypoxia	LINC00559	control	LINC00559	True
Hypoxia	AC005323.1	control	AC005323.1	True
Hypoxia	MMRN1	control	MMRN1	True
Hypoxia	MCEMP1	control	MCEMP1	True
Hypoxia	AC009974.1	control	AC009974.1	True
Hypoxia	AL049543.1	control	AL049543.1	True
Hypoxia	C1QTNF9B	control	C1QTNF9B	True
Hypoxia	PCDHA11	control	PCDHA11	True
Hypoxia	MRO	control	MRO	True
Hypoxia	AP001922.1	control	AP001922.1	True
Hypoxia	AC009656.1	control	AC009656.1	True
Hypoxia	AC091132.1	control	AC091132.1	True
Hypoxia	FCN3	control	FCN3	True
Hypoxia	MAB21L2	control	MAB21L2	True
Hypoxia	ASB12	control	ASB12	True
Hypoxia	AC002472.1	control	AC002472.1	True
Hypoxia	SNAP47-AS1	control	SNAP47-AS1	True
Hypoxia	TNFAIP8L2	control	TNFAIP8L2	True
Hypoxia	LINC00479	control	LINC00479	True
Hypoxia	LINC01790	control	LINC01790	True
Hypoxia	KCNK2	control	KCNK2	True
Hypoxia	MMP2	control	MMP2	True
Hypoxia	STARD13-IT1	control	STARD13-IT1	True
Hypoxia	AL133492.1	control	AL133492.1	True
Hypoxia	AL031432.3	control	AL031432.3	True
Hypoxia	TCTE1	control	TCTE1	True
Hypoxia	Z80897.1	control	Z80897.1	True
Hypoxia	CRX	control	CRX	True
Hypoxia	AC145423.2	control	AC145423.2	True
Hypoxia	PPP1R1A	control	PPP1R1A	True
Hypoxia	AC007279.2	control	AC007279.2	True
Hypoxia	LINC00850	control	LINC00850	True
Hypoxia	AC092053.3	control	AC092053.3	True
Hypoxia	RFX8	control	RFX8	True
Hypoxia	LINC00664	control	LINC00664	True
Hypoxia	LINC01983	control	LINC01983	True
Hypoxia	AC092546.1	control	AC092546.1	True
Hypoxia	LINC01591	control	LINC01591	True
Hypoxia	CDH15	control	CDH15	True
Hypoxia	LINC00629	control	LINC00629	True
Hypoxia	BLACE	control	BLACE	True
Hypoxia	CNTN4-AS1	control	CNTN4-AS1	True
Hypoxia	AP003096.1	control	AP003096.1	True
Hypoxia	LRTM1	control	LRTM1	True
Hypoxia	AC087564.1	control	AC087564.1	True
Hypoxia	AL445490.1	control	AL445490.1	True
Hypoxia	CIDEC	control	CIDEC	True
Hypoxia	AP002884.3	control	AP002884.3	True
Hypoxia	AC091114.1	control	AC091114.1	True
Hypoxia	AC136944.1	control	AC136944.1	True
Hypoxia	LINC02316	control	LINC02316	True
Hypoxia	AL122003.2	control	AL122003.2	True
Hypoxia	AC107958.3	control	AC107958.3	True
Hypoxia	AC098679.6	control	AC098679.6	True
Hypoxia	AL356756.1	control	AL356756.1	True
Hypoxia	AC079896.1	control	AC079896.1	True
Hypoxia	EMILIN3	control	EMILIN3	True
Hypoxia	AC023855.1	control	AC023855.1	True
Hypoxia	GJA3	control	GJA3	True
Hypoxia	AC010201.1	control	AC010201.1	True
Hypoxia	ERFL	control	ERFL	True
Hypoxia	LINC00645	control	LINC00645	True
Hypoxia	LINC02154	control	LINC02154	True
Hypoxia	AL133520.1	control	AL133520.1	True
Hypoxia	PCDHB5	control	PCDHB5	True
Hypoxia	AC211476.2	control	AC211476.2	True
Hypoxia	AC010136.1	control	AC010136.1	True
Hypoxia	AC087501.4	control	AC087501.4	True
Hypoxia	AC092375.2	control	AC092375.2	True
Hypoxia	ITGB1BP2	control	ITGB1BP2	True
Hypoxia	AC117473.1	control	AC117473.1	True
Hypoxia	AC092687.3	control	AC092687.3	True
Hypoxia	TRAF3IP3	control	TRAF3IP3	True
Hypoxia	AP001825.1	control	AP001825.1	True
Hypoxia	AL731571.1	control	AL731571.1	True
Hypoxia	AC116914.2	control	AC116914.2	True
Hypoxia	AC079610.1	control	AC079610.1	True
Hypoxia	AC008870.3	control	AC008870.3	True
Hypoxia	AL158825.2	control	AL158825.2	True
Hypoxia	MLIP	control	MLIP	True
Hypoxia	AC005759.1	control	AC005759.1	True
Hypoxia	AL136119.1	control	AL136119.1	True
Hypoxia	RHCG	control	RHCG	True
Hypoxia	AC106900.1	control	AC106900.1	True
Hypoxia	NLRC3	control	NLRC3	True
Hypoxia	C2ORF66	control	C2orf66	True
Hypoxia	AC009269.5	control	AC009269.5	True
Hypoxia	AL031770.1	control	AL031770.1	True
Hypoxia	AC009163.1	control	AC009163.1	True
Hypoxia	AL357153.1	control	AL357153.1	True
Hypoxia	BST1	control	BST1	True
Hypoxia	AC091588.1	control	AC091588.1	True
Hypoxia	TMEM86A	control	TMEM86A	True
Hypoxia	AC133485.7	control	AC133485.7	True
Hypoxia	ITPKB-AS1	control	ITPKB-AS1	True
Hypoxia	PTPRC	control	PTPRC	True
Hypoxia	AC074099.1	control	AC074099.1	True
Hypoxia	AC009097.2	control	AC009097.2	True
Hypoxia	ACRBP	control	ACRBP	True
Hypoxia	C8ORF34	control	C8orf34	True
Hypoxia	LYPD3	control	LYPD3	True
Hypoxia	GPSM3	control	GPSM3	True
Hypoxia	AC104699.1	control	AC104699.1	True
Hypoxia	NR2F2-AS1	control	NR2F2-AS1	True
Hypoxia	SLC16A11	control	SLC16A11	True
Hypoxia	ELFN1	control	ELFN1	True
Hypoxia	AC022272.1	control	AC022272.1	True
Hypoxia	SMKR1	control	SMKR1	True
Hypoxia	ADAM12	control	ADAM12	True
Hypoxia	XCL1	control	XCL1	True
Hypoxia	AC068193.1	control	AC068193.1	True
Hypoxia	GLRB	control	GLRB	True
Hypoxia	LINC01900	control	LINC01900	True
Hypoxia	CPNE9	control	CPNE9	True
Hypoxia	PARP15	control	PARP15	True
Hypoxia	AL355377.3	control	AL355377.3	True
Hypoxia	AC100861.2	control	AC100861.2	True
Hypoxia	CPT1C	control	CPT1C	True
Hypoxia	JAKMIP2	control	JAKMIP2	True
Hypoxia	AC133550.3	control	AC133550.3	True
