comparison	program	n_pairs	positive_n	negative_n	mean_difference	median_difference	bootstrap_ci_lower	bootstrap_ci_upper	paired_standardized_effect	exact_signflip_p_one_sided	exact_signflip_p_two_sided	n_exact_sign_assignments	module
macro_minus_micro_tumour	experimental_ap1_target_overlap	11	7	4	0.0801993246659745	0.00756364601502985	-0.189461402814238	0.336127792101285	0.168980517758935	0.29150390625	0.5830078125	2048	AP-1
macro_minus_micro_tumour	hypoxia_mp6_overlap	11	8	3	0.611446472544038	0.475759559554394	0.18524153727077	1.07068547955842	0.77816017933634	0.01220703125	0.0244140625	2048	Hypoxia
macro_minus_micro_tumour	nfkb_regulon_overlap	11	9	2	0.192563889708668	0.29197355567341	-0.164083548659022	0.487884620164016	0.328439936650058	0.14990234375	0.2998046875	2048	NF-κB
macro_minus_micro_tumour	regenerative_overlap	11	8	3	0.404183927900307	0.643147651677804	0.0610883173212415	0.715620715443187	0.695121713335144	0.02587890625	0.0517578125	2048	Regenerative
