gene	program_rank	persistent_five_source_core	hgp_positive_sources	all_positive_sources	hgp_recurrence_class	outgrowth_direction	biological_membership	source	log2_effect	source_label	display_effect	within_context_signed_rank	source_group
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	discovery_rec_vs_other	2.2873789664618	REC discovery	2	0.795454545454545	Source
definition
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	bulk_rHGP_vs_dHGP	0.340146330247746	Bulk HGP	0.340146330247746	0.340909090909091	Five projection
contexts
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	interface_rHGP_vs_dHGP	-0.4575750612475	Interface HGP	-0.4575750612475	-0.636363636363636	Five projection
contexts
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	epithelial_rHGP_vs_dHGP	-0.842073452428686	Epithelial HGP	-0.842073452428686	-0.477272727272727	Five projection
contexts
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	spatial_rHGP_vs_dHGP	-0.503673208325676	FFPE spatial HGP	-0.503673208325676	-0.545454545454545	Five projection
contexts
ANKRD37	1	FALSE	1	2	positive in zero or one HGP dataset	higher in macrometastasis	Hypoxia	outgrowth_macro_vs_micro	0.188578663005347	Macro vs micro	0.188578663005347	0.136363636363636	Five projection
contexts
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	discovery_rec_vs_other	2.46002023923364	REC discovery	2	0.863636363636364	Source
definition
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	bulk_rHGP_vs_dHGP	0.667881970334901	Bulk HGP	0.667881970334901	0.704545454545455	Five projection
contexts
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	interface_rHGP_vs_dHGP	1.17217486941138	Interface HGP	1.17217486941138	0.977272727272727	Five projection
contexts
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	epithelial_rHGP_vs_dHGP	2.04805605526441	Epithelial HGP	2	0.931818181818182	Five projection
contexts
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	spatial_rHGP_vs_dHGP	0.672784462067736	FFPE spatial HGP	0.672784462067736	0.636363636363636	Five projection
contexts
SDCBP2	2	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	NF-kB regulon	outgrowth_macro_vs_micro	1.01602650248368	Macro vs micro	1.01602650248368	0.772727272727273	Five projection
contexts
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	discovery_rec_vs_other	4.16620531435602	REC discovery	2	1	Source
definition
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	bulk_rHGP_vs_dHGP	3.68865067011239	Bulk HGP	2	1	Five projection
contexts
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	interface_rHGP_vs_dHGP	0.373320436743101	Interface HGP	0.373320436743101	0.568181818181818	Five projection
contexts
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	epithelial_rHGP_vs_dHGP	1.77588302290714	Epithelial HGP	1.77588302290714	0.909090909090909	Five projection
contexts
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	spatial_rHGP_vs_dHGP	0.11119425971163	FFPE spatial HGP	0.11119425971163	0.0909090909090909	Five projection
contexts
DUOXA2	3	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Regenerative	outgrowth_macro_vs_micro	1.53816746536988	Macro vs micro	1.53816746536988	0.931818181818182	Five projection
contexts
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	3.0345020538091	REC discovery	2	0.977272727272727	Source
definition
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	3.39403034361121	Bulk HGP	2	0.977272727272727	Five projection
contexts
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.334496774488315	Interface HGP	0.334496774488315	0.454545454545455	Five projection
contexts
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	-0.434142490721356	Epithelial HGP	-0.434142490721356	-0.227272727272727	Five projection
contexts
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	0.209824649069908	FFPE spatial HGP	0.209824649069908	0.204545454545455	Five projection
contexts
DUOX2	4	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	2.33669315409201	Macro vs micro	2	1	Five projection
contexts
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	2.07056215977856	REC discovery	2	0.75	Source
definition
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	0.929283822678372	Bulk HGP	0.929283822678372	0.818181818181818	Five projection
contexts
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.966827169015736	Interface HGP	0.966827169015736	0.909090909090909	Five projection
contexts
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	1.68783698164508	Epithelial HGP	1.68783698164508	0.886363636363636	Five projection
contexts
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	-0.374778288477131	FFPE spatial HGP	-0.374778288477131	-0.409090909090909	Five projection
contexts
TSPAN1	5	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	1.64467448487437	Macro vs micro	1.64467448487437	0.977272727272727	Five projection
contexts
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	discovery_rec_vs_other	1.80932670972888	REC discovery	1.80932670972888	0.5	Source
definition
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	bulk_rHGP_vs_dHGP	0.841979696624047	Bulk HGP	0.841979696624047	0.772727272727273	Five projection
contexts
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	interface_rHGP_vs_dHGP	0.10182465115164	Interface HGP	0.10182465115164	0.136363636363636	Five projection
contexts
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	epithelial_rHGP_vs_dHGP	1.42334407453596	Epithelial HGP	1.42334407453596	0.75	Five projection
contexts
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	spatial_rHGP_vs_dHGP	-0.0740693205881575	FFPE spatial HGP	-0.0740693205881575	-0.0454545454545455	Five projection
contexts
PLAUR	6	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	AP-1 target; NF-kB regulon	outgrowth_macro_vs_micro	0.133305903071452	Macro vs micro	0.133305903071452	0.0909090909090909	Five projection
contexts
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.52589163419651	REC discovery	1.52589163419651	0.272727272727273	Source
definition
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	0.0479468318207514	Bulk HGP	0.0479468318207514	0.0454545454545455	Five projection
contexts
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.29192096131412	Interface HGP	0.29192096131412	0.409090909090909	Five projection
contexts
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	0.956596912257234	Epithelial HGP	0.956596912257234	0.522727272727273	Five projection
contexts
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	0.140731013727824	FFPE spatial HGP	0.140731013727824	0.113636363636364	Five projection
contexts
QSOX1	7	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	0.357377815884447	Macro vs micro	0.357377815884447	0.363636363636364	Five projection
contexts
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.45913105620624	REC discovery	1.45913105620624	0.204545454545455	Source
definition
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	-0.0731676882566212	Bulk HGP	-0.0731676882566212	-0.0681818181818182	Five projection
contexts
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.997124594220593	Interface HGP	0.997124594220593	0.931818181818182	Five projection
contexts
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	1.31878955832092	Epithelial HGP	1.31878955832092	0.636363636363636	Five projection
contexts
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	0.29908587915872	FFPE spatial HGP	0.29908587915872	0.340909090909091	Five projection
contexts
MUC13	8	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	1.13641886462064	Macro vs micro	1.13641886462064	0.795454545454545	Five projection
contexts
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.74060662823256	REC discovery	1.74060662823256	0.477272727272727	Source
definition
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	1.69933573889016	Bulk HGP	1.69933573889016	0.909090909090909	Five projection
contexts
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	1.18890727310019	Interface HGP	1.18890727310019	1	Five projection
contexts
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	0.634422473234984	Epithelial HGP	0.634422473234984	0.409090909090909	Five projection
contexts
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	1.00614529492834	FFPE spatial HGP	1.00614529492834	0.772727272727273	Five projection
contexts
KRT20	9	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	0.389983754070091	Macro vs micro	0.389983754070091	0.386363636363636	Five projection
contexts
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	discovery_rec_vs_other	2.21810765718594	REC discovery	2	0.772727272727273	Source
definition
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	1.74897292183296	Bulk HGP	1.74897292183296	0.931818181818182	Five projection
contexts
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	-0.251550187998426	Interface HGP	-0.251550187998426	-0.318181818181818	Five projection
contexts
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	0.466754053888596	Epithelial HGP	0.466754053888596	0.25	Five projection
contexts
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	1.39446997663179	FFPE spatial HGP	1.39446997663179	0.909090909090909	Five projection
contexts
C4BPB	10	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	-1.15241856901029	Macro vs micro	-1.15241856901029	-0.818181818181818	Five projection
contexts
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	discovery_rec_vs_other	1.59132807903191	REC discovery	1.59132807903191	0.318181818181818	Source
definition
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	bulk_rHGP_vs_dHGP	0.613106838593183	Bulk HGP	0.613106838593183	0.659090909090909	Five projection
contexts
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	interface_rHGP_vs_dHGP	0.196979983130351	Interface HGP	0.196979983130351	0.227272727272727	Five projection
contexts
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	epithelial_rHGP_vs_dHGP	-0.472211596396069	Epithelial HGP	-0.472211596396069	-0.272727272727273	Five projection
contexts
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	spatial_rHGP_vs_dHGP	0.294200467966101	FFPE spatial HGP	0.294200467966101	0.318181818181818	Five projection
contexts
SLC16A3	11	FALSE	3	4	positive in three HGP datasets	higher in macrometastasis	Hypoxia; Regenerative	outgrowth_macro_vs_micro	0.726881377660436	Macro vs micro	0.726881377660436	0.704545454545455	Five projection
contexts
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.99986383171934	REC discovery	1.99986383171934	0.681818181818182	Source
definition
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	0.395947223918415	Bulk HGP	0.395947223918415	0.454545454545455	Five projection
contexts
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	-0.158360811138001	Interface HGP	-0.158360811138001	-0.204545454545455	Five projection
contexts
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	1.54389322064992	Epithelial HGP	1.54389322064992	0.818181818181818	Five projection
contexts
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	1.38687133195146	FFPE spatial HGP	1.38687133195146	0.886363636363636	Five projection
contexts
STBD1	12	FALSE	3	3	positive in three HGP datasets	not higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	-0.0594542155976374	Macro vs micro	-0.0594542155976374	-0.0454545454545455	Five projection
contexts
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.55218358380682	REC discovery	1.55218358380682	0.295454545454545	Source
definition
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	1.00657147084952	Bulk HGP	1.00657147084952	0.863636363636364	Five projection
contexts
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.637025867544671	Interface HGP	0.637025867544671	0.818181818181818	Five projection
contexts
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	-0.217277007219046	Epithelial HGP	-0.217277007219046	-0.0909090909090909	Five projection
contexts
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	spatial_rHGP_vs_dHGP	-0.404973494877941	FFPE spatial HGP	-0.404973494877941	-0.431818181818182	Five projection
contexts
CEACAM1	13	FALSE	2	3	split HGP direction	higher in macrometastasis	Other REC programme	outgrowth_macro_vs_micro	0.996447712311322	Macro vs micro	0.996447712311322	0.75	Five projection
contexts
P4HA2	14	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	discovery_rec_vs_other	1.67240120369252	REC discovery	1.67240120369252	0.409090909090909	Source
definition
P4HA2	14	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	bulk_rHGP_vs_dHGP	0.56622249658239	Bulk HGP	0.56622249658239	0.613636363636364	Five projection
contexts
P4HA2	14	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	interface_rHGP_vs_dHGP	0.493259483986244	Interface HGP	0.493259483986244	0.681818181818182	Five projection
contexts
P4HA2	14	TRUE	4	5	positive in all four HGP datasets	higher in macrometastasis	Other REC programme	epithelial_rHGP_vs_dHGP	1.53496748471895	Epithelial HGP	1.53496748471895	0.795454545454545	Five projection
contexts
