cell_id	Sample	Growth pattern	Tumor	Tumor front	Region	Clusters	x	y	display_hgp	display_class	is_tumour	display_class_new
41031	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	625.3721	7920.0933	dHGP	Non-tumour context	FALSE	Other tissue
41034	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	1909.2667	8315.934	dHGP	Non-tumour context	FALSE	Other tissue
41035	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	1861.5	9522.7	dHGP	Non-tumour context	FALSE	Other tissue
41042	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11439.72	4141.04	dHGP	Non-tumour context	FALSE	Other tissue
41043	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10257.643	4883.9287	dHGP	Non-tumour context	FALSE	Other tissue
41044	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	12284.28	3933.88	dHGP	Non-tumour context	FALSE	Other tissue
41045	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2624.4546	8604.546	dHGP	Non-tumour context	FALSE	Other tissue
41046	ENC-P02-S03	EHGP	False	False	Liver	MΦ	7235.8057	8545.917	dHGP	Non-tumour context	FALSE	Other tissue
41047	ENC-P02-S03	EHGP	False	False	Stroma	NC1	9818.643	5272.643	dHGP	Non-tumour context	FALSE	Other tissue
41048	ENC-P02-S03	EHGP	False	False	Liver	CAF3	4382.375	10514.625	dHGP	Non-tumour context	FALSE	Other tissue
41050	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	11843.875	4236.25	dHGP	Non-tumour context	FALSE	Other tissue
41053	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	3090.0527	8255.737	dHGP	Non-tumour context	FALSE	Other tissue
41061	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	9263.154	8760	dHGP	Non-tumour context	FALSE	Other tissue
41062	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	8371.19	2846.0476	dHGP	Tumour-region context	TRUE	Other tissue
41063	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7379.913	6620.1304	dHGP	Non-tumour context	FALSE	Other tissue
41065	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	730.5333	7852.933	dHGP	Non-tumour context	FALSE	Other tissue
41066	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11192.421	3424.7896	dHGP	Non-tumour context	FALSE	Other tissue
41068	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	1689.8889	9547.444	dHGP	Non-tumour context	FALSE	Other tissue
41071	ENC-P02-S03	EHGP	False	False	Portal tissue	CAF2	8750.154	7235.6924	dHGP	Non-tumour context	FALSE	Other tissue
41072	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	12588.667	4265.3335	dHGP	Non-tumour context	FALSE	Other tissue
41074	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6303.6333	8522.167	dHGP	Non-tumour context	FALSE	Other tissue
41077	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	1963.6364	11018.637	dHGP	Non-tumour context	FALSE	Other tissue
41078	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3856.5789	9659	dHGP	Non-tumour context	FALSE	Other tissue
41079	ENC-P02-S03	EHGP	True	True	Tumor	CAFγ	9071.1	4565.4	dHGP	Tumour-region context	TRUE	Other tissue
41081	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10736.385	5585.077	dHGP	Non-tumour context	FALSE	Other tissue
41087	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4757.8887	9508.223	dHGP	Non-tumour context	FALSE	Other tissue
41088	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11176.462	3848	dHGP	Non-tumour context	FALSE	Other tissue
41089	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5807.357	6233.143	dHGP	Non-tumour context	FALSE	Other tissue
41092	ENC-P02-S03	EHGP	False	False	Stroma	NC2	2068.75	10174.75	dHGP	Non-tumour context	FALSE	Other tissue
41096	ENC-P02-S03	EHGP	False	False	Stroma	NC3	2142.3914	9445.261	dHGP	Non-tumour context	FALSE	Other tissue
41097	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4946.8076	8270.077	dHGP	Non-tumour context	FALSE	Other tissue
41101	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4515.4736	9602.053	dHGP	Non-tumour context	FALSE	Other tissue
41104	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	3726.5715	10212	dHGP	Non-tumour context	FALSE	Other tissue
41112	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	11316	5057.1113	dHGP	Non-tumour context	FALSE	Other tissue
41113	ENC-P02-S03	EHGP	False	False	Portal tissue	CAF3	12497.789	4674.9473	dHGP	Non-tumour context	FALSE	Other tissue
41117	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	9038.5	2199.5386	dHGP	Non-tumour context	FALSE	Other tissue
41121	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	2084.25	9349.125	dHGP	Non-tumour context	FALSE	Other tissue
41122	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	2695.25	8314.125	dHGP	Non-tumour context	FALSE	Other tissue
41123	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7376.25	7784.75	dHGP	Non-tumour context	FALSE	Other tissue
41135	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	3511.1	9324.1	dHGP	Non-tumour context	FALSE	Other tissue
41139	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6968.1816	6808.909	dHGP	Non-tumour context	FALSE	Other tissue
41141	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4372.5	9856.75	dHGP	Non-tumour context	FALSE	Other tissue
41142	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	6613.1577	8671.842	dHGP	Non-tumour context	FALSE	Other tissue
41143	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	9147.556	7346.3335	dHGP	Non-tumour context	FALSE	Other tissue
41147	ENC-P02-S03	EHGP	False	False	Liver	MΦ	5316.3076	10464.154	dHGP	Non-tumour context	FALSE	Other tissue
41149	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	6953.85	8754.3	dHGP	Non-tumour context	FALSE	Other tissue
41151	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3005.5522	8248.627	dHGP	Non-tumour context	FALSE	Other tissue
41152	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	5446	8431.625	dHGP	Non-tumour context	FALSE	Other tissue
41156	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	741.8461	7617.231	dHGP	Non-tumour context	FALSE	Other tissue
41157	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	2516.577	8561.538	dHGP	Non-tumour context	FALSE	Other tissue
41162	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3106.8235	8035.6763	dHGP	Non-tumour context	FALSE	Other tissue
41163	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11942.117	4004.647	dHGP	Non-tumour context	FALSE	Other tissue
41164	ENC-P02-S03	EHGP	False	False	Stroma	NC3	3822.8262	8948.739	dHGP	Non-tumour context	FALSE	Other tissue
41167	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	8136.125	2416.625	dHGP	Tumour-region context	TRUE	Other tissue
41170	ENC-P02-S03	EHGP	True	False	Tumor	CAF1	5145.9565	3104.6086	dHGP	Tumour-region context	TRUE	Other tissue
41171	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9245.2	5306.5	dHGP	Non-tumour context	FALSE	Other tissue
41172	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2567.4443	9187.667	dHGP	Non-tumour context	FALSE	Other tissue
41173	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2764.2285	8512.543	dHGP	Non-tumour context	FALSE	Other tissue
41174	ENC-P02-S03	EHGP	False	False	Portal tissue	aHSC1	12075.272	5027.1816	dHGP	Non-tumour context	FALSE	Other tissue
41175	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	2557.111	9425.444	dHGP	Non-tumour context	FALSE	Other tissue
41177	ENC-P02-S03	EHGP	False	False	Portal tissue	MΦ	7939.375	7564.875	dHGP	Non-tumour context	FALSE	Other tissue
41178	ENC-P02-S03	EHGP	False	False	Portal tissue	CAF2	11307.235	5231.5884	dHGP	Non-tumour context	FALSE	Other tissue
41188	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	2215	7631.6	dHGP	Non-tumour context	FALSE	Other tissue
41190	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	8548.1	7479	dHGP	Non-tumour context	FALSE	Other tissue
41192	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	3428.6667	8262.934	dHGP	Non-tumour context	FALSE	Other tissue
41194	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7198.6665	6798.6665	dHGP	Non-tumour context	FALSE	Other tissue
41199	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	9225.454	870.5455	dHGP	Non-tumour context	FALSE	Other tissue
41209	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	7921.8887	7695.5	dHGP	Non-tumour context	FALSE	Other tissue
41210	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10095.083	5660.9165	dHGP	Non-tumour context	FALSE	Other tissue
41214	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	4998.8125	8963.5625	dHGP	Non-tumour context	FALSE	Other tissue
41216	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	3764.6667	9877.917	dHGP	Non-tumour context	FALSE	Other tissue
41219	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	4441.9	7582.05	dHGP	Non-tumour context	FALSE	Other tissue
41221	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	4538.4443	9717.333	dHGP	Non-tumour context	FALSE	Other tissue
41222	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	4922.5557	3055.111	dHGP	Tumour-region context	TRUE	Other tissue
41223	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	4369.1113	9232.223	dHGP	Non-tumour context	FALSE	Other tissue
41228	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	3203.1538	8028.923	dHGP	Non-tumour context	FALSE	Other tissue
41230	ENC-P02-S03	EHGP	False	False	Portal tissue	aHSC1	11540.588	5459.5884	dHGP	Non-tumour context	FALSE	Other tissue
41231	ENC-P02-S03	EHGP	True	False	Tumor	CAF1	5129.857	3187.0715	dHGP	Tumour-region context	TRUE	Other tissue
41233	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	1926.9474	8105.263	dHGP	Non-tumour context	FALSE	Other tissue
41238	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10064.5	4877.9	dHGP	Non-tumour context	FALSE	Other tissue
41241	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4054.923	9700.308	dHGP	Non-tumour context	FALSE	Other tissue
41243	ENC-P02-S03	EHGP	True	True	Tumor	CAF3	6530.5	5567.5	dHGP	Tumour-region context	TRUE	Other tissue
41245	ENC-P02-S03	EHGP	False	False	Portal tissue	CAF2	12410.177	4701.706	dHGP	Non-tumour context	FALSE	Other tissue
41246	ENC-P02-S03	EHGP	False	False	Stroma	NC2	2416	9619.5	dHGP	Non-tumour context	FALSE	Other tissue
41249	ENC-P02-S03	EHGP	False	False	Liver	MΦ	12994	8175.6665	dHGP	Non-tumour context	FALSE	Other tissue
41250	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	4904.75	8734.833	dHGP	Non-tumour context	FALSE	Other tissue
41252	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	12050.714	4350.7856	dHGP	Non-tumour context	FALSE	Other tissue
41258	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4519.4	9406.6	dHGP	Non-tumour context	FALSE	Other tissue
41262	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2256.5386	9055.923	dHGP	Non-tumour context	FALSE	Other tissue
41267	ENC-P02-S03	EHGP	True	True	Tumor	CAF1	6993.0835	3550.0833	dHGP	Tumour-region context	TRUE	Other tissue
41273	ENC-P02-S03	EHGP	False	False	Stroma	NC2	2390.75	8926.625	dHGP	Non-tumour context	FALSE	Other tissue
41274	ENC-P02-S03	EHGP	False	False	Stroma	NC2	2946.7778	10046.444	dHGP	Non-tumour context	FALSE	Other tissue
41275	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5815.778	7909.778	dHGP	Non-tumour context	FALSE	Other tissue
41277	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6609.0835	7027.9165	dHGP	Non-tumour context	FALSE	Other tissue
41282	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	11529.4	7020.533	dHGP	Non-tumour context	FALSE	Other tissue
41284	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6605.7188	4686.5938	dHGP	Tumour-region context	TRUE	Other tissue
41289	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	8372.333	7963.3335	dHGP	Non-tumour context	FALSE	Other tissue
41290	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	11303	4264.25	dHGP	Non-tumour context	FALSE	Other tissue
41293	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	3675.6	8125.8	dHGP	Non-tumour context	FALSE	Other tissue
41294	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	8091.0625	6650.6875	dHGP	Non-tumour context	FALSE	Other tissue
41299	ENC-P02-S03	EHGP	False	False	Stroma	NC3	2680.5264	8675.211	dHGP	Non-tumour context	FALSE	Other tissue
41302	ENC-P02-S03	EHGP	False	False	Portal tissue	CAF2	10422.2	6246.2	dHGP	Non-tumour context	FALSE	Other tissue
41303	ENC-P02-S03	EHGP	False	False	Stroma	NC2	11231.0625	2237.25	dHGP	Non-tumour context	FALSE	Other tissue
41305	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	4215.125	7839.625	dHGP	Non-tumour context	FALSE	Other tissue
41308	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11963.333	4407.2	dHGP	Non-tumour context	FALSE	Other tissue
41310	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	3995.375	1864.875	dHGP	Tumour-region context	TRUE	Other tissue
41325	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	6770.2964	8368.667	dHGP	Non-tumour context	FALSE	Other tissue
41326	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	2419.7273	10416.637	dHGP	Non-tumour context	FALSE	Other tissue
41327	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5288.6924	8815.538	dHGP	Non-tumour context	FALSE	Other tissue
41329	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11695.275	5771.3794	dHGP	Non-tumour context	FALSE	Other tissue
41335	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4741.0312	8076.4062	dHGP	Non-tumour context	FALSE	Other tissue
41337	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9304.538	5142.923	dHGP	Non-tumour context	FALSE	Other tissue
41339	ENC-P02-S03	EHGP	True	True	Tumor	CAF3	5116.7188	6211.0625	dHGP	Tumour-region context	TRUE	Other tissue
41344	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	1278	9367	dHGP	Non-tumour context	FALSE	Other tissue
41346	ENC-P02-S03	EHGP	False	False	Stroma	NC3	1957.5454	11195.728	dHGP	Non-tumour context	FALSE	Other tissue
41347	ENC-P02-S03	EHGP	True	False	Tumor	CAFγ	732.0833	5165.4165	dHGP	Tumour-region context	TRUE	Other tissue
41348	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7204.15	369.8	dHGP	Non-tumour context	FALSE	Other tissue
41352	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9557.556	5216.6665	dHGP	Non-tumour context	FALSE	Other tissue
41355	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	8170	8305.363	dHGP	Non-tumour context	FALSE	Other tissue
41356	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5322	8129	dHGP	Non-tumour context	FALSE	Other tissue
41358	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	12625.65	3919.05	dHGP	Non-tumour context	FALSE	Other tissue
41359	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5922.5454	8621	dHGP	Non-tumour context	FALSE	Other tissue
41361	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11928	4479.846	dHGP	Non-tumour context	FALSE	Other tissue
41362	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	2460.4	8891.2	dHGP	Non-tumour context	FALSE	Other tissue
41363	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2775.75	10840.125	dHGP	Non-tumour context	FALSE	Other tissue
41364	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3482.3438	9703.156	dHGP	Non-tumour context	FALSE	Other tissue
41365	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7926.1665	6624.1665	dHGP	Non-tumour context	FALSE	Other tissue
41366	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4682.2354	8611.883	dHGP	Non-tumour context	FALSE	Other tissue
41368	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9384.368	4662.2104	dHGP	Non-tumour context	FALSE	Other tissue
41369	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11033.333	4451	dHGP	Non-tumour context	FALSE	Other tissue
41370	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9846.137	4363.1816	dHGP	Non-tumour context	FALSE	Other tissue
41372	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	6150.846	8273.885	dHGP	Non-tumour context	FALSE	Other tissue
41373	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6596.5	4780.9375	dHGP	Tumour-region context	TRUE	Other tissue
41377	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	3359.4614	10325.692	dHGP	Non-tumour context	FALSE	Other tissue
41378	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	5788.273	7707.727	dHGP	Non-tumour context	FALSE	Other tissue
41380	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5170.1113	9318.5	dHGP	Non-tumour context	FALSE	Other tissue
41381	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	1497.3103	9393.034	dHGP	Non-tumour context	FALSE	Other tissue
41382	ENC-P02-S03	EHGP	False	False	Portal tissue	MΦ	10669.846	6118.5386	dHGP	Non-tumour context	FALSE	Other tissue
41383	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	5007.25	8737.75	dHGP	Non-tumour context	FALSE	Other tissue
41387	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6322.9414	5710.4116	dHGP	Tumour-region context	TRUE	Other tissue
41393	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4464.95	8185	dHGP	Non-tumour context	FALSE	Other tissue
41394	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2324.4285	10958.952	dHGP	Non-tumour context	FALSE	Other tissue
41395	ENC-P02-S03	EHGP	True	True	Tumor	CAFγ	6786.5625	4597.375	dHGP	Tumour-region context	TRUE	Other tissue
41397	ENC-P02-S03	EHGP	False	False	Liver	MΦ	7037.478	8720.131	dHGP	Non-tumour context	FALSE	Other tissue
41398	ENC-P02-S03	EHGP	False	False	Liver	CAF2	11361.941	7451.294	dHGP	Non-tumour context	FALSE	Other tissue
41399	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2136.6538	8067.5386	dHGP	Non-tumour context	FALSE	Other tissue
41400	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2470.074	9150.667	dHGP	Non-tumour context	FALSE	Other tissue
41404	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10146.2	4950.2	dHGP	Non-tumour context	FALSE	Other tissue
41407	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2346.0833	8751.833	dHGP	Non-tumour context	FALSE	Other tissue
41408	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	2113.4285	9791.286	dHGP	Non-tumour context	FALSE	Other tissue
41409	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	7142.8184	8738.454	dHGP	Non-tumour context	FALSE	Other tissue
41410	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2416.7	10637.9	dHGP	Non-tumour context	FALSE	Other tissue
41411	ENC-P02-S03	EHGP	False	False	Liver	MΦ	9922.875	7195.75	dHGP	Non-tumour context	FALSE	Other tissue
41415	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	8797.667	7198.2563	dHGP	Non-tumour context	FALSE	Other tissue
41416	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	6126.32	8769.08	dHGP	Non-tumour context	FALSE	Other tissue
41418	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	11540.652	3891.6956	dHGP	Non-tumour context	FALSE	Other tissue
41419	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	10420.615	5776.846	dHGP	Non-tumour context	FALSE	Other tissue
41422	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2988.0715	9745.214	dHGP	Non-tumour context	FALSE	Other tissue
41423	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	2298.6086	11020.739	dHGP	Non-tumour context	FALSE	Other tissue
41424	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	2270.2856	11110.429	dHGP	Non-tumour context	FALSE	Other tissue
41426	ENC-P02-S03	EHGP	False	False	Portal tissue	aHSC1	8297.883	7357.8237	dHGP	Non-tumour context	FALSE	Other tissue
41428	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2551.3408	8791.637	dHGP	Non-tumour context	FALSE	Other tissue
41431	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	1390	5235.222	dHGP	Tumour-region context	TRUE	Other tissue
41432	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10706.667	3847.3333	dHGP	Non-tumour context	FALSE	Other tissue
41434	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	4546.3076	7862.769	dHGP	Non-tumour context	FALSE	Other tissue
41439	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2900.05	8488.55	dHGP	Non-tumour context	FALSE	Other tissue
41440	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	6410.8	6478.9	dHGP	Non-tumour context	FALSE	Other tissue
41441	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	8728.777	6035.222	dHGP	Non-tumour context	FALSE	Other tissue
41442	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	3678.9	9126.5	dHGP	Non-tumour context	FALSE	Other tissue
41443	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5009.643	7960.5713	dHGP	Non-tumour context	FALSE	Other tissue
41444	ENC-P02-S03	EHGP	False	False	Stroma	NC1	11287.77	4653.077	dHGP	Non-tumour context	FALSE	Other tissue
41447	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	9180.728	13045.637	dHGP	Non-tumour context	FALSE	Other tissue
41455	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	236.90909	7665.909	dHGP	Non-tumour context	FALSE	Other tissue
41456	ENC-P02-S03	EHGP	True	False	Tumor	CAF1	5073.625	2881.5	dHGP	Tumour-region context	TRUE	Other tissue
41460	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	1990	8996.7	dHGP	Non-tumour context	FALSE	Other tissue
41461	ENC-P02-S03	EHGP	True	False	Tumor	MΦ	233.13333	4007.3333	dHGP	Tumour-region context	TRUE	Other tissue
41463	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6661.8945	4758.9473	dHGP	Tumour-region context	TRUE	Other tissue
41465	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6618.647	4535.2354	dHGP	Tumour-region context	TRUE	Other tissue
41474	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	3503.9167	7918.8887	dHGP	Non-tumour context	FALSE	Other tissue
41475	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	7609.7896	8813.315	dHGP	Non-tumour context	FALSE	Other tissue
41476	ENC-P02-S03	EHGP	False	False	Stroma	NC3	2738.889	10676.777	dHGP	Non-tumour context	FALSE	Other tissue
41477	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9890.363	5174.1816	dHGP	Non-tumour context	FALSE	Other tissue
41481	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9191	2677.111	dHGP	Non-tumour context	FALSE	Other tissue
41488	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	6853	8617.458	dHGP	Non-tumour context	FALSE	Other tissue
41490	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11113.1875	3245.0625	dHGP	Non-tumour context	FALSE	Other tissue
41494	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2818.25	10523.083	dHGP	Non-tumour context	FALSE	Other tissue
41495	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9619.786	6020.2856	dHGP	Non-tumour context	FALSE	Other tissue
41501	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4533.8887	8602.777	dHGP	Non-tumour context	FALSE	Other tissue
41502	ENC-P02-S03	EHGP	True	False	Tumor	CAF3	662.1875	5309.875	dHGP	Tumour-region context	TRUE	Other tissue
41503	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10059	5797.25	dHGP	Non-tumour context	FALSE	Other tissue
41504	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	524.9474	5950.4736	dHGP	Tumour-region context	TRUE	Other tissue
41505	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	8085.1	13004.2	dHGP	Non-tumour context	FALSE	Other tissue
41506	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2652	10038.625	dHGP	Non-tumour context	FALSE	Other tissue
41514	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	9167.214	10598.071	dHGP	Non-tumour context	FALSE	Other tissue
41516	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9301.333	1141	dHGP	Non-tumour context	FALSE	Other tissue
41517	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	11363.786	10102.5	dHGP	Non-tumour context	FALSE	Other tissue
41520	ENC-P02-S03	EHGP	False	False	Liver	CAF3	3562.8064	10310.387	dHGP	Non-tumour context	FALSE	Other tissue
41524	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	6022.778	6369.3335	dHGP	Non-tumour context	FALSE	Other tissue
41525	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	3899.8262	8310.348	dHGP	Non-tumour context	FALSE	Other tissue
41526	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	11928	4233.8887	dHGP	Non-tumour context	FALSE	Other tissue
41527	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	2830.4614	9932.846	dHGP	Non-tumour context	FALSE	Other tissue
41529	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6049.15	5502.3	dHGP	Non-tumour context	FALSE	Other tissue
41530	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10747.272	5276.1816	dHGP	Non-tumour context	FALSE	Other tissue
41534	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11660.75	3950.45	dHGP	Non-tumour context	FALSE	Other tissue
41535	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	1983.6364	10339.182	dHGP	Non-tumour context	FALSE	Other tissue
41536	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7479.8125	900.875	dHGP	Non-tumour context	FALSE	Other tissue
41539	ENC-P02-S03	EHGP	False	False	Liver	MΦ	11944.8	9173.9	dHGP	Non-tumour context	FALSE	Other tissue
41542	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10282.083	4737.25	dHGP	Non-tumour context	FALSE	Other tissue
41547	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4881.25	7729.8125	dHGP	Non-tumour context	FALSE	Other tissue
