scoring	model	endpoint	k	n_patients	estimate	se	low	high	p	tau2	I2	Q	Q_p	df	q_member_family
fixed_background	common	Claudin_minus_Polarity	5	28.0	0.0880079933785356	0.0230815779554603	0.0239232592438564	0.152092727513215	0.0188928617314232	0.0010532688344345	34.7266291204384	5.40426672258928	0.24827354822144	4.0	NA
target_mean	common	Claudin_minus_Polarity	5	28.0	0.0545549744330012	0.0178244783065346	0.0050662888861188	0.104043659979883	0.0376336106033428	0.0003392040497361	19.5015793047078	4.62986228481542	0.32742564413074	4.0	NA
