minimum_cells	method	rival	comparator	n_pairs	fisher_z_difference	CI_low	CI_high	mean_rho_difference	n_REC_greater	p_signflip	allocations	bootstrap_B	seed	analysis_role	p_BH_six_tests
20	matched	ICMS3_MINUS_ICMS2	Hypoxia	9	0.0899023517485939	-0.0348365339335697	0.2055171824680657	0.0816601596446456	6	0.1953125	512	10000	42	primary_extension	0.29296875
20	matched	ICMS3_MINUS_ICMS2	UPR	6	0.1768420574751088	0.0222593047909945	0.31502605128834	0.1643282327746719	5	0.09375	64	10000	42	primary_extension	0.1875
20	matched	ICMS3_MINUS_ICMS2	iREC	5	0.0052784646823593	-0.197750151191764	0.2874957436813434	0.0126222314507021	1	1.0	32	10000	42	primary_extension	1.0
20	matched	WHITE_RSC	Hypoxia	9	0.1058898564940211	0.03244292425474	0.1791333556353807	0.0986897854311725	8	0.02734375	512	10000	42	primary_extension	0.09375
20	matched	WHITE_RSC	UPR	6	0.1387780220037633	0.0932001151501324	0.1983718554959231	0.1286116542037771	6	0.03125	64	10000	42	primary_extension	0.09375
20	matched	WHITE_RSC	iREC	5	0.0760154088662661	-0.1843312000287416	0.3981888205013294	0.081031183167601	2	0.875	32	10000	42	primary_extension	1.0
