cell_id	Sample	Growth pattern	Tumor	Tumor front	Region	Clusters	x	y	display_hgp	display_class	is_tumour	display_class_new	in_display_window
384253	REP-P18-S24	RHGP	False	False	Stroma	CAF3	8819.857	7632.905	rHGP	Non-tumour context	False	Other tissue	False
384254	REP-P18-S24	RHGP	False	False	Stroma	CAF3	5624.0	23033.5	rHGP	Non-tumour context	False	Other tissue	False
384257	REP-P18-S24	RHGP	True	False	Tumor	CAF1	6056.75	3794.1875	rHGP	Tumour-region context	True	Other tissue	False
384258	REP-P18-S24	RHGP	False	False	Stroma	CAF1	6051.8335	15520.083	rHGP	Non-tumour context	False	Other tissue	True
384259	REP-P18-S24	RHGP	False	False	Stroma	CAF1	1137.1111	25231.777	rHGP	Non-tumour context	False	Other tissue	False
384264	REP-P18-S24	RHGP	True	False	Tumor	CAF1	4034.5417	12412.25	rHGP	Tumour-region context	True	Other tissue	True
384266	REP-P18-S24	RHGP	False	False	Liver	MΦ	6710.8125	24232.25	rHGP	Non-tumour context	False	Other tissue	False
384271	REP-P18-S24	RHGP	True	False	Tumor	CAF1	2033.2106	16752.842	rHGP	Tumour-region context	True	Other tissue	True
384274	REP-P18-S24	RHGP	False	False	Stroma	CAF2	9105.0	7879.125	rHGP	Non-tumour context	False	Other tissue	False
384277	REP-P18-S24	RHGP	True	False	Tumor	MΦ	6974.615	12628.692	rHGP	Tumour-region context	True	Other tissue	True
