cell_id	Sample	Growth pattern	Tumor	Tumor front	Region	Clusters	x	y	display_hgp	display_class	is_tumour	display_class_new	in_display_window
33685	ENC-P02-S03	EHGP	True	False	Tumor	MΦ	378.6087	3960.2173	dHGP	Tumour-region context	True	Other tissue	True
33686	ENC-P02-S03	EHGP	True	False	Tumor	CAF3	1364.6	4571.6	dHGP	Tumour-region context	True	Other tissue	True
33687	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	6689.6875	6484.9062	dHGP	Non-tumour context	False	Other tissue	True
33688	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	6186.8125	6945.3125	dHGP	Non-tumour context	False	Other tissue	True
33689	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2958.975	10165.925	dHGP	Non-tumour context	False	Other tissue	True
33690	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	5743.7144	7387.9287	dHGP	Non-tumour context	False	Other tissue	True
33691	ENC-P02-S03	EHGP	False	False	Stroma	NC3	11013.143	2170.1904	dHGP	Non-tumour context	False	Other tissue	True
33695	ENC-P02-S03	EHGP	True	True	Tumor	CAF1	9775.833	3397.75	dHGP	Tumour-region context	True	Other tissue	True
33696	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	1985.2368	11251.158	dHGP	Non-tumour context	False	Other tissue	True
33698	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5445.316	7717.9473	dHGP	Non-tumour context	False	Other tissue	True
33700	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5025.1177	8173.3237	dHGP	Non-tumour context	False	Other tissue	True
33701	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	2734.2812	10505.844	dHGP	Non-tumour context	False	Other tissue	True
33702	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	5693.1177	7515.0586	dHGP	Non-tumour context	False	Other tissue	True
33704	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2221.3584	11056.038	dHGP	Non-tumour context	False	Other tissue	True
33705	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6053.5	7200.9443	dHGP	Non-tumour context	False	Other tissue	True
33709	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3667.739	9487.956	dHGP	Non-tumour context	False	Other tissue	True
33710	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3405.361	9865.611	dHGP	Non-tumour context	False	Other tissue	True
33711	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	2966.0	10338.5	dHGP	Non-tumour context	False	Other tissue	True
33712	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4496.5586	8759.235	dHGP	Non-tumour context	False	Other tissue	True
33713	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	6708.476	6572.595	dHGP	Non-tumour context	False	Other tissue	True
33716	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5133.52	8170.22	dHGP	Non-tumour context	False	Other tissue	True
33717	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2198.1914	10970.574	dHGP	Non-tumour context	False	Other tissue	True
33718	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6474.55	6926.35	dHGP	Non-tumour context	False	Other tissue	True
33720	ENC-P02-S03	EHGP	True	True	Tumor	CAF3	9637.087	3756.5217	dHGP	Tumour-region context	True	Other tissue	True
33723	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6529.8335	6802.5835	dHGP	Non-tumour context	False	Other tissue	True
33725	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6064.6	7298.6665	dHGP	Non-tumour context	False	Other tissue	True
33726	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	11279.286	2177.1428	dHGP	Non-tumour context	False	Other tissue	True
33727	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4459.327	8881.637	dHGP	Non-tumour context	False	Other tissue	True
33728	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	4565.357	8836.036	dHGP	Non-tumour context	False	Other tissue	True
33729	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4379.7856	8985.357	dHGP	Non-tumour context	False	Other tissue	True
33730	ENC-P02-S03	EHGP	True	False	Tumor	MΦ	150.32	5838.9	dHGP	Tumour-region context	True	Other tissue	True
33731	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4319.7676	9070.023	dHGP	Non-tumour context	False	Other tissue	True
33733	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	2967.125	10428.0	dHGP	Non-tumour context	False	Other tissue	True
33734	ENC-P02-S03	EHGP	True	True	Tumor	CAF2	9928.637	3450.0	dHGP	Tumour-region context	True	Other tissue	True
33735	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	6946.636	6516.5684	dHGP	Tumour-region context	True	Other tissue	True
33737	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	10846.392	2553.348	dHGP	Non-tumour context	False	Other tissue	True
33738	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	9369.789	4075.3157	dHGP	Tumour-region context	True	Other tissue	True
33739	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6463.1763	7006.1763	dHGP	Non-tumour context	False	Other tissue	True
33740	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10112.782	3420.3914	dHGP	Non-tumour context	False	Other tissue	True
33742	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2265.7058	11202.0	dHGP	Non-tumour context	False	Other tissue	True
33743	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2392.5676	11021.189	dHGP	Non-tumour context	False	Other tissue	True
33744	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	5682.1816	7837.1816	dHGP	Non-tumour context	False	Other tissue	True
33749	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5644.519	7929.4424	dHGP	Non-tumour context	False	Other tissue	True
33750	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2606.9824	10953.895	dHGP	Non-tumour context	False	Other tissue	True
33751	ENC-P02-S03	EHGP	False	False	Liver	CAF3	2704.0715	11085.286	dHGP	Non-tumour context	False	Other tissue	True
33754	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6299.143	7278.476	dHGP	Non-tumour context	False	Other tissue	True
33756	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4094.4722	9543.861	dHGP	Non-tumour context	False	Other tissue	True
33757	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10654.6	2994.3	dHGP	Non-tumour context	False	Other tissue	True
33758	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9657.818	3985.7273	dHGP	Non-tumour context	False	Other tissue	True
33759	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11423.154	2256.3845	dHGP	Non-tumour context	False	Other tissue	True
33760	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7190.1113	6514.1665	dHGP	Non-tumour context	False	Other tissue	True
33761	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2566.9333	11033.934	dHGP	Non-tumour context	False	Other tissue	True
33762	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	6456.2856	7316.357	dHGP	Non-tumour context	False	Other tissue	True
33764	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10917.462	2703.7693	dHGP	Non-tumour context	False	Other tissue	True
33765	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6521.32	7153.66	dHGP	Non-tumour context	False	Other tissue	True
33766	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2945.628	10722.023	dHGP	Non-tumour context	False	Other tissue	True
33767	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	11285.917	2367.5833	dHGP	Non-tumour context	False	Other tissue	True
33768	ENC-P02-S03	EHGP	False	False	Stroma	NC2	11003.538	2690.3076	dHGP	Non-tumour context	False	Other tissue	True
33769	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	3890.9697	9815.03	dHGP	Non-tumour context	False	Other tissue	True
33770	ENC-P02-S03	EHGP	False	False	Stroma	NC3	10025.5	3672.1	dHGP	Non-tumour context	False	Other tissue	True
33772	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2908.2083	10795.792	dHGP	Non-tumour context	False	Other tissue	True
33776	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	7282.115	6445.885	dHGP	Non-tumour context	False	Other tissue	True
33778	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2797.6897	10957.379	dHGP	Non-tumour context	False	Other tissue	True
33779	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4285.6	9421.4	dHGP	Non-tumour context	False	Other tissue	True
33782	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6840.1143	6948.4287	dHGP	Non-tumour context	False	Other tissue	True
33784	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10137.409	3613.6365	dHGP	Non-tumour context	False	Other tissue	True
33786	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6742.269	7045.548	dHGP	Non-tumour context	False	Other tissue	True
33787	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10249.289	3596.0667	dHGP	Non-tumour context	False	Other tissue	True
33788	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6205.4346	7537.7827	dHGP	Non-tumour context	False	Other tissue	True
33789	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	11196.5	2577.0	dHGP	Non-tumour context	False	Other tissue	True
33791	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9704.647	4105.1177	dHGP	Non-tumour context	False	Other tissue	True
33792	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	3024.0	10760.25	dHGP	Non-tumour context	False	Other tissue	True
33794	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	2906.908	10918.961	dHGP	Non-tumour context	False	Other tissue	True
33795	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10058.1	3752.3	dHGP	Non-tumour context	False	Other tissue	True
33796	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	195.21875	4230.75	dHGP	Non-tumour context	False	Other tissue	True
33798	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6646.83	7145.849	dHGP	Non-tumour context	False	Other tissue	True
33801	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7342.3794	6497.3105	dHGP	Non-tumour context	False	Other tissue	True
33802	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	7045.647	6765.647	dHGP	Non-tumour context	False	Other tissue	True
33804	ENC-P02-S03	EHGP	False	False	Stroma	NC3	9611.958	4266.5	dHGP	Non-tumour context	False	Other tissue	True
33805	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6111.727	7802.591	dHGP	Non-tumour context	False	Other tissue	True
33806	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	9377.667	4501.8975	dHGP	Tumour-region context	True	Other tissue	True
33808	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	5838.409	167.72728	dHGP	Tumour-region context	True	Other tissue	True
33810	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	2638.325	11255.95	dHGP	Non-tumour context	False	Other tissue	True
33812	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6308.4873	7572.8975	dHGP	Non-tumour context	False	Other tissue	True
33813	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5061.5415	8848.375	dHGP	Non-tumour context	False	Other tissue	True
33814	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9558.75	4324.75	dHGP	Non-tumour context	False	Other tissue	True
33815	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6412.242	7531.879	dHGP	Non-tumour context	False	Other tissue	True
33816	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	4615.9614	9370.5	dHGP	Non-tumour context	False	Other tissue	True
33817	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7023.552	6933.5864	dHGP	Non-tumour context	False	Other tissue	True
33818	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9743.639	4241.6665	dHGP	Non-tumour context	False	Other tissue	True
33822	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	4597.25	9303.3125	dHGP	Non-tumour context	False	Other tissue	True
33824	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7309.5654	6601.1304	dHGP	Non-tumour context	False	Other tissue	True
33827	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	9089.417	4910.3335	dHGP	Tumour-region context	True	Other tissue	True
33829	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	2761.0	11251.422	dHGP	Non-tumour context	False	Other tissue	True
33830	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	3141.3333	3004.5476	dHGP	Tumour-region context	True	Other tissue	True
33831	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9535.298	4488.447	dHGP	Non-tumour context	False	Other tissue	True
33832	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	3009.3845	10999.282	dHGP	Non-tumour context	False	Other tissue	True
33834	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6868.5	7053.107	dHGP	Non-tumour context	False	Other tissue	True
33835	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10391.944	3661.111	dHGP	Non-tumour context	False	Other tissue	True
33837	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6912.0654	7160.9565	dHGP	Non-tumour context	False	Other tissue	True
33838	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	9224.448	4834.5864	dHGP	Non-tumour context	False	Other tissue	True
33839	ENC-P02-S03	EHGP	False	False	Liver	MΦ	3045.2964	11087.111	dHGP	Non-tumour context	False	Other tissue	True
33840	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	3812.0527	10242.632	dHGP	Non-tumour context	False	Other tissue	True
33841	ENC-P02-S03	EHGP	True	False	Tumor	CAF2	4049.7705	1993.3606	dHGP	Tumour-region context	True	Other tissue	True
33842	ENC-P02-S03	EHGP	False	False	Liver	CAF2	4172.4365	9961.761	dHGP	Non-tumour context	False	Other tissue	True
33843	ENC-P02-S03	EHGP	False	False	Stroma	NC3	7273.3335	6873.4165	dHGP	Non-tumour context	False	Other tissue	True
33844	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5601.5864	8519.069	dHGP	Non-tumour context	False	Other tissue	True
33846	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7661.912	6493.6143	dHGP	Non-tumour context	False	Other tissue	True
33848	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9366.065	4767.804	dHGP	Non-tumour context	False	Other tissue	True
33849	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5867.1816	8283.272	dHGP	Non-tumour context	False	Other tissue	True
33850	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9598.615	4627.6924	dHGP	Non-tumour context	False	Other tissue	True
33851	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6325.963	7864.4443	dHGP	Non-tumour context	False	Other tissue	True
33853	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7722.375	6602.4165	dHGP	Non-tumour context	False	Other tissue	True
33855	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4312.1777	9853.2	dHGP	Non-tumour context	False	Other tissue	True
33856	ENC-P02-S03	EHGP	False	False	Stroma	NC2	10151.3	4025.1	dHGP	Non-tumour context	False	Other tissue	True
33858	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6127.6	8063.7334	dHGP	Non-tumour context	False	Other tissue	True
33860	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6798.6895	7404.241	dHGP	Non-tumour context	False	Other tissue	True
33861	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	3712.1233	10514.644	dHGP	Non-tumour context	False	Other tissue	True
33862	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6988.091	7255.364	dHGP	Non-tumour context	False	Other tissue	True
33864	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9336.243	4896.7026	dHGP	Non-tumour context	False	Other tissue	True
33865	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10542.4	3711.3	dHGP	Non-tumour context	False	Other tissue	True
33866	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9167.412	5020.1323	dHGP	Non-tumour context	False	Other tissue	True
33867	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	4330.1523	9933.39	dHGP	Non-tumour context	False	Other tissue	True
33869	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9477.515	4821.086	dHGP	Non-tumour context	False	Other tissue	True
33870	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9421.826	4879.5654	dHGP	Non-tumour context	False	Other tissue	True
33871	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5183.8	9084.05	dHGP	Non-tumour context	False	Other tissue	True
33873	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4486.5264	9752.895	dHGP	Non-tumour context	False	Other tissue	True
33876	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9307.889	4991.528	dHGP	Non-tumour context	False	Other tissue	True
33877	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9088.929	5217.643	dHGP	Non-tumour context	False	Other tissue	True
33878	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	10793.583	3531.3333	dHGP	Non-tumour context	False	Other tissue	True
33880	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	8424.5	5927.1387	dHGP	Tumour-region context	True	Other tissue	True
33881	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4429.375	9910.2295	dHGP	Non-tumour context	False	Other tissue	True
33882	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10242.739	4045.739	dHGP	Non-tumour context	False	Other tissue	True
33884	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	8561.8	5749.457	dHGP	Tumour-region context	True	Other tissue	True
33885	ENC-P02-S03	EHGP	True	False	Tumor	CAF3	1813.6666	4257.467	dHGP	Tumour-region context	True	Other tissue	True
33886	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6611.125	7700.25	dHGP	Non-tumour context	False	Other tissue	True
33887	ENC-P02-S03	EHGP	True	False	Tumor	CAF3	8509.238	5902.619	dHGP	Tumour-region context	True	Other tissue	True
33889	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	7678.0	6700.543	dHGP	Non-tumour context	False	Other tissue	True
33890	ENC-P02-S03	EHGP	False	False	Liver	CAF3	3660.5186	10700.111	dHGP	Non-tumour context	False	Other tissue	True
33891	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	5648.6313	8685.895	dHGP	Non-tumour context	False	Other tissue	True
33892	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9033.772	5324.909	dHGP	Non-tumour context	False	Other tissue	True
33894	ENC-P02-S03	EHGP	False	False	Liver	CAF2	4595.6763	9763.465	dHGP	Non-tumour context	False	Other tissue	True
33897	ENC-P02-S03	EHGP	False	False	Liver	MΦ	3964.4285	10441.714	dHGP	Non-tumour context	False	Other tissue	True
33898	ENC-P02-S03	EHGP	False	False	Stroma	NC1	5751.0	8694.728	dHGP	Non-tumour context	False	Other tissue	True
33899	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10106.4375	4348.1875	dHGP	Non-tumour context	False	Other tissue	True
33900	ENC-P02-S03	EHGP	True	True	Tumor	MΦ	8366.828	6023.0	dHGP	Tumour-region context	True	Other tissue	True
33902	ENC-P02-S03	EHGP	False	False	Liver	MΦ	4059.1428	10276.667	dHGP	Non-tumour context	False	Other tissue	True
33904	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5023.263	9459.895	dHGP	Non-tumour context	False	Other tissue	True
33905	ENC-P02-S03	EHGP	False	False	Liver	CAF2	3230.7727	11165.182	dHGP	Non-tumour context	False	Other tissue	True
33909	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7561.1763	6919.353	dHGP	Non-tumour context	False	Other tissue	True
33910	ENC-P02-S03	EHGP	False	False	Liver	CAF1	3679.0908	10776.909	dHGP	Non-tumour context	False	Other tissue	True
33911	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	4888.6206	9578.034	dHGP	Non-tumour context	False	Other tissue	True
33913	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	6806.6924	7691.4614	dHGP	Non-tumour context	False	Other tissue	True
33914	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9724.637	4796.8184	dHGP	Non-tumour context	False	Other tissue	True
33916	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	4690.904	9814.038	dHGP	Non-tumour context	False	Other tissue	True
33917	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	8611.667	5907.933	dHGP	Non-tumour context	False	Other tissue	True
33918	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5120.1353	9437.0	dHGP	Non-tumour context	False	Other tissue	True
33922	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	4972.1875	9526.4375	dHGP	Non-tumour context	False	Other tissue	True
33927	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	4753.6	9758.371	dHGP	Non-tumour context	False	Other tissue	True
33929	ENC-P02-S03	EHGP	False	False	Liver	MΦ	4231.0	10343.417	dHGP	Non-tumour context	False	Other tissue	True
33931	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	4553.567	10009.866	dHGP	Non-tumour context	False	Other tissue	True
33933	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	10208.917	4399.3335	dHGP	Non-tumour context	False	Other tissue	True
33934	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5399.8364	9173.182	dHGP	Non-tumour context	False	Other tissue	True
33935	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	9098.581	5418.5117	dHGP	Non-tumour context	False	Other tissue	True
33937	ENC-P02-S03	EHGP	False	False	Liver	CAF3	4369.0	10230.667	dHGP	Non-tumour context	False	Other tissue	True
33941	ENC-P02-S03	EHGP	True	False	Tumor	CAF3	2157.5715	4005.8572	dHGP	Tumour-region context	True	Other tissue	True
33942	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10278.667	4449.2	dHGP	Non-tumour context	False	Other tissue	True
33943	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5588.5386	9125.808	dHGP	Non-tumour context	False	Other tissue	True
33944	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10222.692	4321.0	dHGP	Non-tumour context	False	Other tissue	True
33946	ENC-P02-S03	EHGP	False	False	Liver	CAF2	4436.574	10217.019	dHGP	Non-tumour context	False	Other tissue	True
33948	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9422.389	5290.278	dHGP	Non-tumour context	False	Other tissue	True
33949	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	11119.593	3540.6667	dHGP	Non-tumour context	False	Other tissue	True
33953	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9858.323	4858.9116	dHGP	Non-tumour context	False	Other tissue	True
33954	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	8960.8	5730.141	dHGP	Non-tumour context	False	Other tissue	True
33955	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	10202.956	4530.7393	dHGP	Non-tumour context	False	Other tissue	True
33956	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	5350.7837	9347.676	dHGP	Non-tumour context	False	Other tissue	True
33957	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	3576.0938	11114.969	dHGP	Non-tumour context	False	Other tissue	True
33958	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7290.0835	7400.0	dHGP	Non-tumour context	False	Other tissue	True
33959	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5415.8833	9297.017	dHGP	Non-tumour context	False	Other tissue	True
33961	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7673.788	7057.485	dHGP	Non-tumour context	False	Other tissue	True
33962	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	5567.0	9230.804	dHGP	Non-tumour context	False	Other tissue	True
33963	ENC-P02-S03	EHGP	True	False	Tumor	MΦ	309.16	5853.12	dHGP	Tumour-region context	True	Other tissue	True
33965	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9209.76	5522.76	dHGP	Non-tumour context	False	Other tissue	True
33966	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	6702.909	8049.364	dHGP	Non-tumour context	False	Other tissue	True
33967	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	9474.619	5168.643	dHGP	Non-tumour context	False	Other tissue	True
33969	ENC-P02-S03	EHGP	False	False	Stroma	NC1	9179.875	5597.625	dHGP	Non-tumour context	False	Other tissue	True
33971	ENC-P02-S03	EHGP	False	False	Liver	aHSC1	4627.467	10176.533	dHGP	Non-tumour context	False	Other tissue	True
33975	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9141.481	5705.6294	dHGP	Non-tumour context	False	Other tissue	True
33976	ENC-P02-S03	EHGP	False	False	Stroma	CAF1	7733.5	7166.0	dHGP	Non-tumour context	False	Other tissue	True
33977	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7470.1055	7298.579	dHGP	Non-tumour context	False	Other tissue	True
33978	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7638.3335	7176.7144	dHGP	Non-tumour context	False	Other tissue	True
33979	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	6546.1333	8243.866	dHGP	Non-tumour context	False	Other tissue	True
33980	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5875.469	8846.775	dHGP	Non-tumour context	False	Other tissue	True
33981	ENC-P02-S03	EHGP	False	False	Stroma	NC2	7284.6	7544.4	dHGP	Non-tumour context	False	Other tissue	True
33982	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	10639.223	4165.3335	dHGP	Non-tumour context	False	Other tissue	True
33984	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6983.6	7840.2	dHGP	Non-tumour context	False	Other tissue	True
33985	ENC-P02-S03	EHGP	True	False	Tumor	MΦ	220.92453	5935.4526	dHGP	Tumour-region context	True	Other tissue	True
33987	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	6665.5	8155.5625	dHGP	Non-tumour context	False	Other tissue	True
33989	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10831.5	3986.875	dHGP	Non-tumour context	False	Other tissue	True
33990	ENC-P02-S03	EHGP	False	False	Liver	MΦ	5271.2104	9602.421	dHGP	Non-tumour context	False	Other tissue	True
33992	ENC-P02-S03	EHGP	False	False	Stroma	CAFγ	8961.967	5886.2334	dHGP	Non-tumour context	False	Other tissue	True
33993	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9544.782	5293.0435	dHGP	Non-tumour context	False	Other tissue	True
33994	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	5857.3516	9001.514	dHGP	Non-tumour context	False	Other tissue	True
33995	ENC-P02-S03	EHGP	False	False	Stroma	MΦ	9848.115	5056.4614	dHGP	Non-tumour context	False	Other tissue	True
33998	ENC-P02-S03	EHGP	False	False	Stroma	NC2	9528.667	5379.222	dHGP	Non-tumour context	False	Other tissue	True
33999	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9605.556	5290.3335	dHGP	Non-tumour context	False	Other tissue	True
34000	ENC-P02-S03	EHGP	False	False	Stroma	aHSC1	6077.5137	8878.878	dHGP	Non-tumour context	False	Other tissue	True
34001	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	7460.5386	7448.077	dHGP	Non-tumour context	False	Other tissue	True
34002	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	10465.728	4492.0	dHGP	Non-tumour context	False	Other tissue	True
34004	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	7570.5835	7376.4165	dHGP	Non-tumour context	False	Other tissue	True
34006	ENC-P02-S03	EHGP	False	False	Stroma	CAF2	6215.591	8745.853	dHGP	Non-tumour context	False	Other tissue	True
34008	ENC-P02-S03	EHGP	False	False	Stroma	CAF3	9731.375	5228.5	dHGP	Non-tumour context	False	Other tissue	True
