dataset	normalization	membership	n_genes	n	effect	low	high	p	loo_min	loo_max
Spatial_rHGP_minus_dHGP_near	TMM	all_assayed	21	6	0.2461728656123163	-0.3711114555934236	0.8634571868180558	0.6	-0.0020925548800372	0.4836289839126626
Spatial_rHGP_minus_dHGP_near	TMM	count_eligible	13	6	0.9192417780404432	0.4563151927312825	1.382168363349603	0.1	0.719024986641247	1.1423947486602373
Spatial_rHGP_minus_dHGP_near	library_only	all_assayed	21	6	0.1541333044367394	-0.3205331513683518	0.6287997602418305	0.7	-0.0389236969883464	0.3646416370736467
Spatial_rHGP_minus_dHGP_near	library_only	count_eligible	13	6	0.7866105569858313	0.26940775885486	1.3038133551168023	0.2	0.5518983241146165	1.006083669278424
