rival	method	adjustment	patient	state	n_cells	n_repair_genes	n_junction_genes	rho
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC03	Hypoxia	127	78	24	0.2746766029246343
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC03	Hypoxia	127	78	24	0.2325529621297337
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC03	REC	14	78	24	0.0813186813186813
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC03	REC	14	78	24	0.0329670329670329
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC03	iREC	20	78	24	-0.2015037593984962
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC03	iREC	20	78	24	-0.2676691729323308
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC04	Hypoxia	329	78	24	0.2899534300675971
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC04	Hypoxia	329	78	24	0.2843107852189326
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC04	REC	80	78	24	0.2374824191279887
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC04	REC	80	78	24	0.2307079231129864
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC04	UPR	257	78	24	0.1125654635327119
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC04	UPR	257	78	24	0.1148029590082345
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC04	iREC	25	78	24	-0.1399999999999999
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC04	iREC	25	78	24	-0.1769230769230769
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC05	Hypoxia	104	78	24	0.3439453750133362
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC05	Hypoxia	104	78	24	0.3430278459404673
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC05	REC	96	78	24	0.2779571351058058
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC05	REC	96	78	24	0.279747693977211
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC05	UPR	106	78	24	0.0361286747109353
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC05	UPR	106	78	24	0.0802226868529108
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC06	Hypoxia	110	78	24	0.3785902666636612
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC06	Hypoxia	110	78	24	0.34112661452111
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC06	REC	94	78	24	0.1370732940793989
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC06	REC	94	78	24	0.081270093559224
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC06	UPR	73	78	24	0.2513883746760459
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC06	UPR	73	78	24	0.2754226829569295
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC06	iREC	232	78	24	0.1984723874615838
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC06	iREC	232	78	24	0.1720236253313062
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC07	Hypoxia	73	78	24	0.2087806985067259
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC07	Hypoxia	73	78	24	0.2484882142416389
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC07	UPR	60	78	24	0.0005001389274798
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC07	UPR	60	78	24	-0.0016115587663239
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC08	Hypoxia	406	78	24	0.2225658708417329
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC08	Hypoxia	406	78	24	0.2027158371985958
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC08	REC	88	78	24	0.3276918741854813
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC08	REC	88	78	24	0.3325173470465993
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC08	UPR	33	78	24	0.4461898395721925
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC08	UPR	33	78	24	0.4318181818181818
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC08	iREC	62	78	24	0.3400820931228123
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC08	iREC	62	78	24	0.3053310165948982
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC09	Hypoxia	23	78	24	0.2193675889328063
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC09	Hypoxia	23	78	24	0.2776679841897233
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC09	UPR	38	78	24	0.0694824379034905
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC09	UPR	38	78	24	0.075172338330233
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC09	iREC	22	78	24	0.4816487859966121
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC09	iREC	22	78	24	0.4884246188594016
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC10	Hypoxia	414	78	24	0.140390935253806
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC10	Hypoxia	414	78	24	0.1010670749108657
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC10	REC	401	78	24	0.3706922991029888
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC10	REC	401	78	24	0.357779618118882
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC10	UPR	61	78	24	0.2446324695928079
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC10	UPR	61	78	24	0.2454785827604441
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC11	Hypoxia	119	78	24	0.1258581398661159
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC11	Hypoxia	119	78	24	0.1226249821962683
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC11	REC	13	78	24	-0.1153846153846153
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC11	REC	13	78	24	-0.0989010989010989
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC11	UPR	35	78	24	0.4436974789915966
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC11	UPR	35	78	24	0.365546218487395
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC11	iREC	15	78	24	0.1285714285714285
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC11	iREC	15	78	24	0.1107142857142856
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC12	Hypoxia	78	78	24	0.0549703461095866
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC12	Hypoxia	78	78	24	0.0574235890691586
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC12	REC	55	78	24	0.1661616161616161
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC12	REC	55	78	24	0.1808080808080808
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC14	Hypoxia	285	78	24	0.1694884063305116
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC14	Hypoxia	285	78	24	0.1675527585831514
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC14	REC	40	78	24	-0.1125703564727955
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC14	REC	40	78	24	-0.1157598499061913
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC14	UPR	30	78	24	-0.0567296996662958
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC14	UPR	30	78	24	-0.0518353726362625
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC14	iREC	30	78	24	0.0660734149054504
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC14	iREC	30	78	24	0.1706340378197997
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC15	Hypoxia	149	78	24	-0.0028478142572102
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC15	Hypoxia	149	78	24	0.0541520043533466
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC15	REC	41	78	24	0.3310104529616725
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC15	REC	41	78	24	0.2280487804878049
ICMS3_MINUS_ICMS2	gene_z	technical_only	CRC15	UPR	11	78	24	-0.4545454545454545
ICMS3_MINUS_ICMS2	gene_z	technical_plus_rival	CRC15	UPR	11	78	24	-0.6727272727272727
