pair_id	regulon_id	candidate_class	side	program_id	gene_role	gene	mean_expression	detected_epithelial_cells	expression_bin
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP001122.1	0.00024399112378778744	4	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP001160.1	0.0245978376637378	378	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP001372.1	0.03729153450144928	560	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP001619.1	0.0007495783621713117	13	5
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP002851.1	0.01779352847175615	266	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP003064.2	0.0006944014090974624	12	5
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	AP003400.1	0.00018739459054281966	3	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	APBA3	0.04579431995459997	703	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	APC	0.5598655260065686	5408	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	APCDD1L	0.01410432471066771	212	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	APEX1	0.4931576529696828	4253	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ARL15	4.154973657439548	11986	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ASB3	0.5706285771818594	5538	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ASB7	0.21462898774822878	2717	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ASPDH	0.00016835787158965082	4	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ASPHD1	0.16715940314636704	2069	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATAD1	0.7963909788234153	6800	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATF6B	0.19870271186958505	2670	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATF7	0.7193239351387917	6458	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATG12	0.38361609983625966	4251	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATP5MPL	0.546927094563782	4872	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATP8B3	0.002558348059665408	44	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ATR	1.4366084710075282	8887	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BABAM1	0.20457769427488223	2628	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BBS7	0.11314573325344773	1508	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BCKDHB	1.7506466320709402	9638	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BFSP1	0.0360487702747847	506	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BMPR1B	0.0507476467368579	473	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BNIP1	0.04635627956376679	687	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BOD1L1	0.5887116307980381	5846	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BORCS6	0.014160441981092283	226	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BORCS8	0.05711088211667912	867	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BSND	0.00018739459054281966	3	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	BX842570.1	0.04322146261733955	645	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C12ORF60	0.018400864044442994	255	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C12ORF76	0.08870878824772771	1284	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C12ORF81	0.0021360089088023897	34	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C17ORF107	0.002730820061555996	47	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C1GALT1C1	0.18284657864681123	2196	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	C4ORF19	0.838969694941842	6456	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CA11	0.02077927354073285	315	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CABIN1	0.6057414968297163	5587	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CACNA2D4	0.013115082101570521	224	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CADM3-AS1	6.246486351427322e-05	1	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CALM3	0.2995513676647627	3230	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CAP2	0.27349375257558317	2751	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CAPRIN2	0.18305376567283002	2336	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CASD1	0.643110066194342	5816	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CASP3	0.16672814582458864	2063	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CASP8	0.4426027064830831	4698	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CBLIF	0.025938672064483855	311	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CBX3	1.09045719218377	8179	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCDC137	0.1801012405427915	2241	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCDC6	1.493483463983951	8865	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCDC85C	0.205047725417403	2504	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCL8	0.0008152908969546634	25	5
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCNB1IP1	0.4328359293568342	4117	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCNG1	0.17852913550541538	2215	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CCT5	0.6707950926927589	5460	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CD1E	4.011597969365566e-11	2	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CD47	1.3990670114158033	8761	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CD5	0.013810846722233424	249	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CD74	0.5136699590136709	4930	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDC23	0.11544719501679206	1585	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDC40	0.28909188619938586	3393	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDC42-AS1	0.008578154258720874	133	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDC42-IT1	0.026930230603881406	428	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDC5L	0.42307983338553545	4461	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDH18-AS1	6.246486351427322e-05	1	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDH4	0.009118166204042771	143	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDIP1	0.04258818496864506	613	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDK19	1.1666166064975174	7942	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CDK5RAP3	0.3513355255164178	4157	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CELF3	0.012838415533920396	185	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CEP72	0.10953183018205849	1387	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CFAP157	0.016317310227662165	251	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CHFR	0.16785093986379288	2135	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CHMP3	0.6855683343885106	6041	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CHORDC1	0.35131056599974836	3730	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CHRM5	0.04774317933734345	712	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CIAPIN1	0.1761214140279277	2320	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CIRBP	0.5388522089678143	5357	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CLRN1-AS1	0.011641236276106528	171	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CMSS1	1.9973538560768724	8973	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CNOT11	0.31709190766200257	3658	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CNTRL	0.29909492836256035	3388	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	COG6	0.6941183543129323	6137	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CPEB2-DT	0.014901549705627123	227	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CPNE2	0.09983195741169602	1371	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CRCT1	0.0002498594540570929	3	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CREM	0.2610265621146965	3063	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CRYBA1	0.0006600578300852142	13	5
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CRYZL1	0.33838614844145526	3761	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CSTF3	0.9826996414239518	7579	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CTSV	0.11156867376101504	1363	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CUBN	0.017480758348003646	288	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CUTA	0.5142008031328255	4768	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CUZD1	0.01630735455420725	247	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CXCL13	0.0067012104988303164	194	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYB5D1	0.020624035312581508	319	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYB5R4	0.42027074885298404	4514	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYBC1	0.11102010170914074	1610	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYC1	0.7198250214539325	5560	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYP4Z1	0.007618383765015861	113	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	CYSLTR1	0.002196283466255036	89	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DAO	0.0020193090310169125	34	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DBF4B	0.11613877152166463	1446	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DBR1	0.05620947033418199	828	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCAF4L2	6.246486351427322e-05	1	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCDC1	0.03347338727214691	430	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCDC2B	0.02032392559942697	316	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCLK1	0.006019426987821275	154	10
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCP2	0.44086845412089937	4582	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DCUN1D2-AS	0.01260863360790334	195	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DDAH2	0.2855603030697599	3158	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DDN	0.005165476293103356	79	10
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DDX17	1.7374279354780084	10342	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DERL3	0.013791675990098003	212	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DGAT2	0.09430429993760574	1281	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DGUOK-AS1	0.056089896415292516	780	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DHRS4	0.09736417405676359	1307	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DHRS4-AS1	0.2976991427340144	3442	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DHX38	0.1878231566622032	2478	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DHX8	0.4254344834871219	4376	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DIAPH3	1.3739005614357565	3366	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DLD	0.46838485173337985	4880	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DLGAP1-AS5	0.004937654845726035	65	10
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DMRTA1	0.002003291901392987	31	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DMXL2	0.20239774827493862	3172	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DNAJA3	0.3364927748006297	3862	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DNAJB4	0.027607403826360788	425	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DNAJC9-AS1	0.010674801219208906	165	12
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DOCK6	0.4540914259387896	4918	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DOP1B	0.586752809929931	5550	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DPP6	0.04504060206492793	675	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DUS4L	0.1037671112673176	1438	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	DYNC1LI1	0.31523676027929304	3510	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EAF1	0.09596243449143263	1362	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ECD	0.2862560271218974	3362	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EDDM13	0.056625782903587524	828	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EGLN3	0.8725961811486357	4004	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EIF2AK4	0.36249948342814997	4044	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EIF3A	1.3172247975653288	8556	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EIF5	0.7020615271926575	5910	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ELAVL1	0.39605869556383333	4431	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ELMOD3	0.283606706292425	3353	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EMC4	0.18546111601283186	2364	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EMILIN3	0.0021507244984611696	35	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ENOX1-AS1	6.246486351427322e-05	1	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EP300	0.7591884774355756	6815	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EPHA1	0.10381101879861163	1412	17
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EPRS	0.7955006438385036	6319	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ERLIN1	0.30273818626634047	3330	21
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ERLNC1	0.00018739459054281966	3	2
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ERP29	0.6620226900093087	5400	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ESAM	0.008155941833693097	194	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ETFA	0.8418782026504562	7273	23
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EXOSC4	0.1644773964462216	1968	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EXOSC6	0.19942906119701478	2505	19
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EXTL3	0.2333201360409128	2403	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	EYA4	0.03900013566231227	483	15
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FABP5	0.601533982855061	4588	22
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FAM13C	0.008406231568325668	132	11
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FAM186A	0.01572474495699929	237	13
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FAM210A	0.2858006880064282	3239	20
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FAM242A	0.002001712514203093	33	8
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FAM85B	0.03219127052802338	483	14
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FANK1-AS1	6.246486351427322e-05	1	0
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FARP1	2.154854304040013	10620	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FBXO34	1.8903561181530346	10202	24
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FBXW7-AS1	0.0006820377735219194	10	5
ascl2__tight_junction	ASCL2	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	FCHSD1	0.041278814568020114	655	15
