pair_id	regulon_id	candidate_class	side	program_id	gene_role	gene	mean_expression	detected_epithelial_cells	expression_bin
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LINC02803	0.01746304842822444	263	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LINC2194	6.246486351427322e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LNCOC1	0.028521307396839585	423	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LPAR1	0.09933020950464343	1274	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LPGAT1	0.9960966974513618	7254	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LRP6	1.0112460358494795	7730	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LRRC43	0.007528019060133327	110	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LRRC7	0.026904942161459507	420	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LSG1	0.3765716852042087	4189	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LSS	0.19271310073564316	2175	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LTB4R	0.04828010717377433	731	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LYPD8	0.04037145951290288	494	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	LYPLA1	1.1826924129774152	7848	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MACF1	2.5488601078102673	11605	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MAGED1	1.3554180625362369	8599	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MAP2K1	0.3312632462742907	3742	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MAP4K5	1.3006739699346843	8707	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MAPK1	0.6866808871101776	6178	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MARS	0.30535082715359946	3398	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MAST4-IT1	6.246486351427322e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MBD4	0.21174616030559856	2772	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MED18	0.027507766058312573	415	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MED6	0.2205824512322573	2834	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	METTL18	0.02857859466112974	434	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MFHAS1	0.8517364839903921	5896	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MFSD2A	0.17004474522626803	1780	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MGAT3	0.03931060945513363	554	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MIA2	0.579553274941464	5625	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MICOS10	0.5051362968010206	4522	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MIPOL1	0.6676665585064545	4665	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MIR17HG	0.17721472496363558	2287	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MIR9-3HG	0.005131264206202829	81	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MIRLET7BHG	0.5055546135285532	4976	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MMP3	0.020891336391983203	265	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MREG	0.11269743652318856	1530	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MRPS24	0.3645779075185599	3516	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MRRF	0.6841213941477311	6459	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MVB12A	0.10818220877068065	1458	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MYL5	0.02484980493819321	389	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MYO15A	0.010556456452046278	163	12
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MYO15B	0.3510631413148216	3827	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	MYPOP	0.053175120803014064	759	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NAA40	0.11151376062988654	1554	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NADSYN1	0.3760387332198605	4395	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NAGPA	0.0464902838792246	709	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NANOS3	0.01853557905658463	286	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NARS2	0.7820057798514658	6401	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NDFIP1	0.5657837985047282	5530	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NDUFA1	0.5017154359364746	4673	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NDUFB9	1.0316962408158654	6410	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NECTIN4	0.10812553133983299	1329	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NFU1	0.20815868038204505	2599	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NGRN	0.19012471109961884	2320	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NIT2	0.20101710226349803	2562	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NLGN3	0.006044711822930211	94	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NLRP6	0.005990970681300277	97	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NME5	0.01326308936274574	184	12
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NMNAT1	0.11075767611673924	1402	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NMNAT2	0.36184128291812206	2784	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NPFFR1	0.018207803423485564	273	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NPIPA8	0.006254421383118273	101	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NRG4	0.020541472835315575	263	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NRROS	0.0007542844986716049	20	5
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NT5C2	1.3698694685653134	9024	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUCB1-AS1	0.02929519042507669	448	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUDCD1	0.6821343212960499	5840	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUDCD3	1.1293796060890788	8425	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUDT18	0.012951596511192928	206	12
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUDT7	0.045926465388128966	660	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUMA1	0.5253438067987996	5416	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUP153	0.9061192250414106	7170	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUP205	0.5354927744083682	5076	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OBP2B	0.001979920666626909	32	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OMG	0.11663843145807741	1583	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR2J2	0.0002498594540570929	3	2
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR51E1	0.007740473181699942	91	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR5H1	0.0002498594540570929	4	2
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OXNAD1	0.4561057427913277	4766	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	P2RX5	0.02969704157066307	463	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	P2RY11	0.05023365396534129	731	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PAFAH1B3	0.20838163583936453	2413	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PAK1IP1	0.18937531543095254	2242	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PAPOLG	0.20785933711205754	2722	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PARN	0.8604015192418737	7264	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PARS2	0.01783104127988399	274	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PATL2	0.08381750718949624	1071	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PCAT14	0.10458417601212762	811	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDE6B	0.0027417602672534383	50	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDHA2	6.246486351427322e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDHX	0.5210019577539144	5278	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDIA4	0.7938796679414674	6193	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PEX5	0.11761633200025604	1577	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PFKFB4	0.1636421337916411	1732	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PFKM	0.0977924459059045	1325	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PHYH	0.10036518909183714	1375	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PIM2	0.019236576948839665	316	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PIMREG	0.017535528286875473	234	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PKP1	0.020571786054658463	276	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLA2G4E-AS1	0.004431413683812956	72	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLAA	0.35661715403123867	3944	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLIN5	0.015105201415561707	253	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	POLR2J3	0.8814813900250016	7434	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	POM121	0.760896865259635	6938	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PORCN	0.01765960328165973	266	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	POU5F2	0.051748675717443064	784	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPHLN1	1.1454537430543956	8387	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPM1B	0.9459145095687289	7719	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPM1K	0.0540847542953824	779	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPT2	0.038932427576848325	598	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRDM12	0.00254649905308367	41	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRMT2	0.3438068820614228	3950	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRMT3	1.330758206159564	8460	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRSS36	0.005918192159021122	95	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRTG	0.005205335175729093	84	10
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PSMB2	0.43003396006033806	4220	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PSMC4	0.17339980840176614	2131	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTF1A	0.007381019660643026	108	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTMA	6.981271371909048	13662	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PXDN	0.008381009798108116	236	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAB11FIP4	0.21465138383328358	2675	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAB4B	0.0981222855373849	1392	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RABEP1	0.6340675760614157	5768	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAD17	0.20771164291392996	2508	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAPGEF1	0.7119991175145748	6980	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RASA4	0.027847001804120933	434	14
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RBBP8	0.6283934819861402	5202	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RBM28	0.4020753862245886	4490	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RBSN	0.16279293754887245	2133	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	REM1	5.96558163812244e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	REM2	0.011855410110258728	184	12
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	REPS1	0.9806490531475711	7601	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RERE-AS1	0.01815439373007183	285	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RGPD1	0.007922428356014337	126	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RGPD6	0.002310874345368258	38	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RGR	0.002308345602769319	36	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RGS4	1.816203952347831e-15	6	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF121	0.3573144751594696	4013	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF144A	0.09765503049135058	1278	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNGTT	1.4964726218535218	8786	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RPGRIP1L	0.18666071682801674	2202	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RPP40	0.04997762955957421	712	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RRAD	0.010193414286172724	133	12
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RTN4RL2	0.01572835194088322	241	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RTRAF	0.40294005946921246	4008	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SALL2	0.0028195043545137413	46	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SBK1	0.03842341636641856	566	15
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCAF11	1.9451379832835545	10909	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCAMP2	0.32049331772490525	3808	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCGB3A2	0.0006761354731677705	14	5
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SDCBP2-AS1	0.30594714213686397	3539	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEC14L4	0.006964856810256716	109	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEC61B	0.5860245237307891	5201	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEMA6B	0.0028344438138773634	86	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEMA6D	0.10939003931224327	1010	17
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEPTIN11	0.6476470444380984	5773	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SERPINA9	6.246486351427322e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SET	1.3575460987141217	7872	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SETD2	1.6164169296630666	9902	24
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SFSWAP	0.737977597355893	6880	23
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SGK2	0.46995308299940164	4496	22
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH3GL3	0.01766002529661841	157	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH3PXD2A-AS1	0.020396614344266432	304	13
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SHMT2	0.18438665468767668	2035	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SHOX	0.002364703721158381	37	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SKA2	0.19855429356382168	2096	19
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC12A7	0.3239391176516957	3811	21
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC13A5	0.0020390531003169005	49	8
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC16A12-AS1	6.087875223240211e-05	1	0
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC16A6	0.008728909685568553	234	11
hnf4a__tight_junction	HNF4A	lineage_WNT_comparator	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC19A2	0.3758125252641484	3868	21
