path	source	sha256
data_sources/Liu_2026_GSE294385/extracted/M-ST-06/spatial/tissue_positions.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	c63d02276d503b52976e9a31d76afcd0db06118a3eb2deccc642fdd2a2e62fa8
data_sources/Liu_2026_GSE294385/extracted/M-ST-07/filtered_feature_bc_matrix/barcodes.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	25c49ce02eb23c0380381ec8c486fbfee83194a324b5d0c19c4ccd3f0148d7e2
data_sources/Liu_2026_GSE294385/extracted/M-ST-07/filtered_feature_bc_matrix/features.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	a28463266c8cfeb2f90280e71af8efa10fab1d12903f1fea5b80e32184b35111
data_sources/Liu_2026_GSE294385/extracted/M-ST-07/filtered_feature_bc_matrix/matrix.mtx.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	5ec7154d86ec15dbb13785cb286178c7d66ae6871165c21d1ace7c6ffcf8ecab
data_sources/Liu_2026_GSE294385/extracted/M-ST-07/spatial/tissue_positions.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	2bceaed2c0b05f03fe0a70a95d20fbd1657189b243c614df557b8b9da9e30242
data_sources/Liu_2026_GSE294385/extracted/M-ST-08/filtered_feature_bc_matrix/barcodes.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	512dcd7c5366c529e8edee2fa5f5c795e495eb379b2bd24d1a81649e49a1aa36
data_sources/Liu_2026_GSE294385/extracted/M-ST-08/filtered_feature_bc_matrix/features.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	98824893430a22ce175b87405d683cd4a6b5f36fca8585d7f667dd1530a470d4
data_sources/Liu_2026_GSE294385/extracted/M-ST-08/filtered_feature_bc_matrix/matrix.mtx.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	70588c9dc74e20dca516ab0fb68f9be41573ba38debc6cc7564f4fb475d391f7
data_sources/Liu_2026_GSE294385/extracted/M-ST-08/spatial/tissue_positions.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	5a7f034a6023ffac6243ce9bf20032c298048c09b8d969fadd3356c1e9fb9770
data_sources/Liu_2026_GSE294385/extracted/M-ST-09/filtered_feature_bc_matrix/barcodes.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	920246351657731ffd620a85c51a941d66712a40fd0a20e4278005d33afe6b2a
data_sources/Liu_2026_GSE294385/extracted/M-ST-09/filtered_feature_bc_matrix/features.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	3ca9d27ea05993cadbcfc9c2a1f22292e91a69faa24de79c326f1cc2edc43315
data_sources/Liu_2026_GSE294385/extracted/M-ST-09/filtered_feature_bc_matrix/matrix.mtx.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	ea0dbfd4454679dc7da5b25999ba3ae891a9abef20131225509ce10df9ab0013
data_sources/Liu_2026_GSE294385/extracted/M-ST-09/spatial/tissue_positions.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	b015892719abe1346173131ff815ac587f721b04597b78481d1acb059879ddff
data_sources/Liu_2026_GSE294385/extracted/M-ST-10/filtered_feature_bc_matrix/barcodes.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	a71f72a683d1dc33ccefd97268dc500907a0acfa7e4f8f5be47c5ec3049148c8
data_sources/Liu_2026_GSE294385/extracted/M-ST-10/filtered_feature_bc_matrix/features.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	c0b5306106f31d1ec14901fc787933c60c394fba1e0101347c246f680dc5d3f7
data_sources/Liu_2026_GSE294385/extracted/M-ST-10/filtered_feature_bc_matrix/matrix.mtx.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	a5e0da642d19eb4ca663c8889f6d51f49f35b455d5d49ac1032721d06112e9a7
data_sources/Liu_2026_GSE294385/extracted/M-ST-10/spatial/tissue_positions.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	184f4a8399c0eac129495edfb7196e125177c3adbbd691cdd105728f19ee220e
data_sources/Liu_2026_GSE294385/extracted/M-ST-11/filtered_feature_bc_matrix/barcodes.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	219f981f64533912dba45b1e7fb8db175bcbc6be41cf861b95ac93e21aee66cb
data_sources/Liu_2026_GSE294385/extracted/M-ST-11/filtered_feature_bc_matrix/features.tsv.gz	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	f55a895020443fefa4faca9aced2dd73d47cae9f4ac1ae2f9928d7a791139fd3
