asset	bytes	sha256	role	published_url
emtab-matrix-inputs-2026-09-21.tar.gz	153951796	7c79588b28c676f7c67864ec03f543290eb67f03f0e3ffc92863a56c88878238	E-MTAB reconstructed matrices and metadata; external to Git	https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz
