location	path	workspace_path	bytes	sha256	upstream_sha256	adaptation	source	consumers
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_lock_provenance.json	analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_lock_provenance.json	946	5cf1976cf98e11588da6be6308d68e1fd12904a3413ff32f2d7fb1d5b5975ef0	5cf1976cf98e11588da6be6308d68e1fd12904a3413ff32f2d7fb1d5b5975ef0	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	regulatory_coexistence
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_locked_genes.tsv	analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_locked_genes.tsv	4121178	5324e5c4c31afddfd02becdd580673241753aa8dbe96dcf62d463acf5fa9ff40	5324e5c4c31afddfd02becdd580673241753aa8dbe96dcf62d463acf5fa9ff40	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	regulatory_coexistence
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_pair_registry.tsv	analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_pair_registry.tsv	6667	2de164567fc38573a3aa92df712421a1e2eaa480764c7c22b17fbf4588445df1	2de164567fc38573a3aa92df712421a1e2eaa480764c7c22b17fbf4588445df1	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	regulatory_coexistence
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_set_registry.tsv	analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_set_registry.tsv	2671	f59d9d246b2112cb82455a6cd22a6cb53e0257716cfc8a05434d9882c90f0bb6	f59d9d246b2112cb82455a6cd22a6cb53e0257716cfc8a05434d9882c90f0bb6	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	bulk_context
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_sets_long.tsv	analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_sets_long.tsv	113116	b885511f1999f0445e0779f1a4d12f8e9dd8dd2437486d9919fb462899b05180	b885511f1999f0445e0779f1a4d12f8e9dd8dd2437486d9919fb462899b05180	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	bulk_context;plexin;gata6;serial_selection
bundled	data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_named_genes.tsv	analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_named_genes.tsv	356	aae12afd78fa31d46f587b66d89ac66870a8176028652cc2731cd77440330dbf	aae12afd78fa31d46f587b66d89ac66870a8176028652cc2731cd77440330dbf	none	Frozen source definitions and specifications; see definition registries and THIRD_PARTY_NOTICES.md	bulk_context
external	analysis_results/e_mtab_12022_primary_reconstruction.h5ad	analysis_results/e_mtab_12022_primary_reconstruction.h5ad	58596737	0a7c7ec4bb2922dfc78372cd7ca3e61056bc9ba2f230a39519924078fc8fb187	0a7c7ec4bb2922dfc78372cd7ca3e61056bc9ba2f230a39519924078fc8fb187	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_cells;hgp_coexpression;junction_sensitivity
external	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/filtered_feature_bc_matrix.h5	18210878	2f1194b0e630ea4a0335cbf8fe118ce248279243f31919f6c6193c3fddedeec9	2f1194b0e630ea4a0335cbf8fe118ce248279243f31919f6c6193c3fddedeec9	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/spatial/scalefactors_json.json	164	be44a99e57bdc283e3e38b05d06d9688dfac4a67b173968970f5a8da7c6b9127	be44a99e57bdc283e3e38b05d06d9688dfac4a67b173968970f5a8da7c6b9127	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample1/outs/spatial/tissue_positions.csv	317161	3e4755cd1f97b40999aeebff394042b7f99c38c832285de2fe9e88c16a2b9571	3e4755cd1f97b40999aeebff394042b7f99c38c832285de2fe9e88c16a2b9571	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/filtered_feature_bc_matrix.h5	17307109	0167e43f701dd2604229af6580f34c89c909809bbbfe2b135e360df71e111b2c	0167e43f701dd2604229af6580f34c89c909809bbbfe2b135e360df71e111b2c	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/spatial/scalefactors_json.json	161	241c48ca0c418e33f456a028e056b67a45c85e4e34569b2c2d1dac392d0ada50	241c48ca0c418e33f456a028e056b67a45c85e4e34569b2c2d1dac392d0ada50	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample3/outs/spatial/tissue_positions.csv	317040	2874f944efcfd544d4135e985c83ea4f1f5a976c05b4a16b504c378abfaf76b9	2874f944efcfd544d4135e985c83ea4f1f5a976c05b4a16b504c378abfaf76b9	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/filtered_feature_bc_matrix.h5	25450214	efbd7d94ac1c6d3284cb25284b2d914cee0638eec2d9165453a5892f094307af	efbd7d94ac1c6d3284cb25284b2d914cee0638eec2d9165453a5892f094307af	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/spatial/scalefactors_json.json	164	108fc7c5065ef87c17b4263a23f6a067aafe0288b94f282f52bb3d2a1437e81d	108fc7c5065ef87c17b4263a23f6a067aafe0288b94f282f52bb3d2a1437e81d	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample4/outs/spatial/tissue_positions.csv	317061	4b61f37e5457c9283bbd48822a889ec2b297c0a9196f3e1b8da42c07ae7575c7	4b61f37e5457c9283bbd48822a889ec2b297c0a9196f3e1b8da42c07ae7575c7	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/filtered_feature_bc_matrix.h5	15145563	8f200ef50cc1243848807b2712b7d763fbb2ebd3ef2c1698c626736a1ba4c70f	8f200ef50cc1243848807b2712b7d763fbb2ebd3ef2c1698c626736a1ba4c70f	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/spatial/scalefactors_json.json	164	16ef41f49e166c9ce91d01feb6e7f456790e6e849b1b218480d79b47f7274038	16ef41f49e166c9ce91d01feb6e7f456790e6e849b1b218480d79b47f7274038	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample5/outs/spatial/tissue_positions.csv	317112	4b9421878564586bafa1f1f55af1233a8fea92eb29fec4e5b6e49271006c1523	4b9421878564586bafa1f1f55af1233a8fea92eb29fec4e5b6e49271006c1523	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/filtered_feature_bc_matrix.h5	10830645	0600212d6c699f1b3b2f1e162a8e2300dbf5813fa4bd8e5b6256c18dab4220be	0600212d6c699f1b3b2f1e162a8e2300dbf5813fa4bd8e5b6256c18dab4220be	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/spatial/scalefactors_json.json	164	f7127eee53f9d29b79e08978648dd5007b2961191d7058a2248c3aef60658885	f7127eee53f9d29b79e08978648dd5007b2961191d7058a2248c3aef60658885	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample6/outs/spatial/tissue_positions.csv	317138	7ee927b81f42a1f7c28f05a7f4a31dcc12290ecf91303d4bf1abda5cd35b6517	7ee927b81f42a1f7c28f05a7f4a31dcc12290ecf91303d4bf1abda5cd35b6517	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/filtered_feature_bc_matrix.h5	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/filtered_feature_bc_matrix.h5	13519326	c3509ef880049f6a0130132e55610a03e8877c53d804dc243295430835613c4b	c3509ef880049f6a0130132e55610a03e8877c53d804dc243295430835613c4b	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/spatial/scalefactors_json.json	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/spatial/scalefactors_json.json	165	5e026dea3d794d089c5705cea2dd5b5b5a325e2f3533a8e299a4d4a22fe9348e	5e026dea3d794d089c5705cea2dd5b5b5a325e2f3533a8e299a4d4a22fe9348e	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_display
external	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/spatial/tissue_positions.csv	analysis_work/e_mtab_12043_spatial_full/Sample7/outs/spatial/tissue_positions.csv	317143	2c13316a23b0501795fc46f24b35c36650f0de50d46b27863ef5ec20717c3fbb	2c13316a23b0501795fc46f24b35c36650f0de50d46b27863ef5ec20717c3fbb	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;hgp_display;retained_rec44_spatial;hgp_spatial_bridge
external	data_sources/AlvarezVillanueva_2026_tight_junction/41467_2025_68169_MOESM5_ESM.xlsx	data_sources/AlvarezVillanueva_2026_tight_junction/41467_2025_68169_MOESM5_ESM.xlsx	1887246	cf18172b904688740c79267e4f43a69c4d9d3dcf4fbb8ee5c403aa724e929afb	cf18172b904688740c79267e4f43a69c4d9d3dcf4fbb8ee5c403aa724e929afb	none	https://doi.org/10.1038/s41467-025-68169-3 ; supplementary table MOESM5	c8_enrichment
external	data_sources/Borrelli_2024_PlexinB2_KLF4/GSE267981/GSM8282884_rPlxnb2_filtered_feature_bc_matrix.h5	data_sources/Borrelli_2024_PlexinB2_KLF4/GSE267981/GSM8282884_rPlxnb2_filtered_feature_bc_matrix.h5	23578656	49fb80760756b47c7d9bd427101f706e53c3d79d8f30eb909309b38f1b5760ac	49fb80760756b47c7d9bd427101f706e53c3d79d8f30eb909309b38f1b5760ac	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267981	plexin
external	data_sources/Borrelli_2024_PlexinB2_KLF4/GSE267981/GSM8282885_ctrl_filtered_feature_bc_matrix.h5	data_sources/Borrelli_2024_PlexinB2_KLF4/GSE267981/GSM8282885_ctrl_filtered_feature_bc_matrix.h5	12116836	bcd93382bb92634448dac05dacb9135061b1832070b7f2e77e6592ca29832ca2	bcd93382bb92634448dac05dacb9135061b1832070b7f2e77e6592ca29832ca2	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267981	plexin
external	data_sources/CRC_Atlas_CZI_core/crc_atlas_core_czi.h5ad	data_sources/CRC_Atlas_CZI_core/crc_atlas_core_czi.h5ad	30875155333	718774363933b57c6a4661e8aaf0ee7d86b717b047442afe6457c01986789ac6	718774363933b57c6a4661e8aaf0ee7d86b717b047442afe6457c01986789ac6	none	https://datasets.cellxgene.cziscience.com/4a8b9568-965e-46b8-a427-baab6bf018e5.h5ad	external
external	data_sources/E_MTAB_HGP_CRLM/E-MTAB-12043_L1_spatial_pilot_download_manifest.tsv	data_sources/E_MTAB_HGP_CRLM/E-MTAB-12043_L1_spatial_pilot_download_manifest.tsv	5847	d2fd46cb09c7d627f14e62726c8b9a0b1479f0c9acd235ebc072c59aa70b6cca	d2fd46cb09c7d627f14e62726c8b9a0b1479f0c9acd235ebc072c59aa70b6cca	none	GitHub Release companion: https://github.com/Elliott0114/crc-metastatic-growth-pattern-atlas/releases/download/manuscript-2026-09-21/emtab-matrix-inputs-2026-09-21.tar.gz	hgp_spatial;retained_rec44_spatial;hgp_spatial_bridge
external	data_sources/EscrivaConde_BJC_2026_HGP_ISS/prepared_cells_panel_2.h5ad	data_sources/EscrivaConde_BJC_2026_HGP_ISS/prepared_cells_panel_2.h5ad	463415994	aa3996b2728f590bbaf8de58812ad443a95d40ffe5909c7b59f53e11b1f9bffb	aa3996b2728f590bbaf8de58812ad443a95d40ffe5909c7b59f53e11b1f9bffb	none	https://crclm2.serve.scilifelab.se/iss_panel_2.tmap?dl=1 ; extract files/prepared_cells_panel_2.h5ad	iss_ecology;iss_composition;iss_display;iss_adjacency;iss_topology;mapping
external	data_sources/GSE151165/GSE151165_RNA_seq.raw_read_count.xlsx	data_sources/GSE151165/GSE151165_RNA_seq.raw_read_count.xlsx	3475720	70df31bb05e9a5b4669440dc7ed39b27226961cacd33d5a714953f68d771b10f	70df31bb05e9a5b4669440dc7ed39b27226961cacd33d5a714953f68d771b10f	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151165	specificity;bulk_rec50;regional_counts;historical_rivals;bulk_context;junction_measurement
external	data_sources/Goto_2026_GATA6/GSE290752/GSE290752_ngoto_RNAseq_met_Ct.txt.gz	data_sources/Goto_2026_GATA6/GSE290752/GSE290752_ngoto_RNAseq_met_Ct.txt.gz	678421	1bc544aa7f8fa97740763987a17fa0a8126aa8c50519b79be29dcf0e3e44cccc	1bc544aa7f8fa97740763987a17fa0a8126aa8c50519b79be29dcf0e3e44cccc	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290753 ; GSE290752 ; Ensembl release 101 GRCm38 annotation	serial_selection
external	data_sources/Goto_2026_GATA6/GSE290752/GSE290752_series_matrix.txt.gz	data_sources/Goto_2026_GATA6/GSE290752/GSE290752_series_matrix.txt.gz	2525	c7643322ccdc31392c9ae46b60ae65082efb21f70d4a08b81d8696c7a9e745e9	c7643322ccdc31392c9ae46b60ae65082efb21f70d4a08b81d8696c7a9e745e9	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290753 ; GSE290752 ; Ensembl release 101 GRCm38 annotation	serial_selection
external	data_sources/Goto_2026_GATA6/GSE290753/GSE290753_ngoto_RNAseq_GATA6KO_Ct.txt.gz	data_sources/Goto_2026_GATA6/GSE290753/GSE290753_ngoto_RNAseq_GATA6KO_Ct.txt.gz	402099	0420201980593ae33e984ccff1f0105a17981e2e5960fe3259716e4f7f8dd3ae	0420201980593ae33e984ccff1f0105a17981e2e5960fe3259716e4f7f8dd3ae	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290753 ; GSE290752 ; Ensembl release 101 GRCm38 annotation	gata6
external	data_sources/Goto_2026_GATA6/GSE290753/GSE290753_series_matrix.txt.gz	data_sources/Goto_2026_GATA6/GSE290753/GSE290753_series_matrix.txt.gz	2234	684b0120e2bb5021d7483adffa23608932c8af539002709c82eae614b093adeb	684b0120e2bb5021d7483adffa23608932c8af539002709c82eae614b093adeb	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290753 ; GSE290752 ; Ensembl release 101 GRCm38 annotation	gata6
external	data_sources/Goto_2026_GATA6/reference/Mus_musculus.GRCm38.101.gtf.gz	data_sources/Goto_2026_GATA6/reference/Mus_musculus.GRCm38.101.gtf.gz	33443313	c19fe320e0f775efa0eb9624862e44d4337368e018e8fe10182db9e3b0cdd2e3	c19fe320e0f775efa0eb9624862e44d4337368e018e8fe10182db9e3b0cdd2e3	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290753 ; GSE290752 ; Ensembl release 101 GRCm38 annotation	gata6;serial_selection
external	data_sources/Latacz_2024_targeted_HGP_interface/SupplTablesLataczforupload.xlsx	data_sources/Latacz_2024_targeted_HGP_interface/SupplTablesLataczforupload.xlsx	10209377	2eacfb8ef87d38311fd7f9bf01bac114594eac9a03a768db599e659a16642e28	2eacfb8ef87d38311fd7f9bf01bac114594eac9a03a768db599e659a16642e28	none	https://doi.org/10.1007/s10585-024-10319-w ; supplementary coefficient workbook	latacz
external	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/barcodes.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/barcodes.tsv.gz	20519	84b9e86d6db786f2f138b86ecf2114d4b704762288faff194c14b4ca232ca86e	84b9e86d6db786f2f138b86ecf2114d4b704762288faff194c14b4ca232ca86e	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/features.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/features.tsv.gz	155265	6fdb227d443659ff95cb7644e4394fafc3ac8e1d80b2017abec64329f03a1be5	6fdb227d443659ff95cb7644e4394fafc3ac8e1d80b2017abec64329f03a1be5	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;junction_context;junction_neighbourhood;junction_measurement
external	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/matrix.mtx.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56688/filtered_feature_bc_matrix/matrix.mtx.gz	6296261	51259e4c6ed9dace2a68ff67b19cb5792fe77f3c1b97aa271189bb8c4045ce2a	51259e4c6ed9dace2a68ff67b19cb5792fe77f3c1b97aa271189bb8c4045ce2a	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56688/spatial/tissue_positions.csv	data_sources/Liu_2026_GSE294385/extracted/IX_56688/spatial/tissue_positions.csv	192131	b78d84e381e137bbe9668fc5d7c2b134e61e2d33277a724d2266260ed3c51c28	b78d84e381e137bbe9668fc5d7c2b134e61e2d33277a724d2266260ed3c51c28	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/barcodes.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/barcodes.tsv.gz	18580	9ebbd8b61c4a0695f304fa5c9112eb5adb577f9855fb6b72d33d4b847c1be5ec	9ebbd8b61c4a0695f304fa5c9112eb5adb577f9855fb6b72d33d4b847c1be5ec	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/features.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/features.tsv.gz	155265	d3aaea277b8cb89fb1e6ff683270d63cb4f6237ed9953ac05f529f9c426d2de0	d3aaea277b8cb89fb1e6ff683270d63cb4f6237ed9953ac05f529f9c426d2de0	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;junction_context;junction_neighbourhood;junction_measurement
external	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/matrix.mtx.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56689/filtered_feature_bc_matrix/matrix.mtx.gz	13494977	b9b80bf129c4a42d561be42f8bec326250e0546bb84f2173dfce0c2031a8f1fb	b9b80bf129c4a42d561be42f8bec326250e0546bb84f2173dfce0c2031a8f1fb	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56689/spatial/tissue_positions.csv	data_sources/Liu_2026_GSE294385/extracted/IX_56689/spatial/tissue_positions.csv	191964	9f00200a0ef3391aa5d0fbff74ab314efcbbf987719f1717881b22965e75daf5	9f00200a0ef3391aa5d0fbff74ab314efcbbf987719f1717881b22965e75daf5	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/barcodes.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/barcodes.tsv.gz	18423	0f5cb9c9818e409fd932d74e10f4acb72ed69b387c9bd47efe382619fe3f40d8	0f5cb9c9818e409fd932d74e10f4acb72ed69b387c9bd47efe382619fe3f40d8	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
external	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/features.tsv.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/features.tsv.gz	155265	112cc789930103c03225ccde9cefe4cbfbb72c4515658d8f12285b7f9949e5a6	112cc789930103c03225ccde9cefe4cbfbb72c4515658d8f12285b7f9949e5a6	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;junction_context;junction_neighbourhood;junction_measurement
external	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/matrix.mtx.gz	data_sources/Liu_2026_GSE294385/extracted/IX_56690/filtered_feature_bc_matrix/matrix.mtx.gz	6123032	d192c32b552e4dc7f38172ef24260ad468035e5fa11b7bd0cf3e8052d5ad9300	d192c32b552e4dc7f38172ef24260ad468035e5fa11b7bd0cf3e8052d5ad9300	none	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294385 ; extract sample matrix folders; author annotation: https://github.com/yliuup/CRC_micromets_ST	regional_projection;regional_counts;junction_neighbourhood
