patient	region	Claudin	Polarity	Junction	HRC	RSC	iCMS2	iCMS3	E2F	Hypoxia	Epithelial	Liver	iCMS	transform	filter	score
PAT11	macro_tumour	0.27901187888843243	0.057710470292529716	0.227426215206676	0.5126129904176376	0.34565870800459164	0.06598521543946513	0.07605893915569525	-0.270269835474412	0.22477482615108285	0.7592055783321359	0.34560848645663506	0.010073723716230124	library_scaled_count_prior	all_members	mean_gene_z
PAT8	macro_tumour	0.13200798392944302	-0.06263602990397996	0.10308836681928725	0.6199766243637265	0.2561137480203549	0.18682993419948177	0.08277412067991101	-0.08884002203677481	0.18029650895525934	0.4972078102943237	-0.5742583221188258	-0.10405581351957076	library_scaled_count_prior	all_members	mean_gene_z
PAT10	macro_tumour	-0.013780579590917401	-0.26095673521439944	-0.08426002238383339	-0.3646707325090652	-0.2271920086339442	0.23889858685642468	-0.1700132921495524	0.5447629970343398	-0.18664462165759285	0.1944936713840711	-0.9970391869228371	-0.4089118790059771	library_scaled_count_prior	all_members	mean_gene_z
PAT10	micro_tumour	-0.04601576612463824	-0.17837457601874324	-0.09156190925232588	-0.6179615604126826	-0.23020240910545975	0.2992195328009193	-0.23559751895587083	0.7855526037304073	-0.1602714064218657	0.28557484674005773	0.07017277578266008	-0.5348170517567901	library_scaled_count_prior	all_members	mean_gene_z
PAT8	micro_tumour	-0.15308711798282953	-0.002445796184460329	-0.12455139664516782	-0.010987855260317246	0.16252197656709025	0.07259517547865746	-0.004756378661609669	0.4805774946906024	0.007143428203337151	-0.0835825012580449	0.4703109479579241	-0.07735155414026713	library_scaled_count_prior	all_members	mean_gene_z
PAT5	micro_tumour	-0.8792523541049828	-1.2658897923784662	-1.0914210731431067	-0.5802503233818176	-0.6878228953817951	-0.46148325508992627	-0.8628089760237386	-0.6012262754504776	-0.6757191246117212	0.5962935166396731	-0.038304039526005314	-0.40132572093381236	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT5	macro_tumour	0.5271554847755628	0.21098164201853026	0.4554955002147924	0.5965797658245079	0.2786466394440235	0.2491454736387809	0.08888803703908746	-0.0798472141387662	0.3158831755997955	0.449058044042442	0.15723018973076988	-0.16025743659969344	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT1	micro_tumour	0.18538638963261014	0.34382510770432845	0.16972954427531248	-0.08888572265313127	0.08771314793977476	-0.19182827263891236	0.03556455068663324	-0.010757075002389368	0.08388737999803397	-0.2745955689274653	0.9062085700114428	0.2273928233255456	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT1	macro_tumour	0.035208323286546904	0.010432898175137123	0.005690914958527536	0.2429599423751002	0.1195745660939107	0.08491078040903594	-0.003364884296623659	0.1100299072525827	-0.037641712176658716	0.38007715581557217	-0.15766045696585682	-0.08827566470565959	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT3	micro_tumour	0.212242913938595	0.7382904629073676	0.38763458828558095	-0.0834345969992971	0.06451931189532391	0.28218642020515267	0.1387474621884874	0.452932239661826	0.09314577465702019	-0.7325420167356519	0.6473417217454471	-0.14343895801666526	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT3	macro_tumour	0.06054703535628539	0.7840148630632833	0.3198240313917466	0.1377370699450179	-0.003933247137836454	0.39082702505476047	0.17148551445753332	0.105512130624764	-0.0852839145693454	-0.42714644911789434	-0.04026445045764535	-0.21934151059722715	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT2	micro_tumour	-1.7479739480423795	-0.03599969562036115	-1.115786253403041	-1.1851964224333402	-0.8350437036660816	-0.47811566174406717	-0.6567102829509676	-0.33802836277069476	-0.7892252446344691	-1.992826946155138	-1.4312673628199128	-0.1785946212069004	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
PAT2	macro_tumour	-0.34841012608023814	0.5087605849062331	-0.04129351788519255	0.47662426422656473	0.16286211497185427	0.40722236448097976	0.09144698344530118	0.3671048035887321	0.16792991837604482	0.47260963210216966	-1.3776193095122504	-0.3157753810356786	library_scaled_count_prior	CPM_ge_1_in_half_profiles	mean_gene_z
