set_id	transform	n_genes	n	effect	low	high	p	n_positive	loo_min	loo_max
CANELLAS_CORE_HRC	historical_fixed_count_prior	90	11	0.6353131260177122	0.442512440974562	0.838138773666192	0.0009765625	11	0.5754503795666759	0.6770079046195298
REACTOME_TIGHT_JUNCTION_INTERACTIONS	historical_fixed_count_prior	29	11	-0.27823796424527447	-0.5427016496505707	-0.08157864771784187	0.0029296875	1	-0.30744613604108445	-0.16963339393292717
CANELLAS_CORE_HRC	library_scaled_count_prior	90	11	0.6436858377003776	0.39813580517464187	0.9356575683093078	0.0009765625	11	0.5411167486826077	0.6908840290437398
REACTOME_TIGHT_JUNCTION_INTERACTIONS	library_scaled_count_prior	29	11	0.4075261745947954	0.12054339185951173	0.7661790275346283	0.017578125	8	0.26715172368063034	0.4668631378208496
CANELLAS_CORE_HRC	fixed_CPM_prior_0.1	90	11	0.6570682783705465	0.41455682588469805	0.931190937902968	0.0009765625	11	0.5603903409930613	0.7036520343227141
REACTOME_TIGHT_JUNCTION_INTERACTIONS	fixed_CPM_prior_0.1	29	11	0.3053205100334355	0.030817821209298664	0.6605193405776794	0.0693359375	8	0.16320278241871003	0.37076097476495057
CANELLAS_CORE_HRC	fixed_CPM_prior_1	90	11	0.6688463968653199	0.4370535507137147	0.9258845114362549	0.0009765625	11	0.5809478091505353	0.7141587863837406
REACTOME_TIGHT_JUNCTION_INTERACTIONS	fixed_CPM_prior_1	29	11	0.17662198494631842	-0.07160768443687932	0.4974412351098244	0.322265625	7	0.041106934119464714	0.24706274562799124
