pair_id	priority	side	program_id	gene_role	gene	mean_expression	detected_epithelial_cells	expression_bin
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NOL4L-DT	0.0023822914875307986	37	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NOP14-AS1	0.03974185867896049	618	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NOP58	1.2140476835798604	8409	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NOS1	0.006751448373053188	113	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NPC1L1	0.022512817322869038	304	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NPHS1	0.004506482548713383	68	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NR1D2	0.27280576277571467	3170	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NR2F2	0.22921025911963117	2698	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NR5A1	0.0007404516285204025	12	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NRG4	0.020541472835315575	263	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NTN4	0.2749504062563351	2597	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NUP214	0.7352920766810259	6705	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	NVL	0.700912753213493	6067	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OBI1-AS1	0.008823079245699148	130	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ODAM	0.004361643630505587	61	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ODR4	0.5301865173485258	5194	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR10A4	0.0002490781078675796	4	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR10V1	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR5H1	0.0002498594540570929	4	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR6C1	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OR8G5	0.0006246486351427324	10	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OSBPL10	1.6180047786535925	9052	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	OST4	0.5136497772136847	4763	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	P2RX4	0.25925285237682505	3091	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PCDH8	0.0020613404959710165	33	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PCMTD1	2.064802492829869	10867	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PCNT	0.1878641946611831	2298	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PCOLCE	0.011206872146914933	237	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDCD2	0.2971093335368512	3315	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDLIM1	0.7529752113302521	6272	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDX1	0.021410747912965253	314	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PDXK	0.6961845131532224	6158	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PELI3	0.008149113232656513	134	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PEX6	0.19702128613342842	2397	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PGAM4	0.0006858047543075995	11	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PGR-AS1	0.00019298725351863446	5	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PHF21B	0.3165229922481797	2222	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PHLDA3	0.02211595641225604	322	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PIGS	0.09573615645027912	1334	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PINX1	0.20376346222472233	2233	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PIP5K1A	0.5913133561272375	5601	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PITPNM1	0.08637966643312643	1188	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PITRM1	0.17889978431941972	2346	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLCE1-AS2	0.010180350477061487	159	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLD6	0.02493928379654786	382	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLEKHA8	0.5538868395413515	5352	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PLK2	0.028163692727965185	443	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	POLR1D	0.7851816817184533	6695	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPFIA1	0.8722225406591508	7503	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPHLN1	1.1454537430543956	8387	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPIE	0.1870195077616668	2416	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPP1R10	0.3631959415363025	4179	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPP1R12A	1.709139934844339	10315	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPP1R16A	0.3578067890812451	4087	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PPP4R2	0.9612439652468899	7689	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRDM12	0.00254649905308367	41	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRDM2	0.7733081631091103	6745	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRF1	0.0008907434134963467	63	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRKAG2-AS1	0.01766805026454242	287	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRKAR2A-AS1	0.0022962801691310615	37	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRKD1	0.20347526923552245	1747	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRKN	1.0422318195384908	6393	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PROX1	0.5689398027187182	4237	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PROX1-AS1	0.1861107513216378	1711	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRPF18	0.3412469808952124	3898	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRPH	0.000812043225685552	12	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRPSAP1	0.23451323744596758	2906	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRRT2	0.019082609958491998	297	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRSS2	0.024264458723976416	214	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PRUNE1	0.10230659041594457	1314	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTCD3	0.790078975295161	6766	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTCHD1	0.029662325236432363	354	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTGIR	0.00088253879168692	32	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTK2	7.473803850048026	14583	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PTK7	0.5799962286201827	4601	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PWWP2A	0.5825834330326108	5729	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	PZP	0.0007879646811871568	69	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	QSOX2	0.1962948441430971	2505	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAB21	0.5546067204002708	5359	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAB3B	0.02993064863555132	306	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAB7B	0.0006257335211402828	47	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RABEP1	0.6340675760614157	5768	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAG1	0.041619457879246084	585	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAP2A	0.17605426586227607	2194	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RAPGEF4-AS1	0.006309221217392368	89	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RASGEF1A	0.005219989875037735	84	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RASGEF1C	0.004800570730460381	71	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RASSF10-DT	0.017544326158069997	264	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RBBP5	0.17978668339851595	2212	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RBFA	0.09964288563305068	1395	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RFPL3S	0.00650687573352084	105	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RFX1	0.1642170160295844	2180	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RFX6	0.025735523767880533	122	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RGS9	0.009948640415790851	172	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RHOBTB2	0.023357525835538226	348	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RIBC2	0.027285177320906507	375	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RIC1	0.9088710311932188	7434	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNASE10	0.00018739459054281966	3	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNASE4	0.2503252866654029	2694	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF115	0.7185809885333366	6268	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF138	0.2803913753311479	3198	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF146	0.20699268652085365	2687	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF166	0.03225169985605901	572	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNF217	0.6809125831002264	5651	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RNLS	0.21757708251383945	2215	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ROPN1L-AS1	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RPAIN	0.33600662953328425	3860	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RPRML	0.005122118808170396	80	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RPUSD4	0.16383588916469508	2129	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RSPH4A	0.0021763547573872754	37	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RSPO1	0.00024702103835399044	4	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RTL6	0.03354393382590416	483	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	RUSC2	0.24028721351046878	2723	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SAMMSON	0.10872809646153243	1232	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SAP30BP	0.2796894436371346	3318	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SAR1B	0.28711768917218566	3392	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SART1	0.16233079587879312	2113	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SBNO1	0.718147796795294	6253	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCAND1	0.570842859206503	5057	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCGB1C2	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCGB3A2	0.0006761354731677705	14	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCLT1	0.8873372016565023	5728	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SCRIB	0.2889742456952257	3360	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SDF4	0.3349487900881008	3775	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEC11C	0.29388459657243693	3255	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SEPTIN5	0.0007356193795383749	15	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SERP1	0.6915118513320885	6271	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SERPINE3	0.008185629309567795	121	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SERTAD3	0.03431947201581621	517	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SETMAR	0.0880379617824807	1232	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH2B2	0.03709714775254036	557	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH3PXD2A	1.1536639065818153	7711	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH3PXD2A-AS1	0.020396614344266432	304	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SH3RF1	1.3804258762825887	8390	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SHC4	0.010681612932880858	73	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SHISA4	0.00864945088754447	146	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SIAH1	0.3208326622476074	3777	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SIRT1	0.28308810608563817	3244	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC10A2	0.000247924136775923	4	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC16A10	0.10608484259969432	1674	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC16A12	0.0007898793537234338	16	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC17A2	0.00023350149496438076	5	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC25A28	0.11603103562732485	1596	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC25A46	0.27868421861349346	3311	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC38A3	0.011556787243326655	171	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC38A8	0.002535227039959556	37	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC39A10	0.765566309437075	6275	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC39A8	0.3090317430049952	3062	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC9A3R1	0.18064494971719958	2138	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SLC9C1	0.34161449385296866	3361	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SMC2-AS1	0.005361901599795389	86	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SMG7-AS1	0.006109904692631546	96	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SMIM29	0.0549730678841223	814	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SNRNP70	0.7233109670915816	6763	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SNUPN	0.08755008783336889	1251	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SOCS2	0.010686660457764908	173	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SORBS1	1.8908228401360634	8721	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SP7	0.00018739459054281966	3	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPEN	0.7337551488425244	6607	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPHK1	0.007678004005473606	174	11
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPHK2	0.10284181471893838	1447	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPIRE1	0.24424068953856656	2160	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPOCD1	0.011412016422282945	219	12
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SPON1	0.3264217263058426	2436	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRC	0.3541698196415491	4010	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRD5A1	0.17309617788275344	2150	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRD5A3-AS1	0.005235348246562071	84	10
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRGAP3	0.23586383191322402	2601	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRM	0.25178768118910116	2812	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SRXN1	0.04622844382268856	644	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	ST3GAL6-AS1	0.0008033929494270784	18	5
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	STC2	0.09266876852320982	1034	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	STEAP2	0.3711548845395205	3667	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	STK26	0.27872433196977814	2807	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	STXBP1	0.21593073527782713	2336	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	STYXL1	0.34603757363910365	3864	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SUGP2	0.4922025360823704	5244	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SUPT6H	0.3930281033927126	4419	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SYNJ2-IT1	0.0002476262178015341	4	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	SYT5	0.002311199950028109	33	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TAAR2	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TAF5	0.03345519252150766	484	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TANC2	0.6396686424567232	3861	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TAS2R1	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TAS2R41	6.246486351427322e-05	1	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TAS2R60	0.00018739459054281966	2	2
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TBC1D12	0.48478455940485227	4478	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TBL1X	0.7894724928965604	6127	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TBX18	0.04386844297464816	555	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TCEAL8	0.08788078519985096	1197	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TCFL5	0.18854265413246213	2278	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TGFBI	1.2544468415692722	6324	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TGM6	0.001985755871741148	28	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	THAP12	0.3013059413461374	3346	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	THOC2	1.8060091535858438	10299	24
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	THUMPD2	0.5352771519698709	5371	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TIAM1	0.04976032476729868	801	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TLN2	0.9311255766700717	6899	23
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMCO3	0.39652695433138363	4214	21
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMEM132D	0.03550083816025427	429	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMEM175	0.0552694054868579	835	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMEM183A	0.20844928069611798	2608	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMEM201	0.04072080446932288	599	15
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMEM263	0.19629942986957594	2438	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TMTC3	0.27122334044016455	3023	20
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TNFRSF10A-AS1	0.0022988914475389442	36	8
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TNXB	0.019571473735084288	307	13
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TP53TG5	0.035855501337287835	534	14
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TPD52L2	0.4293774452701082	4543	22
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TRAF2	0.18562857545035025	2438	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TRBV28	6.031924688876198e-05	5	0
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TRIM15	0.10449873324716502	1343	17
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TRIP10	0.16816884345151623	2181	19
actin_tight_junction	secondary	b	REACTOME_TIGHT_JUNCTION_INTERACTIONS	control	TRNP1	0.037367376785854986	504	15
