dataset	n_profiles	n_genes_eligible	min_factor	max_factor	r_minus_d_log2_factor	min_top10_fraction	max_top10_fraction
Bulk_rHGP_minus_dHGP	15	13390	0.540489396789888	1.31507831067475	0.0232608313805607	0.0414578508455643	0.215020312790638
Spatial_rHGP_minus_dHGP_tumour	6	13033	0.883281473690671	1.24219351673082	-0.141710414688923	0.0422392282741348	0.143418218411357
Spatial_rHGP_minus_dHGP_near	6	13076	0.86823408871752	1.24285578009139	-0.133344932437503	0.0428667955357857	0.157166945178842
