scoring	n	mean	median	minimum	maximum	perturbation_q025	perturbation_q975	fraction_positive
fixed_background	500	0.04607405351408463	0.04406526164842951	-0.08209809281475981	0.12134270058205755	-0.06496713796249777	0.11272722454923567	0.794
target_mean	500	0.04039612542607727	0.0369870667530448	-0.07785606517016477	0.11056351950789653	-0.06203534607932633	0.10398965761818367	0.78
